,409,682,basinwide_average
2012-02-01,9.5,10.3,0.45025466554482607
2012-03-01,15.6,16.1,0.7254114916620995
2012-04-01,15.6,20.1,0.7940084446811632
2012-05-01,15.6,20.1,0.7940084446811632
2012-06-01,15.6,20.1,0.7940084446811632
2012-07-01,15.6,20.1,0.7940084446811632
2012-08-01,15.6,20.1,0.7940084446811632
2012-09-01,15.6,20.1,0.7940084446811632
2012-10-01,0.0,0.0,0.0
2012-11-01,0.0,0.0,0.0
2012-12-01,1.6,3.0,0.09753066407305344
2013-01-01,7.4,8.0,0.35032754659112253
2013-02-01,13.4,12.0,0.5917355595180203
2013-03-01,16.0,14.8,0.7146382192580929
2013-04-01,16.0,16.5,0.7437919242911949
2013-05-01,16.0,20.2,0.8072441058338287
2013-06-01,16.0,20.2,0.8072441058338287
2013-07-01,16.0,20.2,0.8072441058338287
2013-08-01,16.0,20.2,0.8072441058338287
2013-09-01,16.0,20.2,0.8072441058338287
2013-10-01,0.0,0.0,0.0
2013-11-01,1.2,4.7,0.11516363177896653
2013-12-01,4.1,8.4,0.26214115894372014
2014-01-01,6.4,13.0,0.40727189454697965
2014-02-01,7.3,15.5,0.47606664917006947
2014-03-01,11.7,21.1,0.6988304939958369
2014-04-01,11.8,25.7,0.7805971742995572
2014-05-01,11.8,25.7,0.7805971742995572
2014-06-01,11.8,25.7,0.7805971742995572
2014-07-01,11.8,25.7,0.7805971742995572
2014-08-01,11.8,25.7,0.7805971742995572
2014-09-01,11.8,25.7,0.7805971742995572
2014-10-01,0.0,0.0,0.0
2014-11-01,0.0,0.2,0.003429847650953179
2014-12-01,1.2,2.3,0.07400545996752839
2015-01-01,4.2,7.4,0.2478721050207515
2015-02-01,6.5,9.4,0.3484148211616197
2015-03-01,8.7,11.4,0.4460773529706906
2015-04-01,8.7,14.8,0.5043847630368947
2015-05-01,8.7,14.8,0.5043847630368947
2015-06-01,8.7,15.4,0.5146743059897543
2015-07-01,8.7,15.4,0.5146743059897543
2015-08-01,8.7,15.4,0.5146743059897543
2015-09-01,8.7,15.4,0.5146743059897543
2015-10-01,0.0,0.0,0.0
2015-11-01,0.0,0.6,0.010289542952859537
2015-12-01,4.7,5.9,0.23654916929758885
2016-01-01,12.4,13.2,0.583512802105767
2016-02-01,16.6,18.3,0.791941659140557
2016-03-01,17.0,20.4,0.8394757968027542
2016-04-01,17.0,25.9,0.9337966072039666
2016-05-01,17.0,27.6,0.9629503122370686
2016-06-01,17.0,27.6,0.9629503122370686
2016-07-01,17.0,27.6,0.9629503122370686
2016-08-01,17.0,27.6,0.9629503122370686
2016-09-01,17.0,27.6,0.9629503122370686
2016-10-01,0.0,0.0,0.0
2016-11-01,0.0,0.0,0.0
2016-12-01,2.8,4.0,0.14924211430938616
2017-01-01,9.2,12.5,0.4793424367099193
2017-02-01,20.4,23.6,0.9922796264991111
2017-03-01,24.0,28.0,1.1714229107647816
2017-04-01,24.0,29.8,1.20229153962336
2017-05-01,24.0,29.8,1.20229153962336
2017-06-01,24.0,29.8,1.20229153962336
2017-07-01,24.0,29.8,1.20229153962336
2017-08-01,24.0,29.8,1.20229153962336
2017-09-01,24.0,29.8,1.20229153962336
2017-10-01,0.0,0.0,0.0
2017-11-01,0.0,0.0,0.0
2017-12-01,0.0,1.3,0.022294009731195663
2018-01-01,0.5,1.5,0.04012477904113502
2018-02-01,2.6,4.5,0.15205636477317463
2018-03-01,5.7,9.0,0.3185136512053355
2018-04-01,5.9,12.0,0.37572173463322767
2018-05-01,5.9,12.0,0.37572173463322767
2018-06-01,5.9,12.0,0.37572173463322767
2018-07-01,5.9,12.0,0.37572173463322767
2018-08-01,5.9,12.0,0.37572173463322767
2018-09-01,5.9,12.0,0.37572173463322767
2018-10-01,0.0,0.0,0.0
2018-11-01,0.3,3.5,0.06866288688707234
2018-12-01,1.1,6.8,0.14829684778217767
2019-01-01,4.0,10.0,0.2866997558195483
2019-02-01,9.7,16.6,0.5640552352134457
2019-03-01,18.3,25.1,0.957519612913518
2019-04-01,28.5,35.7,1.4330803402573544
2019-05-01,28.5,36.0,1.438225111733784
2019-06-01,28.5,39.1,1.4913877503235584
2019-07-01,28.5,39.1,1.4913877503235584
2019-08-01,28.5,39.1,1.4913877503235584
2019-09-01,28.5,39.1,1.4913877503235584
2019-10-01,0.0,0.0,0.0
2019-11-01,0.7,0.9,0.03559560475186995
2019-12-01,4.0,5.3,0.20609833602214864
2020-01-01,7.4,9.5,0.3760514039732714
2020-02-01,10.2,13.2,0.5201487468062278
2020-03-01,11.1,14.9,0.575224110825505
2020-04-01,15.5,20.4,0.7962730318257957
2020-05-01,15.5,20.4,0.7962730318257957
2020-06-01,15.5,20.4,0.7962730318257957
2020-07-01,15.5,20.4,0.7962730318257957
2020-08-01,15.5,20.4,0.7962730318257957
2020-09-01,15.5,20.4,0.7962730318257957
2020-10-01,0.0,0.0,0.0
2020-11-01,0.2,0.2,0.00919021631454765
2020-12-01,1.5,3.1,0.0963654035667328
2021-01-01,4.1,6.7,0.23298745391061812
2021-02-01,7.6,10.2,0.39381623941520194
2021-03-01,12.0,15.1,0.6045756174626332
2021-04-01,15.4,20.3,0.7916779236685219
2021-05-01,15.4,20.3,0.7916779236685219
2021-06-01,15.4,20.3,0.7916779236685219
2021-07-01,15.4,20.3,0.7916779236685219
2021-08-01,15.4,20.3,0.7916779236685219
2021-09-01,15.4,20.3,0.7916779236685219
