,05K11,05K22,936,935,basinwide_average
2016-11-01,0.0,0.0,0.0,0.0,0.0
2016-12-01,0.0,0.0,0.8,0.5,0.032906144370565125
2017-01-01,0.0,0.0,2.4,4.9,0.16592365827498173
2017-02-01,4.2,10.6,4.5,10.4,0.8655044857164825
2017-03-01,5.0,11.6,4.8,12.6,0.9931213475217018
2017-04-01,5.0,12.2,7.4,14.3,1.1165845844508426
2017-05-01,5.0,12.2,8.8,14.3,1.1568748747411328
2017-06-01,5.0,12.2,8.8,14.3,1.1568748747411328
2017-07-01,5.0,12.2,8.8,14.3,1.1568748747411328
2017-08-01,5.0,12.2,8.8,14.3,1.1568748747411328
2017-09-01,5.0,12.2,8.8,14.3,1.1568748747411328
2017-10-01,0.0,0.0,0.0,0.0,0.0
2017-11-01,0.0,0.0,1.5,0.5,0.05305128951571027
2017-12-01,0.0,0.0,1.7,1.8,0.0845031607750755
2018-01-01,0.0,0.0,1.7,4.0,0.12798889470426078
2018-02-01,1.0,4.6,2.4,5.4,0.3541285280937818
2018-03-01,1.6,7.0,3.0,7.4,0.5088998501203685
2018-04-01,1.6,8.0,4.3,9.0,0.6029979167160374
2018-05-01,1.6,8.0,4.3,9.7,0.6168342866025963
2018-06-01,1.6,8.0,4.3,9.7,0.6168342866025963
2018-07-01,1.6,8.0,4.3,9.7,0.6168342866025963
2018-08-01,1.6,8.0,4.3,9.7,0.6168342866025963
2018-09-01,1.6,8.0,4.3,9.7,0.6168342866025963
2018-10-01,0.0,0.0,0.0,0.0,0.0
2018-11-01,0.0,0.0,1.4,2.3,0.08575264848898398
2018-12-01,0.0,0.0,2.2,5.3,0.16807439959725967
2019-01-01,0.0,0.0,2.4,6.3,0.19359639804809964
2019-02-01,1.7,5.9,4.1,8.6,0.5430150940993022
2019-03-01,3.5,8.4,4.8,11.1,0.7887101244953386
2019-04-01,5.1,13.2,8.0,16.7,1.2126552286038434
2019-05-01,5.1,13.2,8.4,17.5,1.2399797342714225
2019-06-01,5.1,13.2,8.4,17.5,1.2399797342714225
2019-07-01,5.1,13.2,8.4,17.5,1.2399797342714225
2019-08-01,5.1,13.2,8.4,17.5,1.2399797342714225
2019-09-01,5.1,13.2,8.4,17.5,1.2399797342714225
2019-10-01,0.0,0.0,0.0,0.0,0.0
2019-11-01,0.0,0.0,1.8,2.0,0.09133428719197023
2019-12-01,0.0,0.0,2.7,3.3,0.1429313035964806
2020-01-01,0.0,0.0,3.7,5.8,0.22112568911296993
2020-02-01,2.0,6.1,3.7,7.2,0.5277569616281265
2020-03-01,3.6,8.6,5.9,11.6,0.8415665642201715
2020-04-01,3.6,8.6,7.5,13.6,0.927145095656386
2020-05-01,3.6,9.2,7.9,13.8,0.9576456552295876
2020-06-01,3.6,9.2,7.9,13.8,0.9576456552295876
2020-07-01,3.6,9.2,7.9,13.8,0.9576456552295876
2020-08-01,3.6,9.2,7.9,13.8,0.9576456552295876
2020-09-01,3.6,9.2,7.9,13.8,0.9576456552295876
2020-10-01,0.0,0.0,0.0,0.0,0.0
2020-11-01,0.0,0.0,0.6,0.5,0.02715038861480937
2020-12-01,0.0,0.0,1.9,3.4,0.12188490484296602
2021-01-01,0.0,0.0,2.4,4.7,0.16197040973596488
2021-02-01,1.7,4.3,2.5,5.3,0.3916449817656834
2021-03-01,2.6,6.2,3.3,7.5,0.5625096607907113
2021-04-01,4.1,9.6,8.5,10.4,0.949255206414066
2021-05-01,4.1,9.6,9.9,11.9,1.0191948607469827
2021-06-01,-999.0,-999.0,9.9,11.9,1.0402563959628242
2021-07-01,-999.0,-999.0,9.9,11.9,1.0402563959628242
2021-08-01,-999.0,-999.0,9.9,11.9,1.0402563959628242
2021-09-01,-999.0,-999.0,9.9,11.9,1.0402563959628242
