,05J01,06J03,06J02,408,1031,1032,1033,basinwide_average
1958-07-01,32.9,28.3,7.7,-999.0,-999.0,-999.0,-999.0,1.0713100787046839
1958-08-01,32.9,28.3,7.7,-999.0,-999.0,-999.0,-999.0,1.0713100787046839
1958-09-01,32.9,28.3,7.7,-999.0,-999.0,-999.0,-999.0,1.0713100787046839
1958-10-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1958-11-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1958-12-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1959-01-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1959-02-01,14.9,14.0,4.7,-999.0,-999.0,-999.0,-999.0,0.5447589796195391
1959-03-01,19.8,22.2,6.6,-999.0,-999.0,-999.0,-999.0,0.7901773702836931
1959-04-01,30.9,27.9,9.3,-999.0,-999.0,-999.0,-999.0,1.0972926904720424
1959-05-01,30.9,28.1,9.3,-999.0,-999.0,-999.0,-999.0,1.1002993581998861
1959-06-01,30.9,28.1,9.3,-999.0,-999.0,-999.0,-999.0,1.1002993581998861
1959-07-01,30.9,28.1,9.3,-999.0,-999.0,-999.0,-999.0,1.1002993581998861
1959-08-01,30.9,28.1,9.3,-999.0,-999.0,-999.0,-999.0,1.1002993581998861
1959-09-01,30.9,28.1,9.3,-999.0,-999.0,-999.0,-999.0,1.1002993581998861
1959-10-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1959-11-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1959-12-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1960-01-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1960-02-01,9.0,9.8,4.4,-999.0,-999.0,-999.0,-999.0,0.403036877195123
1960-03-01,18.0,16.4,7.5,-999.0,-999.0,-999.0,-999.0,0.7131740106288147
1960-04-01,29.2,21.5,9.8,-999.0,-999.0,-999.0,-999.0,0.9986435462439435
1960-05-01,29.2,21.5,9.8,-999.0,-999.0,-999.0,-999.0,0.9986435462439435
1960-06-01,29.2,21.5,9.8,-999.0,-999.0,-999.0,-999.0,0.9986435462439435
1960-07-01,29.2,21.5,9.8,-999.0,-999.0,-999.0,-999.0,0.9986435462439435
1960-08-01,29.2,21.5,9.8,-999.0,-999.0,-999.0,-999.0,0.9986435462439435
1960-09-01,29.2,21.5,9.8,-999.0,-999.0,-999.0,-999.0,0.9986435462439435
1960-10-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1960-11-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1960-12-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1961-01-01,0.0,7.6,0.0,-999.0,-999.0,-999.0,-999.0,0.11425337365805345
1961-02-01,7.8,10.2,3.7,-999.0,-999.0,-999.0,-999.0,0.37105048883659736
1961-03-01,14.8,12.2,4.6,-999.0,-999.0,-999.0,-999.0,0.5130966514140473
1961-04-01,22.3,17.2,7.8,-999.0,-999.0,-999.0,-999.0,0.7852755833441765
1961-05-01,27.5,20.0,8.7,-999.0,-999.0,-999.0,-999.0,0.9185278412053214
1961-06-01,27.5,20.0,8.7,-999.0,-999.0,-999.0,-999.0,0.9185278412053214
1961-07-01,27.5,20.0,8.7,-999.0,-999.0,-999.0,-999.0,0.9185278412053214
1961-08-01,27.5,20.0,8.7,-999.0,-999.0,-999.0,-999.0,0.9185278412053214
1961-09-01,27.5,20.0,8.7,-999.0,-999.0,-999.0,-999.0,0.9185278412053214
1961-10-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1961-11-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1961-12-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1962-01-01,0.0,9.9,0.0,-999.0,-999.0,-999.0,-999.0,0.14883005252825385
1962-02-01,21.2,18.4,7.2,-999.0,-999.0,-999.0,-999.0,0.7699181845519251
1962-03-01,32.0,26.4,11.7,-999.0,-999.0,-999.0,-999.0,1.1701612478330539
1962-04-01,38.9,30.0,13.4,-999.0,-999.0,-999.0,-999.0,1.3626690136586141
1962-05-01,38.9,30.0,13.4,-999.0,-999.0,-999.0,-999.0,1.3626690136586141
1962-06-01,38.9,30.0,13.4,-999.0,-999.0,-999.0,-999.0,1.3626690136586141
1962-07-01,38.9,30.0,13.4,-999.0,-999.0,-999.0,-999.0,1.3626690136586141
1962-08-01,38.9,30.0,13.4,-999.0,-999.0,-999.0,-999.0,1.3626690136586141
1962-09-01,38.9,30.0,13.4,-999.0,-999.0,-999.0,-999.0,1.3626690136586141
1962-10-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1962-11-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1962-12-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1963-01-01,0.0,3.2,0.0,-999.0,-999.0,-999.0,-999.0,0.048106683645496195
1963-02-01,9.1,7.9,3.3,-999.0,-999.0,-999.0,-999.0,0.33772841232849293
1963-03-01,16.5,17.3,5.8,-999.0,-999.0,-999.0,-999.0,0.6507779955627707
1963-04-01,20.1,22.1,7.2,-999.0,-999.0,-999.0,-999.0,0.8128178524112263
1963-05-01,20.1,22.1,7.2,-999.0,-999.0,-999.0,-999.0,0.8128178524112263
1963-06-01,20.1,22.1,7.2,-999.0,-999.0,-999.0,-999.0,0.8128178524112263
1963-07-01,20.1,22.1,7.2,-999.0,-999.0,-999.0,-999.0,0.8128178524112263
1963-08-01,20.1,22.1,7.2,-999.0,-999.0,-999.0,-999.0,0.8128178524112263
1963-09-01,20.1,22.1,7.2,-999.0,-999.0,-999.0,-999.0,0.8128178524112263
1963-10-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1963-11-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1963-12-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1964-01-01,0.0,4.6,0.0,-999.0,-999.0,-999.0,-999.0,0.06915335774040077
1964-02-01,12.2,9.2,3.8,-999.0,-999.0,-999.0,-999.0,0.4103575106295135
1964-03-01,19.1,14.1,5.2,-999.0,-999.0,-999.0,-999.0,0.6120717566593026
1964-04-01,25.4,20.9,7.3,-999.0,-999.0,-999.0,-999.0,0.8595284942901383
1964-05-01,32.2,23.5,7.3,-999.0,-999.0,-999.0,-999.0,0.9772706826788919
1964-06-01,32.2,23.5,7.3,-999.0,-999.0,-999.0,-999.0,0.9772706826788919
1964-07-01,32.2,23.5,7.3,-999.0,-999.0,-999.0,-999.0,0.9772706826788919
1964-08-01,32.2,23.5,7.3,-999.0,-999.0,-999.0,-999.0,0.9772706826788919
1964-09-01,32.2,23.5,7.3,-999.0,-999.0,-999.0,-999.0,0.9772706826788919
1964-10-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1964-11-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1964-12-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1965-01-01,0.0,12.1,0.0,-999.0,-999.0,-999.0,-999.0,0.18190339753453247
1965-02-01,15.6,17.4,8.2,-999.0,-999.0,-999.0,-999.0,0.7245659218268866
1965-03-01,20.5,25.3,10.6,-999.0,-999.0,-999.0,-999.0,0.9827024109438657
1965-04-01,27.7,31.3,10.8,-999.0,-999.0,-999.0,-999.0,1.1630759853077237
1965-05-01,34.3,31.3,10.8,-999.0,-999.0,-999.0,-999.0,1.2394180959425471
1965-06-01,34.3,31.3,10.8,-999.0,-999.0,-999.0,-999.0,1.2394180959425471
1965-07-01,34.3,31.3,10.8,-999.0,-999.0,-999.0,-999.0,1.2394180959425471
1965-08-01,34.3,31.3,10.8,-999.0,-999.0,-999.0,-999.0,1.2394180959425471
1965-09-01,34.3,31.3,10.8,-999.0,-999.0,-999.0,-999.0,1.2394180959425471
1965-10-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1965-11-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1965-12-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1966-01-01,0.0,8.0,0.0,-999.0,-999.0,-999.0,-999.0,0.12026670911374047
1966-02-01,14.2,12.5,5.4,-999.0,-999.0,-999.0,-999.0,0.5382314212012641
1966-03-01,15.2,14.0,6.3,-999.0,-999.0,-999.0,-999.0,0.6033589957001748
1966-04-01,21.1,14.0,6.3,-999.0,-999.0,-999.0,-999.0,0.6716042158131231
1966-05-01,21.9,14.0,6.3,-999.0,-999.0,-999.0,-999.0,0.6808578049809805
1966-06-01,21.9,14.0,6.3,-999.0,-999.0,-999.0,-999.0,0.6808578049809805
1966-07-01,21.9,14.0,6.3,-999.0,-999.0,-999.0,-999.0,0.6808578049809805
1966-08-01,21.9,14.0,6.3,-999.0,-999.0,-999.0,-999.0,0.6808578049809805
1966-09-01,21.9,14.0,6.3,-999.0,-999.0,-999.0,-999.0,0.6808578049809805
1966-10-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1966-11-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1966-12-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1967-01-01,0.0,5.2,0.0,-999.0,-999.0,-999.0,-999.0,0.0781733609239313
1967-02-01,14.9,12.9,7.1,-999.0,-999.0,-999.0,-999.0,0.6109171873304335
1967-03-01,21.6,21.9,9.4,-999.0,-999.0,-999.0,-999.0,0.9029653045693129
1967-04-01,27.6,22.5,9.9,-999.0,-999.0,-999.0,-999.0,0.9986153265563643
1967-05-01,33.9,22.5,9.9,-999.0,-999.0,-999.0,-999.0,1.0714873412532413
1967-06-01,33.9,22.5,9.9,-999.0,-999.0,-999.0,-999.0,1.0714873412532413
1967-07-01,33.9,22.5,9.9,-999.0,-999.0,-999.0,-999.0,1.0714873412532413
1967-08-01,33.9,22.5,9.9,-999.0,-999.0,-999.0,-999.0,1.0714873412532413
1967-09-01,33.9,22.5,9.9,-999.0,-999.0,-999.0,-999.0,1.0714873412532413
1967-10-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1967-11-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1967-12-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1968-01-01,0.0,9.1,0.0,-999.0,-999.0,-999.0,-999.0,0.1368033816168798
1968-02-01,15.9,14.2,5.0,-999.0,-999.0,-999.0,-999.0,0.5696694938339587
1968-03-01,25.3,20.6,6.2,-999.0,-999.0,-999.0,-999.0,0.8159599739542921
1968-04-01,28.5,21.7,8.2,-999.0,-999.0,-999.0,-999.0,0.9384234033072225
1968-05-01,32.9,23.2,9.2,-999.0,-999.0,-999.0,-999.0,1.046324351778445
1968-06-01,33.7,23.2,9.2,-999.0,-999.0,-999.0,-999.0,1.0555779409463026
1968-07-01,33.7,23.2,9.2,-999.0,-999.0,-999.0,-999.0,1.0555779409463026
1968-08-01,33.7,23.2,9.2,-999.0,-999.0,-999.0,-999.0,1.0555779409463026
1968-09-01,33.7,23.2,9.2,-999.0,-999.0,-999.0,-999.0,1.0555779409463026
1968-10-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1968-11-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1968-12-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1969-01-01,0.0,10.9,0.0,-999.0,-999.0,-999.0,-999.0,0.16386339116747142
1969-02-01,20.3,17.9,7.4,-999.0,-999.0,-999.0,-999.0,0.7588824674363129
1969-03-01,25.1,21.3,9.5,-999.0,-999.0,-999.0,-999.0,0.9378753740040766
1969-04-01,29.3,22.0,10.3,-999.0,-999.0,-999.0,-999.0,1.0245450142541248
1969-05-01,31.8,22.0,10.3,-999.0,-999.0,-999.0,-999.0,1.0534624804036792
1969-06-01,31.8,22.0,10.3,-999.0,-999.0,-999.0,-999.0,1.0534624804036792
1969-07-01,31.8,22.0,10.3,-999.0,-999.0,-999.0,-999.0,1.0534624804036792
1969-08-01,31.8,22.0,10.3,-999.0,-999.0,-999.0,-999.0,1.0534624804036792
1969-09-01,31.8,22.0,10.3,-999.0,-999.0,-999.0,-999.0,1.0534624804036792
1969-10-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1969-11-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1969-12-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1970-01-01,0.0,10.7,0.0,-999.0,-999.0,-999.0,-999.0,0.16085672343962787
1970-02-01,23.2,18.1,8.3,-999.0,-999.0,-999.0,-999.0,0.8264439759779023
1970-03-01,27.0,23.5,9.5,-999.0,-999.0,-999.0,-999.0,0.9929259932840165
1970-04-01,33.1,27.8,11.8,-999.0,-999.0,-999.0,-999.0,1.2073772270426806
1970-05-01,37.8,30.4,13.0,-999.0,-999.0,-999.0,-999.0,1.3421761839728248
1970-06-01,37.8,30.4,13.0,-999.0,-999.0,-999.0,-999.0,1.3421761839728248
1970-07-01,37.8,30.4,13.0,-999.0,-999.0,-999.0,-999.0,1.3421761839728248
1970-08-01,37.8,30.4,13.0,-999.0,-999.0,-999.0,-999.0,1.3421761839728248
1970-09-01,37.8,30.4,13.0,-999.0,-999.0,-999.0,-999.0,1.3421761839728248
1970-10-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1970-11-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1970-12-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1971-01-01,0.0,11.7,0.0,-999.0,-999.0,-999.0,-999.0,0.17589006207884542
1971-02-01,27.6,18.7,7.8,-999.0,-999.0,-999.0,-999.0,0.869130619540058
1971-03-01,33.4,25.3,10.4,-999.0,-999.0,-999.0,-999.0,1.1250252962577298
1971-04-01,38.6,31.2,11.8,-999.0,-999.0,-999.0,-999.0,1.3221090039450398
1971-05-01,38.6,31.2,11.8,-999.0,-999.0,-999.0,-999.0,1.3221090039450398
1971-06-01,42.5,31.2,11.8,-999.0,-999.0,-999.0,-999.0,1.3672202511383444
1971-07-01,42.5,31.2,11.8,-999.0,-999.0,-999.0,-999.0,1.3672202511383444
1971-08-01,42.5,31.2,11.8,-999.0,-999.0,-999.0,-999.0,1.3672202511383444
1971-09-01,42.5,31.2,11.8,-999.0,-999.0,-999.0,-999.0,1.3672202511383444
1971-10-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1971-11-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1971-12-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1972-01-01,12.1,10.1,0.0,-999.0,-999.0,-999.0,-999.0,0.29179725641994025
1972-02-01,21.2,18.3,6.8,-999.0,-999.0,-999.0,-999.0,0.754632370652331
1972-03-01,25.5,23.1,7.8,-999.0,-999.0,-999.0,-999.0,0.9109866379869896
1972-04-01,28.4,24.2,7.8,-999.0,-999.0,-999.0,-999.0,0.9610675712236119
1972-05-01,32.6,24.2,7.8,-999.0,-999.0,-999.0,-999.0,1.0096489143548633
1972-06-01,32.6,24.2,7.8,-999.0,-999.0,-999.0,-999.0,1.0096489143548633
1972-07-01,32.6,24.2,7.8,-999.0,-999.0,-999.0,-999.0,1.0096489143548633
1972-08-01,32.6,24.2,7.8,-999.0,-999.0,-999.0,-999.0,1.0096489143548633
1972-09-01,32.6,24.2,7.8,-999.0,-999.0,-999.0,-999.0,1.0096489143548633
1972-10-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1972-11-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1972-12-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1973-01-01,0.0,9.6,0.0,-999.0,-999.0,-999.0,-999.0,0.14432005093648856
1973-02-01,20.7,13.1,6.9,-999.0,-999.0,-999.0,-999.0,0.674121136507407
1973-03-01,22.5,16.1,7.7,-999.0,-999.0,-999.0,-999.0,0.7676066881240834
1973-04-01,27.8,17.3,8.8,-999.0,-999.0,-999.0,-999.0,0.8848535428262986
1973-05-01,36.9,21.0,11.2,-999.0,-999.0,-999.0,-999.0,1.1284313527898149
1973-06-01,36.9,21.0,11.2,-999.0,-999.0,-999.0,-999.0,1.1284313527898149
1973-07-01,36.9,21.0,11.2,-999.0,-999.0,-999.0,-999.0,1.1284313527898149
1973-08-01,36.9,21.0,11.2,-999.0,-999.0,-999.0,-999.0,1.1284313527898149
1973-09-01,36.9,21.0,11.2,-999.0,-999.0,-999.0,-999.0,1.1284313527898149
1973-10-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1973-11-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1973-12-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1974-01-01,11.0,8.7,0.0,-999.0,-999.0,-999.0,-999.0,0.2580268972192318
1974-02-01,20.5,19.7,7.2,-999.0,-999.0,-999.0,-999.0,0.7813646342610329
1974-03-01,26.5,23.5,8.5,-999.0,-999.0,-999.0,-999.0,0.9526862999649248
1974-04-01,32.3,27.6,10.8,-999.0,-999.0,-999.0,-999.0,1.1606607700577987
1974-05-01,36.3,27.6,10.8,-999.0,-999.0,-999.0,-999.0,1.2069287158970856
1974-06-01,36.3,27.6,10.8,-999.0,-999.0,-999.0,-999.0,1.2069287158970856
1974-07-01,36.3,27.6,10.8,-999.0,-999.0,-999.0,-999.0,1.2069287158970856
1974-08-01,36.3,27.6,10.8,-999.0,-999.0,-999.0,-999.0,1.2069287158970856
1974-09-01,36.3,27.6,10.8,-999.0,-999.0,-999.0,-999.0,1.2069287158970856
1974-10-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1974-11-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1974-12-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1975-01-01,10.7,10.5,0.0,-999.0,-999.0,-999.0,-999.0,0.2816168108318769
1975-02-01,17.8,18.5,5.5,-999.0,-999.0,-999.0,-999.0,0.6735182243008458
1975-03-01,21.6,24.2,7.5,-999.0,-999.0,-999.0,-999.0,0.8720752032700699
1975-04-01,31.9,29.5,10.7,-999.0,-999.0,-999.0,-999.0,1.1811516988794653
1975-05-01,33.6,29.5,10.7,-999.0,-999.0,-999.0,-999.0,1.2008155758611623
1975-06-01,33.6,29.5,10.7,-999.0,-999.0,-999.0,-999.0,1.2008155758611623
1975-07-01,33.6,29.5,10.7,-999.0,-999.0,-999.0,-999.0,1.2008155758611623
1975-08-01,33.6,29.5,10.7,-999.0,-999.0,-999.0,-999.0,1.2008155758611623
1975-09-01,33.6,29.5,10.7,-999.0,-999.0,-999.0,-999.0,1.2008155758611623
1975-10-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1975-11-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1975-12-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1976-01-01,10.7,7.3,0.0,-999.0,-999.0,-999.0,-999.0,0.23351012718638067
1976-02-01,16.0,12.4,5.4,-999.0,-999.0,-999.0,-999.0,0.5575486629650215
1976-03-01,22.6,17.8,7.8,-999.0,-999.0,-999.0,-999.0,0.7977656824656535
1976-04-01,33.8,20.3,9.7,-999.0,-999.0,-999.0,-999.0,1.0303660575831441
1976-05-01,37.0,20.3,9.7,-999.0,-999.0,-999.0,-999.0,1.0673804142545738
1976-06-01,37.0,20.3,9.7,-999.0,-999.0,-999.0,-999.0,1.0673804142545738
1976-07-01,37.0,20.3,9.7,-999.0,-999.0,-999.0,-999.0,1.0673804142545738
1976-08-01,37.0,20.3,9.7,-999.0,-999.0,-999.0,-999.0,1.0673804142545738
1976-09-01,37.0,20.3,9.7,-999.0,-999.0,-999.0,-999.0,1.0673804142545738
1976-10-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1976-11-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1976-12-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1977-01-01,5.2,2.9,0.0,-999.0,-999.0,-999.0,-999.0,0.10374501164480392
1977-02-01,8.6,6.8,2.2,-999.0,-999.0,-999.0,-999.0,0.27750642649734397
1977-03-01,10.9,10.9,2.5,-999.0,-999.0,-999.0,-999.0,0.3760840438024802
1977-04-01,17.6,15.0,5.9,-999.0,-999.0,-999.0,-999.0,0.6323706218072923
1977-05-01,22.3,15.0,5.9,-999.0,-999.0,-999.0,-999.0,0.6867354581684545
1977-06-01,22.3,15.0,5.9,-999.0,-999.0,-999.0,-999.0,0.6867354581684545
1977-07-01,22.3,15.0,5.9,-999.0,-999.0,-999.0,-999.0,0.6867354581684545
1977-08-01,22.3,15.0,5.9,-999.0,-999.0,-999.0,-999.0,0.6867354581684545
1977-09-01,22.3,15.0,5.9,-999.0,-999.0,-999.0,-999.0,0.6867354581684545
1977-10-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1977-11-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1977-12-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1978-01-01,12.6,17.1,0.0,-999.0,-999.0,-999.0,-999.0,0.40281412012437406
1978-02-01,23.9,26.5,6.3,-999.0,-999.0,-999.0,-999.0,0.8919085108908433
1978-03-01,29.1,30.9,8.0,-999.0,-999.0,-999.0,-999.0,1.076779070646081
1978-04-01,32.0,34.9,10.0,-999.0,-999.0,-999.0,-999.0,1.239369086114796
1978-05-01,34.9,34.9,10.0,-999.0,-999.0,-999.0,-999.0,1.2729133468482787
1978-06-01,34.9,34.9,10.0,-999.0,-999.0,-999.0,-999.0,1.2729133468482787
1978-07-01,34.9,34.9,10.0,-999.0,-999.0,-999.0,-999.0,1.2729133468482787
1978-08-01,34.9,34.9,10.0,-999.0,-999.0,-999.0,-999.0,1.2729133468482787
1978-09-01,34.9,34.9,10.0,-999.0,-999.0,-999.0,-999.0,1.2729133468482787
1978-10-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0
1978-11-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1978-12-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1979-01-01,9.6,11.1,0.0,0.0,-999.0,-999.0,-999.0,0.20843484668220263
1979-02-01,18.2,19.4,7.5,0.0,-999.0,-999.0,-999.0,0.5704405678788238
1979-03-01,24.3,24.7,9.2,0.0,-999.0,-999.0,-999.0,0.7270487071371035
1979-04-01,30.4,27.2,12.7,0.0,-999.0,-999.0,-999.0,0.8986027053734202
1979-05-01,31.0,27.2,12.7,0.0,-999.0,-999.0,-999.0,0.9038078492803401
1979-06-01,31.0,27.2,12.7,0.0,-999.0,-999.0,-999.0,0.9038078492803401
1979-07-01,31.0,27.2,12.7,0.0,-999.0,-999.0,-999.0,0.9038078492803401
1979-08-01,31.0,27.2,12.7,0.0,-999.0,-999.0,-999.0,0.9038078492803401
1979-09-01,31.0,27.2,12.7,0.0,-999.0,-999.0,-999.0,0.9038078492803401
1979-10-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1979-11-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1979-12-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1980-01-01,7.6,6.6,0.0,0.0,-999.0,-999.0,-999.0,0.14034684908511075
1980-02-01,17.3,14.7,6.5,0.0,-999.0,-999.0,-999.0,0.48379818324831675
1980-03-01,22.2,21.7,8.5,0.0,-999.0,-999.0,-999.0,0.6569161864778248
1980-04-01,28.5,26.4,10.8,0.0,-999.0,-999.0,-999.0,0.8239996613575612
1980-05-01,31.0,26.4,10.8,0.0,-999.0,-999.0,-999.0,0.845687760969727
1980-06-01,31.0,26.4,10.8,0.0,-999.0,-999.0,-999.0,0.845687760969727
1980-07-01,31.0,26.4,10.8,0.0,-999.0,-999.0,-999.0,0.845687760969727
1980-08-01,31.0,26.4,10.8,0.0,-999.0,-999.0,-999.0,0.845687760969727
1980-09-01,31.0,26.4,10.8,0.0,-999.0,-999.0,-999.0,0.845687760969727
1980-10-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1980-11-01,0.0,0.0,0.0,1.0,-999.0,-999.0,-999.0,0.010784510433386837
1980-12-01,0.0,0.0,0.0,1.8,-999.0,-999.0,-999.0,0.01941211878009631
1981-01-01,5.6,4.2,0.0,3.7,-999.0,-999.0,-999.0,0.13583904844831787
1981-02-01,5.6,4.2,1.8,5.7,-999.0,-999.0,-999.0,0.20392393943548556
1981-03-01,9.6,7.3,3.2,8.2,-999.0,-999.0,-999.0,0.3367176973282385
1981-04-01,15.8,11.0,5.8,12.0,-999.0,-999.0,-999.0,0.5403924289110107
1981-05-01,15.8,11.0,5.8,12.0,-999.0,-999.0,-999.0,0.5403924289110107
1981-06-01,15.8,11.0,5.8,12.0,-999.0,-999.0,-999.0,0.5403924289110107
1981-07-01,15.8,11.0,5.8,12.0,-999.0,-999.0,-999.0,0.5403924289110107
1981-08-01,15.8,11.0,5.8,12.0,-999.0,-999.0,-999.0,0.5403924289110107
1981-09-01,15.8,11.0,5.8,12.0,-999.0,-999.0,-999.0,0.5403924289110107
1981-10-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1981-11-01,0.0,0.0,0.0,1.0,-999.0,-999.0,-999.0,0.010784510433386837
1981-12-01,0.0,0.0,0.0,4.0,-999.0,-999.0,-999.0,0.04313804173354735
1982-01-01,12.5,13.1,0.0,13.2,-999.0,-999.0,-999.0,0.3984985879118475
1982-02-01,23.5,19.8,7.5,22.8,-999.0,-999.0,-999.0,0.8668161785296004
1982-03-01,25.1,22.4,8.2,27.6,-999.0,-999.0,-999.0,0.9798667277549375
1982-04-01,28.4,28.6,9.5,35.7,-999.0,-999.0,-999.0,1.1993493735127425
1982-05-01,31.5,28.6,9.5,35.7,-999.0,-999.0,-999.0,1.2262426170318281
1982-06-01,33.2,28.6,9.5,35.7,-999.0,-999.0,-999.0,1.2409905247681008
1982-07-01,33.2,28.6,9.5,35.7,-999.0,-999.0,-999.0,1.2409905247681008
1982-08-01,33.2,28.6,9.5,35.7,-999.0,-999.0,-999.0,1.2409905247681008
1982-09-01,33.2,28.6,9.5,35.7,-999.0,-999.0,-999.0,1.2409905247681008
1982-10-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1982-11-01,0.0,0.0,0.0,2.4,-999.0,-999.0,-999.0,0.02588282504012841
1982-12-01,0.0,0.0,0.0,6.1,-999.0,-999.0,-999.0,0.0657855136436597
1983-01-01,13.9,8.5,0.0,10.2,-999.0,-999.0,-999.0,0.3264253740891992
1983-02-01,17.1,11.5,4.9,14.3,-999.0,-999.0,-999.0,0.5588541816356363
1983-03-01,18.8,16.8,6.5,18.6,-999.0,-999.0,-999.0,0.721080445433379
1983-04-01,32.0,20.4,10.2,25.0,-999.0,-999.0,-999.0,1.040820447732654
1983-05-01,35.4,21.5,10.7,27.1,-999.0,-999.0,-999.0,1.118287314526109
