,06K47,06K48,06K28,06K09,06K51,06K52,1041,1040,842,basinwide_average
1949-04-01,-999.0,-999.0,-999.0,17.5,-999.0,-999.0,-999.0,-999.0,-999.0,0.8785028912753384
1949-05-01,-999.0,-999.0,-999.0,17.5,-999.0,-999.0,-999.0,-999.0,-999.0,0.8785028912753384
1949-06-01,-999.0,-999.0,-999.0,17.5,-999.0,-999.0,-999.0,-999.0,-999.0,0.8785028912753384
1949-07-01,-999.0,-999.0,-999.0,17.5,-999.0,-999.0,-999.0,-999.0,-999.0,0.8785028912753384
1949-08-01,-999.0,-999.0,-999.0,17.5,-999.0,-999.0,-999.0,-999.0,-999.0,0.8785028912753384
1949-09-01,-999.0,-999.0,-999.0,17.5,-999.0,-999.0,-999.0,-999.0,-999.0,0.8785028912753384
1949-10-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1949-11-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1949-12-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1950-01-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1950-02-01,-999.0,-999.0,-999.0,8.8,-999.0,-999.0,-999.0,-999.0,-999.0,0.44176145389845595
1950-03-01,-999.0,-999.0,-999.0,11.3,-999.0,-999.0,-999.0,-999.0,-999.0,0.56726186693779
1950-04-01,-999.0,-999.0,-999.0,17.5,-999.0,-999.0,-999.0,-999.0,-999.0,0.8785028912753384
1950-05-01,-999.0,-999.0,-999.0,20.2,-999.0,-999.0,-999.0,-999.0,-999.0,1.0140433373578193
1950-06-01,-999.0,-999.0,-999.0,20.2,-999.0,-999.0,-999.0,-999.0,-999.0,1.0140433373578193
1950-07-01,-999.0,-999.0,-999.0,20.2,-999.0,-999.0,-999.0,-999.0,-999.0,1.0140433373578193
1950-08-01,-999.0,-999.0,-999.0,20.2,-999.0,-999.0,-999.0,-999.0,-999.0,1.0140433373578193
1950-09-01,-999.0,-999.0,-999.0,20.2,-999.0,-999.0,-999.0,-999.0,-999.0,1.0140433373578193
1950-10-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1950-11-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1950-12-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1951-01-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1951-02-01,-999.0,-999.0,-999.0,14.9,-999.0,-999.0,-999.0,-999.0,-999.0,0.7479824617144311
1951-03-01,-999.0,-999.0,-999.0,18.7,-999.0,-999.0,-999.0,-999.0,-999.0,0.9387430895342187
1951-04-01,-999.0,-999.0,-999.0,22.4,-999.0,-999.0,-999.0,-999.0,-999.0,1.124483700832433
1951-05-01,-999.0,-999.0,-999.0,25.5,-999.0,-999.0,-999.0,-999.0,-999.0,1.2801042130012075
1951-06-01,-999.0,-999.0,-999.0,25.5,-999.0,-999.0,-999.0,-999.0,-999.0,1.2801042130012075
1951-07-01,-999.0,-999.0,-999.0,25.5,-999.0,-999.0,-999.0,-999.0,-999.0,1.2801042130012075
1951-08-01,-999.0,-999.0,-999.0,25.5,-999.0,-999.0,-999.0,-999.0,-999.0,1.2801042130012075
1951-09-01,-999.0,-999.0,-999.0,25.5,-999.0,-999.0,-999.0,-999.0,-999.0,1.2801042130012075
1951-10-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1951-11-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1951-12-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1952-01-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1952-02-01,-999.0,-999.0,-999.0,16.7,-999.0,-999.0,-999.0,-999.0,-999.0,0.8383427591027515
1952-03-01,-999.0,-999.0,-999.0,19.6,-999.0,-999.0,-999.0,-999.0,-999.0,0.9839232382283791
1952-04-01,-999.0,-999.0,-999.0,24.1,-999.0,-999.0,-999.0,-999.0,-999.0,1.2098239816991805
1952-05-01,-999.0,-999.0,-999.0,24.1,-999.0,-999.0,-999.0,-999.0,-999.0,1.2098239816991805
1952-06-01,-999.0,-999.0,-999.0,24.1,-999.0,-999.0,-999.0,-999.0,-999.0,1.2098239816991805
1952-07-01,-999.0,-999.0,-999.0,24.1,-999.0,-999.0,-999.0,-999.0,-999.0,1.2098239816991805
1952-08-01,-999.0,-999.0,-999.0,24.1,-999.0,-999.0,-999.0,-999.0,-999.0,1.2098239816991805
1952-09-01,-999.0,-999.0,-999.0,24.1,-999.0,-999.0,-999.0,-999.0,-999.0,1.2098239816991805
1952-10-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1952-11-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1952-12-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1953-01-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1953-02-01,-999.0,-999.0,-999.0,9.8,-999.0,-999.0,-999.0,-999.0,-999.0,0.49196161911418956
1953-03-01,-999.0,-999.0,-999.0,13.4,-999.0,-999.0,-999.0,-999.0,-999.0,0.6726822138908306
1953-04-01,-999.0,-999.0,-999.0,19.4,-999.0,-999.0,-999.0,-999.0,-999.0,0.9738832051852323
1953-05-01,-999.0,-999.0,-999.0,19.9,-999.0,-999.0,-999.0,-999.0,-999.0,0.9989832877930991
1953-06-01,-999.0,-999.0,-999.0,19.9,-999.0,-999.0,-999.0,-999.0,-999.0,0.9989832877930991
1953-07-01,-999.0,-999.0,-999.0,19.9,-999.0,-999.0,-999.0,-999.0,-999.0,0.9989832877930991
1953-08-01,-999.0,-999.0,-999.0,19.9,-999.0,-999.0,-999.0,-999.0,-999.0,0.9989832877930991
1953-09-01,-999.0,-999.0,-999.0,19.9,-999.0,-999.0,-999.0,-999.0,-999.0,0.9989832877930991
1953-10-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1953-11-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1953-12-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1954-01-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1954-02-01,-999.0,-999.0,-999.0,7.8,-999.0,-999.0,-999.0,-999.0,-999.0,0.3915612886827223
1954-03-01,-999.0,-999.0,-999.0,10.5,-999.0,-999.0,-999.0,-999.0,-999.0,0.5271017347652031
1954-04-01,-999.0,-999.0,-999.0,11.5,-999.0,-999.0,-999.0,-999.0,-999.0,0.5773018999809367
1954-05-01,-999.0,-999.0,-999.0,11.5,-999.0,-999.0,-999.0,-999.0,-999.0,0.5773018999809367
1954-06-01,-999.0,-999.0,-999.0,11.5,-999.0,-999.0,-999.0,-999.0,-999.0,0.5773018999809367
1954-07-01,-999.0,-999.0,-999.0,11.5,-999.0,-999.0,-999.0,-999.0,-999.0,0.5773018999809367
1954-08-01,-999.0,-999.0,-999.0,11.5,-999.0,-999.0,-999.0,-999.0,-999.0,0.5773018999809367
1954-09-01,-999.0,-999.0,-999.0,11.5,-999.0,-999.0,-999.0,-999.0,-999.0,0.5773018999809367
1954-10-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1954-11-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1954-12-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1955-01-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1955-02-01,-999.0,-999.0,-999.0,6.4,-999.0,-999.0,-999.0,-999.0,-999.0,0.32128105738069523
1955-03-01,-999.0,-999.0,-999.0,8.7,-999.0,-999.0,-999.0,-999.0,-999.0,0.4367414373768825
1955-04-01,-999.0,-999.0,-999.0,13.9,-999.0,-999.0,-999.0,-999.0,-999.0,0.6977822964986974
1955-05-01,-999.0,-999.0,-999.0,13.9,-999.0,-999.0,-999.0,-999.0,-999.0,0.6977822964986974
1955-06-01,-999.0,-999.0,-999.0,13.9,-999.0,-999.0,-999.0,-999.0,-999.0,0.6977822964986974
1955-07-01,-999.0,-999.0,-999.0,13.9,-999.0,-999.0,-999.0,-999.0,-999.0,0.6977822964986974
1955-08-01,-999.0,-999.0,-999.0,13.9,-999.0,-999.0,-999.0,-999.0,-999.0,0.6977822964986974
1955-09-01,-999.0,-999.0,-999.0,13.9,-999.0,-999.0,-999.0,-999.0,-999.0,0.6977822964986974
1955-10-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1955-11-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1955-12-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1956-01-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1956-02-01,-999.0,-999.0,-999.0,16.8,-999.0,-999.0,-999.0,-999.0,-999.0,0.8433627756243249
1956-03-01,-999.0,-999.0,-999.0,21.5,-999.0,-999.0,-999.0,-999.0,-999.0,1.079303552138273
1956-04-01,-999.0,-999.0,-999.0,22.5,-999.0,-999.0,-999.0,-999.0,-999.0,1.1295037173540066
1956-05-01,-999.0,-999.0,-999.0,22.9,-999.0,-999.0,-999.0,-999.0,-999.0,1.1495837834403
1956-06-01,-999.0,-999.0,-999.0,22.9,-999.0,-999.0,-999.0,-999.0,-999.0,1.1495837834403
1956-07-01,-999.0,-999.0,-999.0,22.9,-999.0,-999.0,-999.0,-999.0,-999.0,1.1495837834403
1956-08-01,-999.0,-999.0,-999.0,22.9,-999.0,-999.0,-999.0,-999.0,-999.0,1.1495837834403
1956-09-01,-999.0,-999.0,-999.0,22.9,-999.0,-999.0,-999.0,-999.0,-999.0,1.1495837834403
1956-10-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1956-11-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1956-12-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1957-01-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1957-02-01,-999.0,-999.0,-999.0,13.1,-999.0,-999.0,-999.0,-999.0,-999.0,0.6576221643261104
1957-03-01,-999.0,-999.0,-999.0,16.4,-999.0,-999.0,-999.0,-999.0,-999.0,0.8232827095380314
1957-04-01,-999.0,-999.0,-999.0,21.7,-999.0,-999.0,-999.0,-999.0,-999.0,1.0893435851814197
1957-05-01,-999.0,-999.0,-999.0,24.9,-999.0,-999.0,-999.0,-999.0,-999.0,1.249984113871767
1957-06-01,-999.0,-999.0,-999.0,24.9,-999.0,-999.0,-999.0,-999.0,-999.0,1.249984113871767
1957-07-01,-999.0,-999.0,-999.0,24.9,-999.0,-999.0,-999.0,-999.0,-999.0,1.249984113871767
1957-08-01,-999.0,-999.0,-999.0,24.9,-999.0,-999.0,-999.0,-999.0,-999.0,1.249984113871767
1957-09-01,-999.0,-999.0,-999.0,24.9,-999.0,-999.0,-999.0,-999.0,-999.0,1.249984113871767
1957-10-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1957-11-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1957-12-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1958-01-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1958-02-01,-999.0,-999.0,-999.0,10.7,-999.0,-999.0,-999.0,-999.0,-999.0,0.5371417678083498
1958-03-01,-999.0,-999.0,-999.0,15.1,-999.0,-999.0,-999.0,-999.0,-999.0,0.7580224947575778
1958-04-01,-999.0,-999.0,-999.0,20.2,-999.0,-999.0,-999.0,-999.0,-999.0,1.0140433373578193
1958-05-01,-999.0,-999.0,-999.0,24.1,-999.0,-999.0,-999.0,-999.0,-999.0,1.2098239816991805
1958-06-01,-999.0,-999.0,-999.0,24.1,-999.0,-999.0,-999.0,-999.0,-999.0,1.2098239816991805
1958-07-01,-999.0,-999.0,-999.0,24.1,-999.0,-999.0,-999.0,-999.0,-999.0,1.2098239816991805
1958-08-01,-999.0,-999.0,-999.0,24.1,-999.0,-999.0,-999.0,-999.0,-999.0,1.2098239816991805
1958-09-01,-999.0,-999.0,-999.0,24.1,-999.0,-999.0,-999.0,-999.0,-999.0,1.2098239816991805
1958-10-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1958-11-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1958-12-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1959-01-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1959-02-01,-999.0,-999.0,-999.0,8.2,-999.0,-999.0,-999.0,-999.0,-999.0,0.4116413547690157
1959-03-01,-999.0,-999.0,-999.0,13.8,-999.0,-999.0,-999.0,-999.0,-999.0,0.692762279977124
1959-04-01,-999.0,-999.0,-999.0,17.6,-999.0,-999.0,-999.0,-999.0,-999.0,0.8835229077969119
1959-05-01,-999.0,-999.0,-999.0,21.5,-999.0,-999.0,-999.0,-999.0,-999.0,1.079303552138273
1959-06-01,-999.0,-999.0,-999.0,21.5,-999.0,-999.0,-999.0,-999.0,-999.0,1.079303552138273
1959-07-01,-999.0,-999.0,-999.0,21.5,-999.0,-999.0,-999.0,-999.0,-999.0,1.079303552138273
1959-08-01,-999.0,-999.0,-999.0,21.5,-999.0,-999.0,-999.0,-999.0,-999.0,1.079303552138273
1959-09-01,-999.0,-999.0,-999.0,21.5,-999.0,-999.0,-999.0,-999.0,-999.0,1.079303552138273
1959-10-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1959-11-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1959-12-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1960-01-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1960-02-01,-999.0,-999.0,-999.0,9.6,-999.0,-999.0,-999.0,-999.0,-999.0,0.4819215860710428
1960-03-01,-999.0,-999.0,-999.0,14.8,-999.0,-999.0,-999.0,-999.0,-999.0,0.7429624451928577
1960-04-01,-999.0,-999.0,-999.0,20.4,-999.0,-999.0,-999.0,-999.0,-999.0,1.024083370400966
1960-05-01,-999.0,-999.0,-999.0,20.5,-999.0,-999.0,-999.0,-999.0,-999.0,1.0291033869225392
1960-06-01,-999.0,-999.0,-999.0,20.5,-999.0,-999.0,-999.0,-999.0,-999.0,1.0291033869225392
1960-07-01,-999.0,-999.0,-999.0,20.5,-999.0,-999.0,-999.0,-999.0,-999.0,1.0291033869225392
1960-08-01,-999.0,-999.0,-999.0,20.5,-999.0,-999.0,-999.0,-999.0,-999.0,1.0291033869225392
1960-09-01,-999.0,-999.0,-999.0,20.5,-999.0,-999.0,-999.0,-999.0,-999.0,1.0291033869225392
1960-10-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1960-11-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1960-12-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1961-01-01,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1961-02-01,-999.0,-999.0,-999.0,5.2,-999.0,-999.0,-999.0,-999.0,-999.0,0.26104085912181485
1961-03-01,-999.0,-999.0,6.6,7.7,-999.0,-999.0,-999.0,-999.0,-999.0,0.7012234323863722
1961-04-01,-999.0,-999.0,6.6,13.3,-999.0,-999.0,-999.0,-999.0,-999.0,0.8417838949904264
1961-05-01,-999.0,-999.0,6.6,19.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9848543658552671
1961-06-01,-999.0,-999.0,6.6,19.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9848543658552671
1961-07-01,-999.0,-999.0,6.6,19.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9848543658552671
1961-08-01,-999.0,-999.0,6.6,19.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9848543658552671
1961-09-01,-999.0,-999.0,6.6,19.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9848543658552671
1961-10-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1961-11-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1961-12-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1962-01-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1962-02-01,-999.0,-999.0,4.4,16.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7402365192630675
1962-03-01,-999.0,-999.0,6.1,20.5,-999.0,-999.0,-999.0,-999.0,-999.0,0.9840232173196584
1962-04-01,-999.0,-999.0,6.1,20.5,-999.0,-999.0,-999.0,-999.0,-999.0,0.9840232173196584
1962-05-01,-999.0,-999.0,6.1,23.1,-999.0,-999.0,-999.0,-999.0,-999.0,1.049283432100112
1962-06-01,-999.0,-999.0,6.1,23.1,-999.0,-999.0,-999.0,-999.0,-999.0,1.049283432100112
1962-07-01,-999.0,-999.0,6.1,23.1,-999.0,-999.0,-999.0,-999.0,-999.0,1.049283432100112
1962-08-01,-999.0,-999.0,6.1,23.1,-999.0,-999.0,-999.0,-999.0,-999.0,1.049283432100112
1962-09-01,-999.0,-999.0,6.1,23.1,-999.0,-999.0,-999.0,-999.0,-999.0,1.049283432100112
1962-10-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1962-11-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1962-12-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1963-01-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1963-02-01,-999.0,-999.0,1.7,5.3,-999.0,-999.0,-999.0,-999.0,-999.0,0.26386676414288446
1963-03-01,-999.0,-999.0,2.4,10.7,-999.0,-999.0,-999.0,-999.0,-999.0,0.4532809916517377
1963-04-01,-999.0,-999.0,2.4,13.5,-999.0,-999.0,-999.0,-999.0,-999.0,0.5235612229537647
1963-05-01,-999.0,-999.0,2.4,13.5,-999.0,-999.0,-999.0,-999.0,-999.0,0.5235612229537647
1963-06-01,-999.0,-999.0,2.4,13.5,-999.0,-999.0,-999.0,-999.0,-999.0,0.5235612229537647
1963-07-01,-999.0,-999.0,2.4,13.5,-999.0,-999.0,-999.0,-999.0,-999.0,0.5235612229537647
1963-08-01,-999.0,-999.0,2.4,13.5,-999.0,-999.0,-999.0,-999.0,-999.0,0.5235612229537647
1963-09-01,-999.0,-999.0,2.4,13.5,-999.0,-999.0,-999.0,-999.0,-999.0,0.5235612229537647
1963-10-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1963-11-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1963-12-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1964-01-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1964-02-01,-999.0,-999.0,1.7,6.4,-999.0,-999.0,-999.0,-999.0,-999.0,0.29147685501153797
1964-03-01,-999.0,-999.0,3.4,9.3,-999.0,-999.0,-999.0,-999.0,-999.0,0.49510342089554205
1964-04-01,-999.0,-999.0,5.8,15.4,-999.0,-999.0,-999.0,-999.0,-999.0,0.8329240325510924
1964-05-01,-999.0,-999.0,5.8,17.8,-999.0,-999.0,-999.0,-999.0,-999.0,0.8931642308099728
1964-06-01,-999.0,-999.0,5.8,17.8,-999.0,-999.0,-999.0,-999.0,-999.0,0.8931642308099728
1964-07-01,-999.0,-999.0,5.8,17.8,-999.0,-999.0,-999.0,-999.0,-999.0,0.8931642308099728
1964-08-01,-999.0,-999.0,5.8,17.8,-999.0,-999.0,-999.0,-999.0,-999.0,0.8931642308099728
1964-09-01,-999.0,-999.0,5.8,17.8,-999.0,-999.0,-999.0,-999.0,-999.0,0.8931642308099728
1964-10-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1964-11-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1964-12-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1965-01-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1965-02-01,-999.0,-999.0,5.3,11.4,-999.0,-999.0,-999.0,-999.0,-999.0,0.6940424296722163
1965-03-01,-999.0,-999.0,6.5,17.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9269579461500518
1965-04-01,-999.0,-999.0,9.5,24.2,-999.0,-999.0,-999.0,-999.0,-999.0,1.3385661756111462
1965-05-01,-999.0,-999.0,9.5,24.7,-999.0,-999.0,-999.0,-999.0,-999.0,1.3511162169150797
1965-06-01,-999.0,-999.0,9.5,24.7,-999.0,-999.0,-999.0,-999.0,-999.0,1.3511162169150797
1965-07-01,-999.0,-999.0,9.5,24.7,-999.0,-999.0,-999.0,-999.0,-999.0,1.3511162169150797
1965-08-01,-999.0,-999.0,9.5,24.7,-999.0,-999.0,-999.0,-999.0,-999.0,1.3511162169150797
1965-09-01,-999.0,-999.0,9.5,24.7,-999.0,-999.0,-999.0,-999.0,-999.0,1.3511162169150797
1965-10-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1965-11-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1965-12-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1966-01-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1966-02-01,-999.0,-999.0,3.1,7.3,-999.0,-999.0,-999.0,-999.0,-999.0,0.421814492211363
1966-03-01,-999.0,-999.0,3.5,9.5,-999.0,-999.0,-999.0,-999.0,-999.0,0.5078196919065971
1966-04-01,-999.0,-999.0,3.5,10.3,-999.0,-999.0,-999.0,-999.0,-999.0,0.5278997579928906
1966-05-01,-999.0,-999.0,3.5,10.3,-999.0,-999.0,-999.0,-999.0,-999.0,0.5278997579928906
1966-06-01,-999.0,-999.0,3.5,10.3,-999.0,-999.0,-999.0,-999.0,-999.0,0.5278997579928906
1966-07-01,-999.0,-999.0,3.5,10.3,-999.0,-999.0,-999.0,-999.0,-999.0,0.5278997579928906
1966-08-01,-999.0,-999.0,3.5,10.3,-999.0,-999.0,-999.0,-999.0,-999.0,0.5278997579928906
1966-09-01,-999.0,-999.0,3.5,10.3,-999.0,-999.0,-999.0,-999.0,-999.0,0.5278997579928906
1966-10-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1966-11-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1966-12-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1967-01-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1967-02-01,-999.0,-999.0,4.4,10.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.5896360236158666
1967-03-01,-999.0,-999.0,6.1,15.1,-999.0,-999.0,-999.0,-999.0,-999.0,0.8484827712371776
1967-04-01,-999.0,-999.0,6.1,17.1,-999.0,-999.0,-999.0,-999.0,-999.0,0.8986829364529113
1967-05-01,-999.0,-999.0,6.1,18.9,-999.0,-999.0,-999.0,-999.0,-999.0,0.9438630851470715
1967-06-01,-999.0,-999.0,6.1,18.9,-999.0,-999.0,-999.0,-999.0,-999.0,0.9438630851470715
1967-07-01,-999.0,-999.0,6.1,18.9,-999.0,-999.0,-999.0,-999.0,-999.0,0.9438630851470715
1967-08-01,-999.0,-999.0,6.1,18.9,-999.0,-999.0,-999.0,-999.0,-999.0,0.9438630851470715
1967-09-01,-999.0,-999.0,6.1,18.9,-999.0,-999.0,-999.0,-999.0,-999.0,0.9438630851470715
1967-10-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1967-11-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1967-12-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1968-01-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1968-02-01,-999.0,-999.0,3.2,8.5,-999.0,-999.0,-999.0,-999.0,-999.0,0.459630845830285
1968-03-01,-999.0,-999.0,5.7,14.7,-999.0,-999.0,-999.0,-999.0,-999.0,0.8076577202361038
1968-04-01,-999.0,-999.0,5.8,16.8,-999.0,-999.0,-999.0,-999.0,-999.0,0.8680641482021059
1968-05-01,-999.0,-999.0,5.8,19.5,-999.0,-999.0,-999.0,-999.0,-999.0,0.9358343712433463
1968-06-01,-999.0,-999.0,5.8,19.5,-999.0,-999.0,-999.0,-999.0,-999.0,0.9358343712433463
1968-07-01,-999.0,-999.0,5.8,19.5,-999.0,-999.0,-999.0,-999.0,-999.0,0.9358343712433463
1968-08-01,-999.0,-999.0,5.8,19.5,-999.0,-999.0,-999.0,-999.0,-999.0,0.9358343712433463
1968-09-01,-999.0,-999.0,5.8,19.5,-999.0,-999.0,-999.0,-999.0,-999.0,0.9358343712433463
1968-10-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1968-11-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1968-12-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1969-01-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1969-02-01,-999.0,-999.0,8.1,14.4,-999.0,-999.0,-999.0,-999.0,-999.0,0.9848378032013065
1969-03-01,-999.0,-999.0,8.1,14.4,-999.0,-999.0,-999.0,-999.0,-999.0,0.9848378032013065
1969-04-01,-999.0,-999.0,8.1,16.7,-999.0,-999.0,-999.0,-999.0,-999.0,1.0425679931994
