,07J01,378,717,827,basinwide_average
1979-11-01,0.0,0.1,-999.0,-999.0,0.002958579881656805
1979-12-01,0.0,3.0,-999.0,-999.0,0.08875739644970415
1980-01-01,0.0,3.0,-999.0,-999.0,0.08875739644970415
1980-02-01,10.8,3.0,-999.0,-999.0,0.46728287888414255
1980-03-01,15.2,3.0,-999.0,-999.0,0.6214969643203951
1980-04-01,18.2,3.0,-999.0,-999.0,0.7266429316632947
1980-05-01,18.2,3.0,-999.0,-999.0,0.7266429316632947
1980-06-01,18.2,3.0,-999.0,-999.0,0.7266429316632947
1980-07-01,18.2,3.0,-999.0,-999.0,0.7266429316632947
1980-08-01,18.2,3.0,-999.0,-999.0,0.7266429316632947
1980-09-01,18.2,3.0,-999.0,-999.0,0.7266429316632947
1980-10-01,0.0,0.0,-999.0,-999.0,0.0
1980-11-01,0.0,1.8,-999.0,-999.0,0.053254437869822494
1980-12-01,0.0,1.8,-999.0,-999.0,0.053254437869822494
1981-01-01,0.0,3.0,-999.0,-999.0,0.08875739644970415
1981-02-01,3.3,4.3,-999.0,-999.0,0.2428794989884321
1981-03-01,3.9,5.7,-999.0,-999.0,0.3053288108002073
1981-04-01,7.6,12.1,-999.0,-999.0,0.6243579496158189
1981-05-01,7.6,12.1,-999.0,-999.0,0.6243579496158189
1981-06-01,7.6,12.1,-999.0,-999.0,0.6243579496158189
1981-07-01,7.6,12.1,-999.0,-999.0,0.6243579496158189
1981-08-01,7.6,12.1,-999.0,-999.0,0.6243579496158189
1981-09-01,7.6,12.1,-999.0,-999.0,0.6243579496158189
1981-10-01,0.0,0.0,-999.0,-999.0,0.0
1981-11-01,0.0,1.8,-999.0,-999.0,0.053254437869822494
1981-12-01,0.0,5.3,-999.0,-999.0,0.15680473372781065
1982-01-01,0.0,11.3,-999.0,-999.0,0.334319526627219
1982-02-01,13.1,17.0,-999.0,-999.0,0.9620959706123182
1982-03-01,14.8,18.1,-999.0,-999.0,1.0542230641381862
1982-04-01,17.6,23.6,-999.0,-999.0,1.3150811938160167
1982-05-01,17.6,23.6,-999.0,-999.0,1.3150811938160167
1982-06-01,17.6,23.6,-999.0,-999.0,1.3150811938160167
1982-07-01,17.6,23.6,-999.0,-999.0,1.3150811938160167
1982-08-01,17.6,23.6,-999.0,-999.0,1.3150811938160167
1982-09-01,17.6,23.6,-999.0,-999.0,1.3150811938160167
1982-10-01,0.0,0.0,-999.0,-999.0,0.0
1982-11-01,0.0,1.6,-999.0,-999.0,0.04733727810650888
1982-12-01,0.0,5.7,-999.0,-999.0,0.1686390532544379
1983-01-01,0.0,8.8,-999.0,-999.0,0.26035502958579887
1983-02-01,7.6,10.1,-999.0,-999.0,0.5651863519826827
1983-03-01,9.9,14.8,-999.0,-999.0,0.7848515147167756
1983-04-01,13.5,22.3,-999.0,-999.0,1.1329201666525155
1983-05-01,13.5,24.6,-999.0,-999.0,1.200967503930622
1983-06-01,13.5,24.6,-999.0,-999.0,1.200967503930622
1983-07-01,13.5,24.6,-999.0,-999.0,1.200967503930622
1983-08-01,13.5,24.6,-999.0,-999.0,1.200967503930622
1983-09-01,13.5,24.6,-999.0,-999.0,1.200967503930622
1983-10-01,0.0,0.0,-999.0,-999.0,0.0
1983-11-01,0.0,0.0,-999.0,-999.0,0.0
1983-12-01,0.0,4.4,-999.0,-999.0,0.13017751479289943
1984-01-01,0.0,13.4,-999.0,-999.0,0.39644970414201186
1984-02-01,13.5,15.2,-999.0,-999.0,0.9228609950548823
1984-03-01,14.5,17.6,-999.0,-999.0,1.0289155679956123
1984-04-01,18.1,24.0,-999.0,-999.0,1.344439841233127
1984-05-01,18.6,28.5,-999.0,-999.0,1.4951002637981667
1984-06-01,18.6,28.5,-999.0,-999.0,1.4951002637981667
1984-07-01,18.6,28.5,-999.0,-999.0,1.4951002637981667
1984-08-01,18.6,28.5,-999.0,-999.0,1.4951002637981667
1984-09-01,18.6,28.5,-999.0,-999.0,1.4951002637981667
1984-10-01,0.0,0.0,-999.0,-999.0,0.0
1984-11-01,0.0,2.2,-999.0,-999.0,0.06508875739644972
1984-12-01,0.0,4.1,-999.0,-999.0,0.12130177514792899
1985-01-01,0.0,9.2,-999.0,-999.0,0.27218934911242604
1985-02-01,11.2,13.0,-999.0,-999.0,0.7771603293622096
1985-03-01,12.8,14.9,-999.0,-999.0,0.8894511963632353
1985-04-01,15.6,21.5,-999.0,-999.0,1.1828537047392906
1985-05-01,15.6,21.5,-999.0,-999.0,1.1828537047392906
1985-06-01,15.6,21.5,-999.0,-999.0,1.1828537047392906
1985-07-01,15.6,21.5,-999.0,-999.0,1.1828537047392906
1985-08-01,15.6,21.5,-999.0,-999.0,1.1828537047392906
1985-09-01,15.6,21.5,-999.0,-999.0,1.1828537047392906
1985-10-01,0.0,0.0,-999.0,-999.0,0.0
1985-11-01,0.0,2.1,-999.0,0.0,0.04142011834319527
1985-12-01,0.0,10.2,-999.0,9.8,0.38499087177760805
1986-01-01,0.0,13.1,-999.0,12.2,0.48720414971887793
1986-02-01,9.6,15.3,-999.0,14.1,0.7905441879406215
1986-03-01,14.1,21.1,-999.0,21.1,1.1413796058206402
1986-04-01,14.3,26.0,-999.0,24.8,1.3120963891900785
1986-05-01,14.3,26.0,-999.0,25.1,1.3177231475520665
1986-06-01,14.3,26.0,-999.0,25.1,1.3177231475520665
1986-07-01,14.3,26.0,-999.0,25.1,1.3177231475520665
1986-08-01,14.3,26.0,-999.0,25.1,1.3177231475520665
1986-09-01,14.3,26.0,-999.0,25.1,1.3177231475520665
1986-10-01,0.0,0.0,-999.0,0.8,0.015004688965301658
1986-11-01,0.0,1.3,2.2,3.1,0.08290695387562672
1986-12-01,0.0,4.0,5.9,5.8,0.19458048629230582
1987-01-01,0.0,4.8,6.9,7.5,0.2394507140116778
1987-02-01,5.2,7.1,10.0,10.8,0.43930041814596127
1987-03-01,7.4,10.3,12.7,12.6,0.575141530157077
1987-04-01,10.9,15.9,15.8,16.3,0.7996432032868643
1987-05-01,10.9,15.9,15.8,16.3,0.7996432032868643
1987-06-01,10.9,15.9,15.8,16.3,0.7996432032868643
1987-07-01,10.9,15.9,15.8,16.3,0.7996432032868643
1987-08-01,10.9,15.9,15.8,16.3,0.7996432032868643
1987-09-01,10.9,15.9,15.8,16.3,0.7996432032868643
1987-10-01,0.0,0.0,0.0,0.0,0.0
1987-11-01,0.0,0.0,1.0,0.5,0.0161556331067804
1987-12-01,0.0,2.0,4.3,3.8,0.12226539941892475
1988-01-01,0.0,4.9,9.3,8.1,0.271263385865797
1988-02-01,9.8,9.4,18.8,14.1,0.6806319809254378
1988-03-01,13.6,14.0,23.6,17.3,0.9040723198239028
1988-04-01,15.8,20.1,27.3,22.6,1.1411691609407335
1988-05-01,15.8,20.1,27.3,23.6,1.1552360568457036
1988-06-01,15.8,20.1,27.3,23.6,1.1552360568457036
1988-07-01,15.8,20.1,27.3,23.6,1.1552360568457036
1988-08-01,15.8,20.1,27.3,23.6,1.1552360568457036
1988-09-01,15.8,20.1,27.3,23.6,1.1552360568457036
1988-10-01,0.0,0.0,0.0,0.0,0.0
1988-11-01,0.0,0.0,0.0,0.0,0.0
1988-12-01,0.0,4.1,5.4,4.5,0.1732117189795252
1989-01-01,0.0,8.3,9.5,8.1,0.3233836808848217
1989-02-01,8.8,9.9,12.8,11.5,0.5791970624604023
1989-03-01,11.6,15.7,17.3,15.5,0.8113814139360125
1989-04-01,11.6,16.8,21.6,17.3,0.8921994120775409
1989-05-01,11.6,16.8,21.6,17.3,0.8921994120775409
1989-06-01,11.6,16.8,21.6,17.3,0.8921994120775409
1989-07-01,11.6,16.8,21.6,17.3,0.8921994120775409
1989-08-01,11.6,16.8,21.6,17.3,0.8921994120775409
1989-09-01,11.6,16.8,21.6,17.3,0.8921994120775409
1989-10-01,0.0,0.0,0.0,0.0,0.0
1989-11-01,0.0,0.3,0.7,0.9,0.023483605744965153
1989-12-01,0.0,0.9,3.5,2.0,0.0733750493174296
1990-01-01,0.0,2.8,7.7,4.2,0.17074190683214394
1990-02-01,6.4,4.7,11.0,7.4,0.3861213921120557
1990-03-01,8.9,6.7,13.8,9.6,0.5160073000777933
1990-04-01,10.3,10.2,19.6,12.6,0.6874258686632873
1990-05-01,10.3,10.2,20.1,12.6,0.6919869612404348
1990-06-01,10.3,10.2,20.1,12.6,0.6919869612404348
1990-07-01,10.3,10.2,20.1,12.6,0.6919869612404348
1990-08-01,10.3,10.2,20.1,12.6,0.6919869612404348
1990-09-01,10.3,10.2,20.1,12.6,0.6919869612404348
1990-10-01,0.0,0.0,0.0,0.0,0.0
1990-11-01,0.0,0.0,0.8,1.9,0.03402485034287977
1990-12-01,0.0,0.7,3.0,5.4,0.1136828229355242
1991-01-01,0.0,5.0,8.7,7.8,0.2630492959425571
1991-02-01,7.3,9.1,11.5,11.4,0.5278107208069691
1991-03-01,9.8,11.5,15.2,14.0,0.6774505135368742
1991-04-01,14.5,19.0,22.7,20.5,1.0306128122237972
1991-05-01,14.5,22.7,27.6,23.8,1.1764660037768966
1991-06-01,14.5,22.7,27.6,23.8,1.1764660037768966
1991-07-01,14.5,22.7,27.6,23.8,1.1764660037768966
1991-08-01,14.5,22.7,27.6,23.8,1.1764660037768966
1991-09-01,14.5,22.7,27.6,23.8,1.1764660037768966
1991-10-01,0.0,0.0,0.0,0.0,0.0
1991-11-01,0.0,1.6,1.6,1.2,0.055144410386091205
1991-12-01,0.0,6.6,7.7,6.6,0.2607154747555519
1992-01-01,0.0,7.0,9.0,7.4,0.2897449919434256
1992-02-01,8.3,8.9,11.2,8.4,0.49743912555459613
1992-03-01,9.4,13.6,15.7,12.2,0.6807465510862784
1992-04-01,11.3,20.0,20.8,16.9,0.9213548853314806
1992-05-01,11.3,20.0,20.8,16.9,0.9213548853314806
1992-06-01,11.3,20.0,20.8,16.9,0.9213548853314806
1992-07-01,11.3,20.0,20.8,16.9,0.9213548853314806
1992-08-01,11.3,20.0,20.8,16.9,0.9213548853314806
1992-09-01,11.3,20.0,20.8,16.9,0.9213548853314806
1992-10-01,0.0,0.0,0.0,0.0,0.0
1992-11-01,0.0,1.2,1.8,1.0,0.04823830847264257
1992-12-01,0.0,4.9,7.7,5.0,0.21306051231351664
1993-01-01,0.0,6.9,13.0,7.7,0.3289745113912693
1993-02-01,10.4,13.1,21.6,13.6,0.7643889759499201
1993-03-01,13.4,17.6,29.7,19.0,1.033380944595279
1993-04-01,15.1,21.7,34.5,24.3,1.2421642266200248
1993-05-01,16.5,25.5,41.8,30.0,1.4696845617028669
1993-06-01,16.5,25.5,41.8,30.0,1.4696845617028669
1993-07-01,16.5,25.5,41.8,30.0,1.4696845617028669
1993-08-01,16.5,25.5,41.8,30.0,1.4696845617028669
1993-09-01,16.5,25.5,41.8,30.0,1.4696845617028669
1993-10-01,0.0,0.0,0.0,0.0,0.0
1993-11-01,0.0,0.3,2.0,2.3,0.05503610071250739
1993-12-01,0.0,3.0,6.7,5.4,0.18145857664546988
1994-01-01,0.0,5.1,9.4,7.5,0.26669404671990116
1994-02-01,5.6,7.7,14.2,9.9,0.4808388602806917
1994-03-01,8.5,11.3,18.4,14.0,0.680901299891334
1994-04-01,9.6,13.5,21.5,16.9,0.8017952113718195
1994-05-01,9.6,13.5,23.1,17.8,0.8290509139331652
1994-06-01,9.6,13.5,23.1,17.8,0.8290509139331652
1994-07-01,9.6,13.5,23.1,17.8,0.8290509139331652
1994-08-01,9.6,13.5,23.1,17.8,0.8290509139331652
1994-09-01,9.6,13.5,23.1,17.8,0.8290509139331652
1994-10-01,0.0,0.0,0.0,0.0,0.0
1994-11-01,0.0,0.0,1.1,0.6,0.018474541212706953
1994-12-01,0.0,4.2,6.2,5.1,0.19042889458677198
1995-01-01,0.0,6.7,9.0,7.4,0.28530712212094045
1995-02-01,7.0,9.2,14.9,11.2,0.5522347627242624
1995-03-01,10.3,12.6,19.5,15.5,0.7628106068521533
1995-04-01,12.4,16.8,25.7,19.5,0.9745670045134727
1995-05-01,13.4,20.9,34.0,24.5,1.1987908362834228
1995-06-01,13.4,20.9,39.6,24.5,1.249875073147476
1995-07-01,13.4,20.9,39.6,24.5,1.249875073147476
1995-08-01,13.4,20.9,39.6,24.5,1.249875073147476
1995-09-01,13.4,20.9,39.6,24.5,1.249875073147476
1995-10-01,0.0,0.0,1.4,0.8,0.024024575939989586
1995-11-01,0.0,1.1,1.4,1.9,0.05577035078456935
1995-12-01,0.0,3.5,6.9,7.1,0.21459318641892045
1996-01-01,0.0,6.9,12.0,11.9,0.3789332890378493
1996-02-01,12.0,14.1,23.3,21.6,0.9352636819850416
1996-03-01,19.2,19.5,30.8,28.2,1.302578401231273
1996-04-01,20.1,23.2,34.8,31.9,1.4616202796089302
1996-05-01,20.1,23.2,36.3,35.1,1.520317624236278
1996-06-01,20.1,23.2,36.3,35.1,1.520317624236278
1996-07-01,20.1,23.2,36.3,35.1,1.520317624236278
1996-08-01,20.1,23.2,36.3,35.1,1.520317624236278
1996-09-01,20.1,23.2,36.3,35.1,1.520317624236278
1996-10-01,0.0,0.0,0.0,0.0,0.0
1996-11-01,0.0,2.2,3.7,2.9,0.10709046189353115
1996-12-01,0.0,7.2,8.2,7.6,0.2882192028826403
1997-01-01,0.0,12.4,16.6,15.5,0.5528971127510627
1997-02-01,15.6,20.9,26.5,23.9,1.160487831442289
1997-03-01,16.3,24.4,28.7,26.0,1.2741392976345087
1997-04-01,16.3,25.0,30.8,30.8,1.3696927264473566
1997-05-01,16.3,28.4,37.1,38.4,1.5843667597853566
1997-06-01,16.3,28.4,37.1,38.4,1.5843667597853566
1997-07-01,16.3,28.4,37.1,38.4,1.5843667597853566
1997-08-01,16.3,28.4,37.1,38.4,1.5843667597853566
1997-09-01,16.3,28.4,37.1,38.4,1.5843667597853566
1997-10-01,0.0,0.0,0.0,0.0,0.0
1997-11-01,0.0,0.2,1.4,1.6,0.03823667254562264
1997-12-01,0.0,3.4,5.0,5.7,0.17608809041797263
1998-01-01,0.0,6.8,7.3,7.6,0.27409207648046097
1998-02-01,8.4,10.5,14.4,12.4,0.608318773510525
1998-03-01,11.2,16.1,20.4,16.3,0.8498211332454242
1998-04-01,12.2,21.3,26.3,20.9,1.0627971516321897
1998-05-01,12.2,24.4,31.1,24.0,1.1960490058438955
1998-06-01,12.2,24.4,31.1,24.0,1.1960490058438955
1998-07-01,12.2,24.4,31.1,24.0,1.1960490058438955
1998-08-01,12.2,24.4,31.1,24.0,1.1960490058438955
1998-09-01,12.2,24.4,31.1,24.0,1.1960490058438955
1998-10-01,0.0,0.0,0.0,0.0,0.0
1998-11-01,0.0,0.6,1.5,0.0,0.022559017376413283
1998-12-01,0.0,1.3,3.9,2.9,0.09560128945693458
1999-01-01,0.0,3.2,6.8,6.3,0.19798958135702946
1999-02-01,8.4,9.1,13.8,11.7,0.5722885761128709
1999-03-01,11.2,12.3,18.5,15.4,0.7636157573863107
1999-04-01,11.2,12.4,21.5,17.7,0.8248154633714565
1999-05-01,11.2,16.6,26.4,22.6,1.0005721380766506
1999-06-01,11.2,16.6,26.4,22.6,1.0005721380766506
1999-07-01,11.2,16.6,26.4,22.6,1.0005721380766506
1999-08-01,11.2,16.6,26.4,22.6,1.0005721380766506
1999-09-01,11.2,16.6,26.4,22.6,1.0005721380766506
1999-10-01,0.0,0.0,0.0,0.0,0.0
1999-11-01,0.0,0.7,1.1,1.1,0.03586301875099092
1999-12-01,0.0,1.1,3.1,2.1,0.07409144472786533
2000-01-01,0.0,4.4,8.1,5.1,0.21071962626158974
2000-02-01,9.6,8.4,15.4,10.2,0.576457892385069
2000-03-01,12.8,11.9,21.6,14.4,0.7999494003211153
2000-04-01,14.6,16.1,26.4,18.9,1.0007108883517617
2000-05-01,14.6,16.1,26.4,18.9,1.0007108883517617
2000-06-01,14.6,16.1,26.4,18.9,1.0007108883517617
2000-07-01,14.6,16.1,26.4,18.9,1.0007108883517617
2000-08-01,14.6,16.1,26.4,18.9,1.0007108883517617
2000-09-01,14.6,16.1,26.4,18.9,1.0007108883517617
2000-10-01,0.0,0.0,0.0,0.0,0.0
2000-11-01,0.0,0.3,0.9,0.0,0.012647836461350929
2000-12-01,0.0,3.1,4.7,4.1,0.1464065316012464
2001-01-01,0.0,5.5,11.5,8.8,0.31005475998369614
2001-02-01,0.0,7.6,13.6,11.7,0.4010704356895265
2001-03-01,0.0,10.1,18.6,15.2,0.5328977456491089
2001-04-01,0.0,12.3,25.7,19.8,0.6949173601056933
2001-05-01,0.0,12.3,27.8,20.6,0.7253274656536897
2001-06-01,0.0,12.3,27.8,20.6,0.7253274656536897
2001-07-01,0.0,12.3,27.8,20.6,0.7253274656536897
2001-08-01,0.0,12.3,27.8,20.6,0.7253274656536897
2001-09-01,0.0,12.3,27.8,20.6,0.7253274656536897
2001-10-01,0.0,0.0,0.0,0.0,0.0
2001-11-01,0.0,0.2,0.6,0.0,0.008431890974233951
2001-12-01,0.0,2.6,5.4,3.6,0.1383621635526259
2002-01-01,0.0,4.9,8.7,6.6,0.24468973091576435
2002-02-01,0.0,6.8,11.7,9.5,0.34095679337880364
2002-03-01,0.0,9.6,15.1,12.5,0.45559302896151366
2002-04-01,0.0,11.2,18.2,15.5,0.5497411297079943
2002-05-01,0.0,11.2,18.2,15.5,0.5497411297079943
2002-06-01,0.0,11.2,18.2,15.5,0.5497411297079943
2002-07-01,0.0,11.2,18.2,15.5,0.5497411297079943
2002-08-01,0.0,11.2,18.2,15.5,0.5497411297079943
2002-09-01,0.0,11.2,18.2,15.5,0.5497411297079943
2002-10-01,0.0,0.0,0.0,0.0,0.0
2002-11-01,0.0,1.6,2.6,1.4,0.0670799747213805
2002-12-01,0.0,5.2,7.4,4.5,0.20772827863722815
2003-01-01,0.0,6.5,11.7,6.7,0.29713161502240154
2003-02-01,0.0,7.6,14.0,8.6,0.3611119324458366
2003-03-01,0.0,11.0,21.1,14.1,0.5535432325068352
2003-04-01,0.0,14.1,27.1,18.2,0.7118086048086654
2003-05-01,0.0,14.1,30.4,18.2,0.7419118158178397
2003-06-01,0.0,14.1,30.4,18.2,0.7419118158178397
2003-07-01,0.0,14.1,30.4,18.2,0.7419118158178397
2003-08-01,0.0,14.1,30.4,18.2,0.7419118158178397
2003-09-01,0.0,14.1,30.4,18.2,0.7419118158178397
2003-10-01,0.0,0.0,0.0,0.0,0.0
2003-11-01,0.0,0.0,0.6,0.0,0.005473311092577147
2003-12-01,0.0,3.7,9.2,4.6,0.20336555239303053
2004-01-01,0.0,6.9,14.1,8.8,0.35448250055646147
2004-02-01,8.6,9.0,17.7,12.1,0.6155174322138787
2004-03-01,10.8,12.5,21.2,14.9,0.7771610580758863
2004-04-01,10.8,12.5,22.7,14.9,0.7908443358073292
2004-05-01,10.8,12.5,23.8,14.9,0.8008787394770539
2004-06-01,10.8,12.5,23.8,14.9,0.8008787394770539
2004-07-01,10.8,12.5,23.8,14.9,0.8008787394770539
2004-08-01,10.8,12.5,23.8,14.9,0.8008787394770539
2004-09-01,10.8,12.5,23.8,14.9,0.8008787394770539
2004-10-01,0.0,0.0,0.3,0.0,0.0027366555462885736
2004-11-01,0.0,1.1,4.0,1.2,0.06964120505225778
2004-12-01,0.0,3.3,7.6,3.9,0.17300606924936535
2005-01-01,0.0,5.4,10.4,5.8,0.25634037865823206
2005-02-01,6.9,8.7,15.5,8.9,0.5162053307422175
2005-03-01,9.6,10.7,19.1,11.1,0.6568938524094879
2005-04-01,11.3,15.0,23.6,14.4,0.8377652669596615
2005-05-01,11.3,15.0,23.6,14.4,0.8377652669596615
2005-06-01,11.3,15.0,23.6,14.4,0.8377652669596615
2005-07-01,11.3,15.0,23.6,14.4,0.8377652669596615
2005-08-01,11.3,15.0,23.6,14.4,0.8377652669596615
2005-09-01,11.3,15.0,23.6,14.4,0.8377652669596615
2005-10-01,0.0,0.0,0.0,0.0,0.0
2005-11-01,0.0,0.4,1.4,0.0,0.018688218979326952
2005-12-01,0.0,3.8,8.3,4.9,0.20085494446648433
2006-01-01,0.0,8.3,17.6,11.4,0.44369413712101524
2006-02-01,11.8,11.8,23.5,15.4,0.812344830187935
2006-03-01,14.2,13.4,27.4,17.8,0.9474089284520293
2006-04-01,16.4,18.0,30.8,22.0,1.144106179414678
2006-05-01,16.4,18.0,30.8,22.0,1.144106179414678
2006-06-01,16.4,18.0,30.8,22.0,1.144106179414678
2006-07-01,16.4,18.0,30.8,22.0,1.144106179414678
2006-08-01,16.4,18.0,30.8,22.0,1.144106179414678
2006-09-01,16.4,18.0,30.8,22.0,1.144106179414678
2006-10-01,0.0,0.0,0.0,0.0,0.0
2006-11-01,0.0,2.0,3.5,2.7,0.09949406580002124
2006-12-01,0.0,4.1,7.2,4.6,0.19103834184775365
2007-01-01,0.0,5.9,10.0,6.1,0.26430802307214707
2007-02-01,5.4,8.3,12.7,8.6,0.45423949193966123
2007-03-01,9.6,12.0,19.2,12.6,0.6981371840131421
2007-04-01,9.6,12.0,21.6,13.7,0.7355040138789182
2007-05-01,9.6,12.0,21.6,13.7,0.7355040138789182
2007-06-01,9.6,12.0,21.6,13.7,0.7355040138789182
2007-07-01,9.6,12.0,21.6,13.7,0.7355040138789182
2007-08-01,9.6,12.0,21.6,13.7,0.7355040138789182
2007-09-01,9.6,12.0,21.6,13.7,0.7355040138789182
2007-10-01,0.0,0.0,0.0,0.0,0.0
2007-11-01,0.0,0.4,1.8,0.0,0.02233709304104505
2007-12-01,0.0,1.1,2.9,1.4,0.062420180563527064
2008-01-01,0.0,5.4,9.4,6.4,0.255658331046919
2008-02-01,9.2,10.6,16.1,11.8,0.6308851029830596
2008-03-01,13.2,14.5,21.4,15.4,0.8576631288129584
2008-04-01,14.6,16.6,24.8,18.9,0.9935118418090312
2008-05-01,14.6,16.6,24.8,18.9,0.9935118418090312
2008-06-01,14.6,16.6,24.8,18.9,0.9935118418090312
2008-07-01,14.6,16.6,24.8,18.9,0.9935118418090312
2008-08-01,14.6,16.6,24.8,18.9,0.9935118418090312
2008-09-01,14.6,16.6,24.8,18.9,0.9935118418090312
2008-10-01,0.0,0.0,0.0,0.0,0.0
2008-11-01,0.0,0.1,0.8,0.0,0.0087770380642646
2008-12-01,0.0,3.8,5.2,3.8,0.15710258499270172
2009-01-01,0.0,8.2,11.9,7.7,0.33817087695231374
2009-02-01,11.6,12.0,19.2,13.3,0.743032666927588
2009-03-01,13.7,13.6,24.0,17.0,0.8993363981398644
2009-04-01,16.8,15.9,29.9,21.4,1.1034007176316272
2009-05-01,16.8,15.9,29.9,21.4,1.1034007176316272
2009-06-01,16.8,15.9,29.9,21.4,1.1034007176316272
2009-07-01,16.8,15.9,29.9,21.4,1.1034007176316272
2009-08-01,16.8,15.9,29.9,21.4,1.1034007176316272
2009-09-01,16.8,15.9,29.9,21.4,1.1034007176316272
2009-10-01,0.0,0.0,0.0,0.0,0.0
2009-11-01,0.0,1.0,1.2,1.0,0.039806417498408624
2009-12-01,0.0,2.0,3.3,2.1,0.08922949122618
2010-01-01,0.0,5.5,8.7,5.9,0.24371864342725558
2010-02-01,7.0,8.1,11.9,8.1,0.4649886406068563
2010-03-01,9.2,10.9,16.1,11.5,0.6311029040340538
2010-04-01,9.5,13.9,19.3,13.2,0.7338436161582451
2010-05-01,9.5,13.9,22.5,13.2,0.7630346086519899
2010-06-01,9.5,13.9,22.5,13.2,0.7630346086519899
2010-07-01,9.5,13.9,22.5,13.2,0.7630346086519899
2010-08-01,9.5,13.9,22.5,13.2,0.7630346086519899
2010-09-01,9.5,13.9,22.5,13.2,0.7630346086519899
2010-10-01,0.0,0.0,0.0,0.0,0.0
2010-11-01,0.0,1.3,2.9,1.4,0.06537876044518387
2010-12-01,0.0,5.2,8.5,3.2,0.1994757176304915
2011-01-01,0.0,8.5,17.4,6.9,0.3815272483994466
2011-02-01,10.5,11.0,22.7,11.0,0.7085367942983739
2011-03-01,13.6,14.6,29.4,14.0,0.9194359768773835
2011-04-01,17.1,19.5,38.6,20.0,1.2215818104440048
2011-05-01,19.8,23.6,47.7,26.5,1.5039950916086677
2011-06-01,19.8,23.6,47.7,26.5,1.5039950916086677
2011-07-01,19.8,23.6,47.7,26.5,1.5039950916086677
2011-08-01,19.8,23.6,47.7,26.5,1.5039950916086677
2011-09-01,19.8,23.6,47.7,26.5,1.5039950916086677
2011-10-01,0.0,0.0,0.0,0.0,0.0
2011-11-01,0.0,0.9,2.0,0.8,0.04281149650002236
2011-12-01,0.0,3.2,6.7,2.4,0.14221646881221575
2012-01-01,0.0,3.9,7.5,3.5,0.1753428320169181
2012-02-01,5.0,6.1,10.9,5.5,0.3546580715021037
2012-03-01,7.0,10.2,16.8,8.6,0.5477858845727845
2012-04-01,7.0,10.2,16.8,8.6,0.5477858845727845
2012-05-01,7.0,10.2,16.8,8.6,0.5477858845727845
2012-06-01,7.0,10.2,16.8,8.6,0.5477858845727845
2012-07-01,7.0,10.2,16.8,8.6,0.5477858845727845
2012-08-01,7.0,10.2,16.8,8.6,0.5477858845727845
2012-09-01,7.0,10.2,16.8,8.6,0.5477858845727845
2012-10-01,0.0,0.0,0.0,0.0,0.0
2012-11-01,0.0,0.1,1.0,0.0,0.01060147509512365
2012-12-01,0.0,1.1,2.8,1.2,0.05869458286710348
2013-01-01,0.0,4.7,9.4,4.5,0.2185761992416766
2013-02-01,7.2,7.1,13.1,6.3,0.4393268163328766
2013-03-01,9.4,9.5,16.4,8.8,0.5786537470434215
2013-04-01,11.4,10.9,21.0,10.9,0.7059149951061815
2013-05-01,11.4,11.1,25.6,13.1,0.7817827976885311
2013-06-01,11.4,11.1,25.6,13.1,0.7817827976885311
2013-07-01,11.4,11.1,25.6,13.1,0.7817827976885311
2013-08-01,11.4,11.1,25.6,13.1,0.7817827976885311
2013-09-01,11.4,11.1,25.6,13.1,0.7817827976885311
2013-10-01,0.0,0.0,0.0,0.0,0.0
2013-11-01,0.0,1.4,4.6,2.0,0.09080590269129638
2013-12-01,0.0,3.3,8.3,3.2,0.1695447717238928
2014-01-01,0.0,6.1,12.5,5.7,0.28444530747755387
2014-02-01,8.4,9.6,19.1,10.0,0.6041188840963282
2014-03-01,13.1,12.1,25.3,12.9,0.820817019783354
2014-04-01,16.2,15.8,31.4,15.6,1.023502112439124
2014-05-01,16.2,15.8,31.7,15.6,1.0262387679854124
2014-06-01,16.2,15.8,31.7,15.6,1.0262387679854124
2014-07-01,16.2,15.8,31.7,15.6,1.0262387679854124
2014-08-01,16.2,15.8,31.7,15.6,1.0262387679854124
2014-09-01,16.2,15.8,31.7,15.6,1.0262387679854124
2014-10-01,0.0,0.0,0.5,0.3,0.008781161348638714
2014-11-01,0.0,0.0,0.6,0.3,0.009693379864068239
2014-12-01,0.0,3.1,6.1,3.7,0.1535508324552716
2015-01-01,0.0,7.5,11.6,5.2,0.2899119520578006
2015-02-01,7.6,9.0,13.3,6.3,0.47626749339566865
2015-03-01,8.8,10.7,17.3,8.8,0.5941005962379382
2015-04-01,9.8,10.7,20.1,9.6,0.6484205592844243
2015-05-01,9.8,10.7,20.5,9.6,0.6520694333461424
2015-06-01,9.8,10.7,20.5,9.6,0.6520694333461424
2015-07-01,9.8,10.7,20.5,9.6,0.6520694333461424
2015-08-01,9.8,10.7,20.5,9.6,0.6520694333461424
2015-09-01,9.8,10.7,20.5,9.6,0.6520694333461424
2015-10-01,0.0,0.0,0.0,0.0,0.0
2015-11-01,0.0,0.4,1.8,0.3,0.026557161812536142
2015-12-01,0.0,3.5,5.8,2.4,0.13844437199583523
2016-01-01,0.0,7.4,13.0,5.0,0.2983903421519915
2016-02-01,9.3,11.1,19.7,9.2,0.6362999226787901
2016-03-01,11.2,12.5,21.6,9.9,0.7174851837689462
2016-04-01,12.4,15.4,27.3,13.2,0.8798309973874345
