,06L06,1059,1124,1128,basinwide_average
1980-04-01,6.4,-999.0,-999.0,-999.0,1.1018651362984218
1980-05-01,7.5,-999.0,-999.0,-999.0,1.291248206599713
1980-06-01,7.5,-999.0,-999.0,-999.0,1.291248206599713
1980-07-01,7.5,-999.0,-999.0,-999.0,1.291248206599713
1980-08-01,7.5,-999.0,-999.0,-999.0,1.291248206599713
1980-09-01,7.5,-999.0,-999.0,-999.0,1.291248206599713
1980-10-01,0.0,-999.0,-999.0,-999.0,0.0
1980-11-01,0.0,-999.0,-999.0,-999.0,0.0
1980-12-01,0.0,-999.0,-999.0,-999.0,0.0
1981-01-01,0.0,-999.0,-999.0,-999.0,0.0
1981-02-01,1.0,-999.0,-999.0,-999.0,0.1721664275466284
1981-03-01,2.2,-999.0,-999.0,-999.0,0.3787661406025825
1981-04-01,4.5,-999.0,-999.0,-999.0,0.7747489239598278
1981-05-01,4.5,-999.0,-999.0,-999.0,0.7747489239598278
1981-06-01,4.5,-999.0,-999.0,-999.0,0.7747489239598278
1981-07-01,4.5,-999.0,-999.0,-999.0,0.7747489239598278
1981-08-01,4.5,-999.0,-999.0,-999.0,0.7747489239598278
1981-09-01,4.5,-999.0,-999.0,-999.0,0.7747489239598278
1981-10-01,0.0,-999.0,-999.0,-999.0,0.0
1981-11-01,0.0,-999.0,-999.0,-999.0,0.0
1981-12-01,0.0,-999.0,-999.0,-999.0,0.0
1982-01-01,0.0,-999.0,-999.0,-999.0,0.0
1982-02-01,3.0,-999.0,-999.0,-999.0,0.5164992826398852
1982-03-01,4.5,-999.0,-999.0,-999.0,0.7747489239598278
1982-04-01,5.6,-999.0,-999.0,-999.0,0.964131994261119
1982-05-01,5.6,-999.0,-999.0,-999.0,0.964131994261119
1982-06-01,5.6,-999.0,-999.0,-999.0,0.964131994261119
1982-07-01,5.6,-999.0,-999.0,-999.0,0.964131994261119
1982-08-01,5.6,-999.0,-999.0,-999.0,0.964131994261119
1982-09-01,5.6,-999.0,-999.0,-999.0,0.964131994261119
1982-10-01,0.0,-999.0,-999.0,-999.0,0.0
1982-11-01,0.0,-999.0,-999.0,-999.0,0.0
1982-12-01,0.0,-999.0,-999.0,-999.0,0.0
1983-01-01,0.0,-999.0,-999.0,-999.0,0.0
1983-02-01,2.1,-999.0,-999.0,-999.0,0.3615494978479197
1983-03-01,3.2,-999.0,-999.0,-999.0,0.5509325681492109
1983-04-01,5.4,-999.0,-999.0,-999.0,0.9296987087517934
1983-05-01,5.4,-999.0,-999.0,-999.0,0.9296987087517934
1983-06-01,5.4,-999.0,-999.0,-999.0,0.9296987087517934
1983-07-01,5.4,-999.0,-999.0,-999.0,0.9296987087517934
1983-08-01,5.4,-999.0,-999.0,-999.0,0.9296987087517934
1983-09-01,5.4,-999.0,-999.0,-999.0,0.9296987087517934
1983-10-01,0.0,-999.0,-999.0,-999.0,0.0
1983-11-01,0.0,-999.0,-999.0,-999.0,0.0
1983-12-01,0.0,-999.0,-999.0,-999.0,0.0
1984-01-01,0.0,-999.0,-999.0,-999.0,0.0
1984-02-01,7.0,-999.0,-999.0,-999.0,1.2051649928263988
1984-03-01,8.4,-999.0,-999.0,-999.0,1.4461979913916787
1984-04-01,10.1,-999.0,-999.0,-999.0,1.7388809182209468
1984-05-01,10.1,-999.0,-999.0,-999.0,1.7388809182209468
1984-06-01,10.1,-999.0,-999.0,-999.0,1.7388809182209468
1984-07-01,10.1,-999.0,-999.0,-999.0,1.7388809182209468
1984-08-01,10.1,-999.0,-999.0,-999.0,1.7388809182209468
1984-09-01,10.1,-999.0,-999.0,-999.0,1.7388809182209468
1984-10-01,0.0,-999.0,-999.0,-999.0,0.0
1984-11-01,0.0,-999.0,-999.0,-999.0,0.0
1984-12-01,0.0,-999.0,-999.0,-999.0,0.0
1985-01-01,0.0,-999.0,-999.0,-999.0,0.0
1985-02-01,3.8,-999.0,-999.0,-999.0,0.6542324246771879
1985-03-01,4.8,-999.0,-999.0,-999.0,0.8263988522238163
1985-04-01,5.6,-999.0,-999.0,-999.0,0.964131994261119
1985-05-01,5.6,-999.0,-999.0,-999.0,0.964131994261119
1985-06-01,5.6,-999.0,-999.0,-999.0,0.964131994261119
1985-07-01,5.6,-999.0,-999.0,-999.0,0.964131994261119
1985-08-01,5.6,-999.0,-999.0,-999.0,0.964131994261119
1985-09-01,5.6,-999.0,-999.0,-999.0,0.964131994261119
1985-10-01,0.0,-999.0,-999.0,-999.0,0.0
1985-11-01,0.0,-999.0,-999.0,-999.0,0.0
1985-12-01,0.0,-999.0,-999.0,-999.0,0.0
1986-01-01,0.0,-999.0,-999.0,-999.0,0.0
1986-02-01,3.0,-999.0,-999.0,-999.0,0.5164992826398852
1986-03-01,4.1,-999.0,-999.0,-999.0,0.7058823529411764
1986-04-01,4.7,-999.0,-999.0,-999.0,0.8091822094691535
1986-05-01,4.7,-999.0,-999.0,-999.0,0.8091822094691535
1986-06-01,4.7,-999.0,-999.0,-999.0,0.8091822094691535
1986-07-01,4.7,-999.0,-999.0,-999.0,0.8091822094691535
1986-08-01,4.7,-999.0,-999.0,-999.0,0.8091822094691535
1986-09-01,4.7,-999.0,-999.0,-999.0,0.8091822094691535
1986-10-01,0.0,-999.0,-999.0,-999.0,0.0
1986-11-01,0.0,-999.0,-999.0,-999.0,0.0
1986-12-01,0.0,-999.0,-999.0,-999.0,0.0
1987-01-01,0.0,-999.0,-999.0,-999.0,0.0
1987-02-01,4.9,-999.0,-999.0,-999.0,0.8436154949784792
1987-03-01,7.0,-999.0,-999.0,-999.0,1.2051649928263988
1987-04-01,9.0,-999.0,-999.0,-999.0,1.5494978479196555
1987-05-01,9.0,-999.0,-999.0,-999.0,1.5494978479196555
1987-06-01,9.0,-999.0,-999.0,-999.0,1.5494978479196555
1987-07-01,9.0,-999.0,-999.0,-999.0,1.5494978479196555
1987-08-01,9.0,-999.0,-999.0,-999.0,1.5494978479196555
1987-09-01,9.0,-999.0,-999.0,-999.0,1.5494978479196555
1987-10-01,0.0,-999.0,-999.0,-999.0,0.0
1987-11-01,0.0,-999.0,-999.0,-999.0,0.0
1987-12-01,0.0,-999.0,-999.0,-999.0,0.0
1988-01-01,0.0,-999.0,-999.0,-999.0,0.0
1988-02-01,4.0,-999.0,-999.0,-999.0,0.6886657101865136
1988-03-01,5.1,-999.0,-999.0,-999.0,0.8780487804878048
1988-04-01,5.3,-999.0,-999.0,-999.0,0.9124820659971304
1988-05-01,5.3,-999.0,-999.0,-999.0,0.9124820659971304
1988-06-01,5.3,-999.0,-999.0,-999.0,0.9124820659971304
1988-07-01,5.3,-999.0,-999.0,-999.0,0.9124820659971304
1988-08-01,5.3,-999.0,-999.0,-999.0,0.9124820659971304
1988-09-01,5.3,-999.0,-999.0,-999.0,0.9124820659971304
1988-10-01,0.0,-999.0,-999.0,-999.0,0.0
1988-11-01,0.0,-999.0,-999.0,-999.0,0.0
1988-12-01,0.0,-999.0,-999.0,-999.0,0.0
1989-01-01,0.0,-999.0,-999.0,-999.0,0.0
1989-02-01,4.0,-999.0,-999.0,-999.0,0.6886657101865136
1989-03-01,6.0,-999.0,-999.0,-999.0,1.0329985652797704
1989-04-01,6.0,-999.0,-999.0,-999.0,1.0329985652797704
1989-05-01,6.0,-999.0,-999.0,-999.0,1.0329985652797704
1989-06-01,6.0,-999.0,-999.0,-999.0,1.0329985652797704
1989-07-01,6.0,-999.0,-999.0,-999.0,1.0329985652797704
1989-08-01,6.0,-999.0,-999.0,-999.0,1.0329985652797704
1989-09-01,6.0,-999.0,-999.0,-999.0,1.0329985652797704
1989-10-01,0.0,-999.0,-999.0,-999.0,0.0
1989-11-01,0.0,-999.0,-999.0,-999.0,0.0
1989-12-01,0.0,-999.0,-999.0,-999.0,0.0
1990-01-01,0.0,-999.0,-999.0,-999.0,0.0
1990-02-01,1.9,-999.0,-999.0,-999.0,0.32711621233859395
1990-03-01,2.0,-999.0,-999.0,-999.0,0.3443328550932568
1990-04-01,3.5,-999.0,-999.0,-999.0,0.6025824964131994
1990-05-01,3.5,-999.0,-999.0,-999.0,0.6025824964131994
1990-06-01,3.5,-999.0,-999.0,-999.0,0.6025824964131994
1990-07-01,3.5,-999.0,-999.0,-999.0,0.6025824964131994
1990-08-01,3.5,-999.0,-999.0,-999.0,0.6025824964131994
1990-09-01,3.5,-999.0,-999.0,-999.0,0.6025824964131994
1990-10-01,0.0,-999.0,-999.0,-999.0,0.0
1990-11-01,0.0,-999.0,-999.0,-999.0,0.0
1990-12-01,0.0,-999.0,-999.0,-999.0,0.0
1991-01-01,0.0,-999.0,-999.0,-999.0,0.0
1991-02-01,3.4,-999.0,-999.0,-999.0,0.5853658536585366
1991-03-01,3.8,-999.0,-999.0,-999.0,0.6542324246771879
1991-04-01,5.0,-999.0,-999.0,-999.0,0.860832137733142
1991-05-01,5.0,-999.0,-999.0,-999.0,0.860832137733142
1991-06-01,5.0,-999.0,-999.0,-999.0,0.860832137733142
1991-07-01,5.0,-999.0,-999.0,-999.0,0.860832137733142
1991-08-01,5.0,-999.0,-999.0,-999.0,0.860832137733142
1991-09-01,5.0,-999.0,-999.0,-999.0,0.860832137733142
1991-10-01,0.0,-999.0,-999.0,-999.0,0.0
1991-11-01,0.0,-999.0,-999.0,-999.0,0.0
1991-12-01,0.0,-999.0,-999.0,-999.0,0.0
1992-01-01,0.0,-999.0,-999.0,-999.0,0.0
1992-02-01,3.4,-999.0,-999.0,-999.0,0.5853658536585366
1992-03-01,4.7,-999.0,-999.0,-999.0,0.8091822094691535
1992-04-01,8.1,-999.0,-999.0,-999.0,1.39454806312769
1992-05-01,8.1,-999.0,-999.0,-999.0,1.39454806312769
1992-06-01,8.1,-999.0,-999.0,-999.0,1.39454806312769
1992-07-01,8.1,-999.0,-999.0,-999.0,1.39454806312769
1992-08-01,8.1,-999.0,-999.0,-999.0,1.39454806312769
1992-09-01,8.1,-999.0,-999.0,-999.0,1.39454806312769
1992-10-01,0.0,-999.0,-999.0,-999.0,0.0
1992-11-01,0.0,-999.0,-999.0,-999.0,0.0
1992-12-01,0.0,-999.0,-999.0,-999.0,0.0
1993-01-01,0.0,-999.0,-999.0,-999.0,0.0
1993-02-01,3.9,-999.0,-999.0,-999.0,0.6714490674318507
1993-03-01,6.1,-999.0,-999.0,-999.0,1.0502152080344331
1993-04-01,7.3,-999.0,-999.0,-999.0,1.2568149210903874
1993-05-01,7.9,-999.0,-999.0,-999.0,1.3601147776183644
1993-06-01,7.9,-999.0,-999.0,-999.0,1.3601147776183644
1993-07-01,7.9,-999.0,-999.0,-999.0,1.3601147776183644
1993-08-01,7.9,-999.0,-999.0,-999.0,1.3601147776183644
1993-09-01,7.9,-999.0,-999.0,-999.0,1.3601147776183644
1993-10-01,0.0,-999.0,-999.0,-999.0,0.0
1993-11-01,0.0,-999.0,-999.0,-999.0,0.0
1993-12-01,0.0,-999.0,-999.0,-999.0,0.0
1994-01-01,0.0,-999.0,-999.0,-999.0,0.0
1994-02-01,2.6,-999.0,-999.0,-999.0,0.44763271162123386
1994-03-01,3.2,-999.0,-999.0,-999.0,0.5509325681492109
1994-04-01,3.8,-999.0,-999.0,-999.0,0.6542324246771879
1994-05-01,3.8,-999.0,-999.0,-999.0,0.6542324246771879
1994-06-01,3.8,-999.0,-999.0,-999.0,0.6542324246771879
1994-07-01,3.8,-999.0,-999.0,-999.0,0.6542324246771879
1994-08-01,3.8,-999.0,-999.0,-999.0,0.6542324246771879
1994-09-01,3.8,-999.0,-999.0,-999.0,0.6542324246771879
1994-10-01,0.0,-999.0,-999.0,-999.0,0.0
1994-11-01,0.0,-999.0,-999.0,-999.0,0.0
1994-12-01,0.0,-999.0,-999.0,-999.0,0.0
1995-01-01,0.0,-999.0,-999.0,-999.0,0.0
1995-02-01,2.7,-999.0,-999.0,-999.0,0.4648493543758967
1995-03-01,3.9,-999.0,-999.0,-999.0,0.6714490674318507
1995-04-01,5.7,-999.0,-999.0,-999.0,0.9813486370157819
1995-05-01,6.2,-999.0,-999.0,-999.0,1.067431850789096
1995-06-01,6.2,-999.0,-999.0,-999.0,1.067431850789096
1995-07-01,6.2,-999.0,-999.0,-999.0,1.067431850789096
1995-08-01,6.2,-999.0,-999.0,-999.0,1.067431850789096
1995-09-01,6.2,-999.0,-999.0,-999.0,1.067431850789096
1995-10-01,0.0,-999.0,-999.0,-999.0,0.0
1995-11-01,0.0,-999.0,-999.0,-999.0,0.0
1995-12-01,0.0,-999.0,-999.0,-999.0,0.0
1996-01-01,0.0,-999.0,-999.0,-999.0,0.0
1996-02-01,4.2,-999.0,-999.0,-999.0,0.7230989956958394
1996-03-01,5.6,-999.0,-999.0,-999.0,0.964131994261119
1996-04-01,6.4,-999.0,-999.0,-999.0,1.1018651362984218
1996-05-01,6.4,-999.0,-999.0,-999.0,1.1018651362984218
1996-06-01,6.4,-999.0,-999.0,-999.0,1.1018651362984218
1996-07-01,6.4,-999.0,-999.0,-999.0,1.1018651362984218
1996-08-01,6.4,-999.0,-999.0,-999.0,1.1018651362984218
1996-09-01,6.4,-999.0,-999.0,-999.0,1.1018651362984218
1996-10-01,0.0,-999.0,-999.0,-999.0,0.0
1996-11-01,0.0,-999.0,-999.0,-999.0,0.0
1996-12-01,0.0,-999.0,-999.0,-999.0,0.0
1997-01-01,0.0,-999.0,-999.0,-999.0,0.0
1997-02-01,6.0,-999.0,-999.0,-999.0,1.0329985652797704
1997-03-01,7.6,-999.0,-999.0,-999.0,1.3084648493543758
1997-04-01,7.6,-999.0,-999.0,-999.0,1.3084648493543758
1997-05-01,7.6,-999.0,-999.0,-999.0,1.3084648493543758
1997-06-01,7.6,-999.0,-999.0,-999.0,1.3084648493543758
1997-07-01,7.6,-999.0,-999.0,-999.0,1.3084648493543758
1997-08-01,7.6,-999.0,-999.0,-999.0,1.3084648493543758
1997-09-01,7.6,-999.0,-999.0,-999.0,1.3084648493543758
1997-10-01,0.0,-999.0,-999.0,-999.0,0.0
1997-11-01,0.0,-999.0,-999.0,-999.0,0.0
1997-12-01,0.0,-999.0,-999.0,-999.0,0.0
1998-01-01,0.0,-999.0,-999.0,-999.0,0.0
1998-02-01,4.0,-999.0,-999.0,-999.0,0.6886657101865136
1998-03-01,4.8,-999.0,-999.0,-999.0,0.8263988522238163
1998-04-01,7.0,-999.0,-999.0,-999.0,1.2051649928263988
1998-05-01,7.6,-999.0,-999.0,-999.0,1.3084648493543758
1998-06-01,7.6,-999.0,-999.0,-999.0,1.3084648493543758
1998-07-01,7.6,-999.0,-999.0,-999.0,1.3084648493543758
1998-08-01,7.6,-999.0,-999.0,-999.0,1.3084648493543758
1998-09-01,7.6,-999.0,-999.0,-999.0,1.3084648493543758
1998-10-01,0.0,-999.0,-999.0,-999.0,0.0
1998-11-01,0.0,-999.0,-999.0,-999.0,0.0
1998-12-01,0.0,-999.0,-999.0,-999.0,0.0
1999-01-01,0.0,-999.0,-999.0,-999.0,0.0
1999-02-01,2.1,-999.0,-999.0,-999.0,0.3615494978479197
1999-03-01,2.5,-999.0,-999.0,-999.0,0.430416068866571
1999-04-01,2.5,-999.0,-999.0,-999.0,0.430416068866571
1999-05-01,2.5,-999.0,-999.0,-999.0,0.430416068866571
1999-06-01,2.5,-999.0,-999.0,-999.0,0.430416068866571
1999-07-01,2.5,-999.0,-999.0,-999.0,0.430416068866571
1999-08-01,2.5,-999.0,-999.0,-999.0,0.430416068866571
1999-09-01,2.5,-999.0,-999.0,-999.0,0.430416068866571
1999-10-01,0.0,-999.0,-999.0,-999.0,0.0
1999-11-01,0.0,-999.0,-999.0,-999.0,0.0
1999-12-01,0.0,-999.0,-999.0,-999.0,0.0
2000-01-01,0.0,-999.0,-999.0,-999.0,0.0
2000-02-01,1.9,-999.0,-999.0,-999.0,0.32711621233859395
2000-03-01,2.2,-999.0,-999.0,-999.0,0.3787661406025825
2000-04-01,5.2,-999.0,-999.0,-999.0,0.8952654232424677
2000-05-01,5.2,-999.0,-999.0,-999.0,0.8952654232424677
2000-06-01,5.2,-999.0,-999.0,-999.0,0.8952654232424677
2000-07-01,5.2,-999.0,-999.0,-999.0,0.8952654232424677
2000-08-01,5.2,-999.0,-999.0,-999.0,0.8952654232424677
2000-09-01,5.2,-999.0,-999.0,-999.0,0.8952654232424677
2000-10-01,0.0,-999.0,-999.0,-999.0,0.0
2000-11-01,0.0,-999.0,-999.0,-999.0,0.0
2000-12-01,0.0,-999.0,-999.0,-999.0,0.0
2001-01-01,0.0,-999.0,-999.0,-999.0,0.0
2001-02-01,3.8,-999.0,-999.0,-999.0,0.6542324246771879
2001-03-01,5.4,-999.0,-999.0,-999.0,0.9296987087517934
2001-04-01,7.8,-999.0,-999.0,-999.0,1.3428981348637015
2001-05-01,7.8,-999.0,-999.0,-999.0,1.3428981348637015
2001-06-01,7.8,-999.0,-999.0,-999.0,1.3428981348637015
2001-07-01,7.8,-999.0,-999.0,-999.0,1.3428981348637015
2001-08-01,7.8,-999.0,-999.0,-999.0,1.3428981348637015
2001-09-01,7.8,-999.0,-999.0,-999.0,1.3428981348637015
2001-10-01,0.0,-999.0,-999.0,-999.0,0.0
2001-11-01,0.0,-999.0,-999.0,-999.0,0.0
2001-12-01,0.0,-999.0,-999.0,-999.0,0.0
2002-01-01,0.0,-999.0,-999.0,-999.0,0.0
2002-02-01,1.4,-999.0,-999.0,-999.0,0.24103299856527974
2002-03-01,2.4,-999.0,-999.0,-999.0,0.41319942611190813
2002-04-01,2.8,-999.0,-999.0,-999.0,0.4820659971305595
2002-05-01,2.8,-999.0,-999.0,-999.0,0.4820659971305595
2002-06-01,2.8,-999.0,-999.0,-999.0,0.4820659971305595
2002-07-01,2.8,-999.0,-999.0,-999.0,0.4820659971305595
2002-08-01,2.8,-999.0,-999.0,-999.0,0.4820659971305595
2002-09-01,2.8,-999.0,-999.0,-999.0,0.4820659971305595
2002-10-01,0.0,-999.0,-999.0,-999.0,0.0
2002-11-01,0.0,-999.0,-999.0,-999.0,0.0
2002-12-01,0.0,-999.0,-999.0,-999.0,0.0
2003-01-01,0.0,-999.0,-999.0,-999.0,0.0
2003-02-01,2.4,-999.0,-999.0,-999.0,0.41319942611190813
2003-03-01,3.8,-999.0,-999.0,-999.0,0.6542324246771879
2003-04-01,6.0,-999.0,-999.0,-999.0,1.0329985652797704
2003-05-01,6.0,-999.0,-999.0,-999.0,1.0329985652797704
2003-06-01,6.0,-999.0,-999.0,-999.0,1.0329985652797704
2003-07-01,6.0,-999.0,-999.0,-999.0,1.0329985652797704
2003-08-01,6.0,-999.0,-999.0,-999.0,1.0329985652797704
2003-09-01,6.0,-999.0,-999.0,-999.0,1.0329985652797704
2003-10-01,0.0,-999.0,-999.0,-999.0,0.0
2003-11-01,0.0,-999.0,-999.0,-999.0,0.0
2003-12-01,0.0,-999.0,-999.0,-999.0,0.0
2004-01-01,0.0,-999.0,-999.0,-999.0,0.0
2004-02-01,3.1,-999.0,-999.0,-999.0,0.533715925394548
2004-03-01,5.7,-999.0,-999.0,-999.0,0.9813486370157819
2004-04-01,5.7,-999.0,-999.0,-999.0,0.9813486370157819
2004-05-01,5.9,-999.0,-999.0,-999.0,1.0157819225251077
2004-06-01,5.9,-999.0,-999.0,-999.0,1.0157819225251077
2004-07-01,5.9,-999.0,-999.0,-999.0,1.0157819225251077
2004-08-01,5.9,-999.0,-999.0,-999.0,1.0157819225251077
2004-09-01,5.9,-999.0,-999.0,-999.0,1.0157819225251077
2004-10-01,0.0,-999.0,-999.0,-999.0,0.0
2004-11-01,0.0,0.3,-999.0,-999.0,0.03223767383059418
2004-12-01,0.0,1.2,-999.0,-999.0,0.1289506953223767
2005-01-01,0.0,2.1,-999.0,-999.0,0.22566371681415928
2005-02-01,4.4,3.1,-999.0,-999.0,0.7118887701853891
2005-03-01,5.5,4.3,-999.0,-999.0,0.9355310006584114
2005-04-01,6.1,4.9,-999.0,-999.0,1.0516562765835884
2005-05-01,6.1,4.9,-999.0,-999.0,1.0516562765835884
2005-06-01,6.1,4.9,-999.0,-999.0,1.0516562765835884
2005-07-01,6.1,4.9,-999.0,-999.0,1.0516562765835884
2005-08-01,6.1,4.9,-999.0,-999.0,1.0516562765835884
2005-09-01,6.1,4.9,-999.0,-999.0,1.0516562765835884
2005-10-01,0.0,0.0,-999.0,-999.0,0.0
2005-11-01,0.0,0.0,-999.0,-999.0,0.0
2005-12-01,0.0,0.4,-999.0,-999.0,0.04298356510745891
2006-01-01,0.0,1.6,-999.0,-999.0,0.17193426042983564
2006-02-01,3.0,2.2,-999.0,-999.0,0.4946592494109666
2006-03-01,3.0,2.8,-999.0,-999.0,0.559134597072155
2006-04-01,4.8,4.1,-999.0,-999.0,0.8537809684633619
2006-05-01,4.8,4.1,-999.0,-999.0,0.8537809684633619
2006-06-01,4.8,4.1,-999.0,-999.0,0.8537809684633619
2006-07-01,4.8,4.1,-999.0,-999.0,0.8537809684633619
2006-08-01,4.8,4.1,-999.0,-999.0,0.8537809684633619
2006-09-01,4.8,4.1,-999.0,-999.0,0.8537809684633619
2006-10-01,0.0,0.0,-999.0,-999.0,0.0
2006-11-01,0.0,0.0,-999.0,-999.0,0.0
2006-12-01,0.0,0.9,-999.0,-999.0,0.09671302149178256
2007-01-01,0.0,2.2,-999.0,-999.0,0.23640960809102401
2007-02-01,3.2,2.9,-999.0,-999.0,0.5870971311036826
2007-03-01,4.4,3.7,-999.0,-999.0,0.7763641178465774
2007-04-01,4.4,3.7,-999.0,-999.0,0.7763641178465774
2007-05-01,4.4,3.7,-999.0,-999.0,0.7763641178465774
2007-06-01,4.4,3.7,-999.0,-999.0,0.7763641178465774
2007-07-01,4.4,3.7,-999.0,-999.0,0.7763641178465774
2007-08-01,4.4,3.7,-999.0,-999.0,0.7763641178465774
2007-09-01,4.4,3.7,-999.0,-999.0,0.7763641178465774
2007-10-01,0.0,0.0,-999.0,-999.0,0.0
2007-11-01,0.0,0.0,-999.0,-999.0,0.0
2007-12-01,0.0,0.8,-999.0,-999.0,0.08596713021491782
2008-01-01,0.0,3.1,-999.0,-999.0,0.3331226295828066
2008-02-01,5.2,4.1,-999.0,-999.0,0.8882142539726876
2008-03-01,6.3,5.2,-999.0,-999.0,1.1011105931688454
2008-04-01,7.4,5.8,-999.0,-999.0,1.2602774759806792
2008-05-01,7.4,5.8,-999.0,-999.0,1.2602774759806792
2008-06-01,7.4,5.8,-999.0,-999.0,1.2602774759806792
2008-07-01,7.4,5.8,-999.0,-999.0,1.2602774759806792
2008-08-01,7.4,5.8,-999.0,-999.0,1.2602774759806792
2008-09-01,7.4,5.8,-999.0,-999.0,1.2602774759806792
2008-10-01,0.0,0.0,-999.0,-999.0,0.0
2008-11-01,0.0,0.1,0.0,0.0,0.005372945638432364
2008-12-01,0.0,0.5,0.3,1.0,0.06168322255486974
2009-01-01,0.0,2.6,3.9,3.2,0.3628701545248191
2009-02-01,3.6,2.8,4.3,4.6,0.5765514887833119
2009-03-01,3.9,3.0,4.9,6.5,0.6675053522925117
2009-04-01,3.9,3.0,6.0,7.1,0.7233672091440546
2009-05-01,3.9,3.0,6.0,7.6,0.7350747019394437
2009-06-01,3.9,3.0,6.0,7.6,0.7350747019394437
2009-07-01,3.9,3.0,6.0,7.6,0.7350747019394437
2009-08-01,3.9,3.0,6.0,7.6,0.7350747019394437
2009-09-01,3.9,3.0,6.0,7.6,0.7350747019394437
2009-10-01,0.0,0.0,0.0,0.0,0.0
2009-11-01,0.0,0.9,1.7,2.4,0.16917235920469437
2009-12-01,0.0,1.0,2.0,2.7,0.19297330929229
2010-01-01,0.0,1.6,3.0,4.2,0.29834515741548406
2010-02-01,3.4,2.3,4.2,5.6,0.5606922552139534
2010-03-01,3.9,3.1,5.4,7.2,0.7082746357977052
2010-04-01,6.1,4.4,7.9,10.3,1.0404301593454655
2010-05-01,6.1,4.4,7.9,11.2,1.0615036463771657
2010-06-01,6.1,4.4,7.9,11.2,1.0615036463771657
2010-07-01,6.1,4.4,7.9,11.2,1.0615036463771657
2010-08-01,6.1,4.4,7.9,11.2,1.0615036463771657
2010-09-01,6.1,4.4,7.9,11.2,1.0615036463771657
2010-10-01,0.0,0.0,0.0,0.0,0.0
2010-11-01,0.0,0.0,0.0,1.3,0.03043948126801153
2010-12-01,0.0,0.6,1.1,2.9,0.1419539975409267
2011-01-01,0.0,1.4,1.9,5.3,0.2715428847913992
2011-02-01,2.6,2.2,2.9,7.0,0.5042517992149221
2011-03-01,3.8,3.3,4.6,9.0,0.7264539837241586
2011-04-01,5.0,4.1,5.3,11.1,0.8968671339707429
2011-05-01,5.0,4.1,5.3,12.9,0.9390141080341434
2011-06-01,5.0,4.1,5.3,12.9,0.9390141080341434
2011-07-01,5.0,4.1,5.3,12.9,0.9390141080341434
2011-08-01,5.0,4.1,5.3,12.9,0.9390141080341434
2011-09-01,5.0,4.1,5.3,12.9,0.9390141080341434
2011-10-01,0.0,0.0,0.0,0.0,0.0
2011-11-01,0.0,0.0,0.2,0.4,0.016968333417597792
2011-12-01,0.0,0.6,0.9,1.3,0.09688768141439519
2012-01-01,0.0,1.7,2.7,2.5,0.25250911877766385
2012-02-01,2.4,2.2,3.1,3.7,0.42597636456930954
2012-03-01,3.6,3.1,4.7,5.9,0.6383144853291937
2012-04-01,3.6,3.1,4.7,5.9,0.6383144853291937
2012-05-01,3.6,3.1,4.7,5.9,0.6383144853291937
2012-06-01,3.6,3.1,4.7,5.9,0.6383144853291937
2012-07-01,3.6,3.1,4.7,5.9,0.6383144853291937
2012-08-01,3.6,3.1,4.7,5.9,0.6383144853291937
2012-09-01,3.6,3.1,4.7,5.9,0.6383144853291937
2012-10-01,0.0,0.0,0.0,0.0,0.0
2012-11-01,0.0,0.0,0.0,0.0,0.0
2012-12-01,0.0,0.4,1.0,0.6,0.07355246981462907
2013-01-01,0.0,0.8,2.1,2.3,0.17666259336975731
2013-02-01,1.7,1.5,3.3,3.6,0.36349746090183177
2013-03-01,2.4,2.2,4.4,5.2,0.5105140476338392
2013-04-01,4.0,2.6,4.9,7.6,0.676074214577304
2013-05-01,4.0,2.6,4.9,8.5,0.6971477016090042
2013-06-01,4.0,2.6,4.9,8.5,0.6971477016090042
2013-07-01,4.0,2.6,4.9,8.5,0.6971477016090042
2013-08-01,4.0,2.6,4.9,8.5,0.6971477016090042
2013-09-01,4.0,2.6,4.9,8.5,0.6971477016090042
2013-10-01,0.0,0.0,0.0,0.0,0.0
2013-11-01,0.0,0.3,0.9,0.8,0.06906135170370906
2013-12-01,0.0,1.5,2.0,3.6,0.24091152451615214
2014-01-01,0.0,2.1,2.7,4.6,0.32317237107202734
2014-02-01,3.1,3.4,4.0,7.3,0.6390853114937485
2014-03-01,5.4,4.5,5.1,9.6,0.8928507417116813
2014-04-01,6.2,5.0,6.3,10.7,1.025519274650744
2014-05-01,6.2,5.0,6.3,10.7,1.025519274650744
2014-06-01,6.2,5.0,6.3,10.7,1.025519274650744
2014-07-01,6.2,5.0,6.3,10.7,1.025519274650744
2014-08-01,6.2,5.0,6.3,10.7,1.025519274650744
2014-09-01,6.2,5.0,6.3,10.7,1.025519274650744
2014-10-01,0.0,0.0,0.0,0.0,0.0
2014-11-01,0.0,0.0,0.0,0.0,0.0
2014-12-01,0.0,1.6,2.1,3.0,0.2360366483907609
2015-01-01,0.0,2.7,3.2,7.1,0.43295335683278313
2015-02-01,0.0,3.5,4.0,8.4,0.5367857599333998
2015-03-01,0.0,4.3,6.0,9.9,0.6909151952398913
2015-04-01,6.3,4.3,6.0,10.5,0.9761263099802979
2015-05-01,6.3,4.3,6.0,10.5,0.9761263099802979
2015-06-01,6.3,4.3,6.0,10.5,0.9761263099802979
2015-07-01,6.3,4.3,6.0,10.5,0.9761263099802979
2015-08-01,6.3,4.3,6.0,10.5,0.9761263099802979
