,07M10,06M14,07M20,07M17,327,624,839,basinwide_average
1958-01-01,-999.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1958-02-01,-999.0,0.0,0.0,4.5,-999.0,-999.0,-999.0,0.3196465696465697
1958-03-01,-999.0,5.3,10.1,5.6,-999.0,-999.0,-999.0,1.0686548415399644
1958-04-01,-999.0,7.1,12.1,6.9,-999.0,-999.0,-999.0,1.3381093248783207
1958-05-01,-999.0,7.1,12.1,6.9,-999.0,-999.0,-999.0,1.3381093248783207
1958-06-01,-999.0,7.1,12.1,6.9,-999.0,-999.0,-999.0,1.3381093248783207
1958-07-01,-999.0,7.1,12.1,6.9,-999.0,-999.0,-999.0,1.3381093248783207
1958-08-01,-999.0,7.1,12.1,6.9,-999.0,-999.0,-999.0,1.3381093248783207
1958-09-01,-999.0,7.1,12.1,6.9,-999.0,-999.0,-999.0,1.3381093248783207
1958-10-01,-999.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1958-11-01,-999.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1958-12-01,-999.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1959-01-01,-999.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1959-02-01,-999.0,0.0,0.0,1.6,-999.0,-999.0,-999.0,0.11365211365211365
1959-03-01,-999.0,4.0,7.5,2.0,-999.0,-999.0,-999.0,0.6440336555630347
1959-04-01,-999.0,4.1,8.1,2.1,-999.0,-999.0,-999.0,0.6783182325271504
1959-05-01,-999.0,4.1,8.1,2.1,-999.0,-999.0,-999.0,0.6783182325271504
1959-06-01,-999.0,4.1,8.1,2.1,-999.0,-999.0,-999.0,0.6783182325271504
1959-07-01,-999.0,4.1,8.1,2.1,-999.0,-999.0,-999.0,0.6783182325271504
1959-08-01,-999.0,4.1,8.1,2.1,-999.0,-999.0,-999.0,0.6783182325271504
1959-09-01,-999.0,4.1,8.1,2.1,-999.0,-999.0,-999.0,0.6783182325271504
1959-10-01,-999.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1959-11-01,-999.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1959-12-01,-999.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1960-01-01,-999.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1960-02-01,-999.0,0.0,8.2,3.6,-999.0,-999.0,-999.0,0.5465858074553727
1960-03-01,-999.0,12.0,12.2,5.1,-999.0,-999.0,-999.0,1.5028123743570332
1960-04-01,-999.0,12.0,14.0,5.1,-999.0,-999.0,-999.0,1.5666615686410104
1960-05-01,-999.0,12.0,14.0,5.1,-999.0,-999.0,-999.0,1.5666615686410104
1960-06-01,-999.0,12.0,14.0,5.1,-999.0,-999.0,-999.0,1.5666615686410104
1960-07-01,-999.0,12.0,14.0,5.1,-999.0,-999.0,-999.0,1.5666615686410104
1960-08-01,-999.0,12.0,14.0,5.1,-999.0,-999.0,-999.0,1.5666615686410104
1960-09-01,-999.0,12.0,14.0,5.1,-999.0,-999.0,-999.0,1.5666615686410104
1960-10-01,-999.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1960-11-01,-999.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1960-12-01,-999.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1961-01-01,-999.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1961-02-01,-999.0,0.0,0.0,1.3,-999.0,-999.0,-999.0,0.09234234234234234
1961-03-01,-999.0,3.8,4.1,1.4,-999.0,-999.0,-999.0,0.469013569096914
1961-04-01,-999.0,5.9,8.4,3.4,-999.0,-999.0,-999.0,0.8874706990417506
1961-05-01,-999.0,5.9,8.5,3.4,-999.0,-999.0,-999.0,0.8910178765019715
1961-06-01,-999.0,5.9,8.5,3.4,-999.0,-999.0,-999.0,0.8910178765019715
1961-07-01,-999.0,5.9,8.5,3.4,-999.0,-999.0,-999.0,0.8910178765019715
1961-08-01,-999.0,5.9,8.5,3.4,-999.0,-999.0,-999.0,0.8910178765019715
1961-09-01,-999.0,5.9,8.5,3.4,-999.0,-999.0,-999.0,0.8910178765019715
1961-10-01,-999.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1961-11-01,-999.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1961-12-01,-999.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1962-01-01,-999.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1962-02-01,-999.0,11.1,15.1,6.2,-999.0,-999.0,-999.0,1.6307320529434712
1962-03-01,12.0,11.1,16.1,7.3,-999.0,-999.0,-999.0,1.619053688205381
1962-04-01,18.4,15.6,21.1,7.3,-999.0,-999.0,-999.0,2.1168983906765066
1962-05-01,18.4,15.6,21.1,7.3,-999.0,-999.0,-999.0,2.1168983906765066
1962-06-01,18.4,15.6,21.1,7.3,-999.0,-999.0,-999.0,2.1168983906765066
1962-07-01,18.4,15.6,21.1,7.3,-999.0,-999.0,-999.0,2.1168983906765066
1962-08-01,18.4,15.6,21.1,7.3,-999.0,-999.0,-999.0,2.1168983906765066
1962-09-01,18.4,15.6,21.1,7.3,-999.0,-999.0,-999.0,2.1168983906765066
1962-10-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1962-11-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1962-12-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1963-01-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1963-02-01,4.0,2.3,6.1,1.6,-999.0,-999.0,-999.0,0.45286700332588814
1963-03-01,4.0,4.0,6.1,2.2,-999.0,-999.0,-999.0,0.5600344128095915
1963-04-01,4.0,4.0,8.5,2.2,-999.0,-999.0,-999.0,0.6238836070935685
1963-05-01,4.0,4.0,8.5,2.2,-999.0,-999.0,-999.0,0.6238836070935685
1963-06-01,4.0,4.0,8.5,2.2,-999.0,-999.0,-999.0,0.6238836070935685
1963-07-01,4.0,4.0,8.5,2.2,-999.0,-999.0,-999.0,0.6238836070935685
1963-08-01,4.0,4.0,8.5,2.2,-999.0,-999.0,-999.0,0.6238836070935685
1963-09-01,4.0,4.0,8.5,2.2,-999.0,-999.0,-999.0,0.6238836070935685
1963-10-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1963-11-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1963-12-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1964-01-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1964-02-01,2.6,2.6,3.3,1.6,-999.0,-999.0,-999.0,0.3553874735500354
1964-03-01,2.9,3.8,4.0,2.9,-999.0,-999.0,-999.0,0.5041211815298559
1964-04-01,2.9,4.2,6.9,3.7,-999.0,-999.0,-999.0,0.641586599207803
1964-05-01,2.9,4.2,7.0,3.7,-999.0,-999.0,-999.0,0.6442469823029686
1964-06-01,2.9,4.2,7.0,3.7,-999.0,-999.0,-999.0,0.6442469823029686
1964-07-01,2.9,4.2,7.0,3.7,-999.0,-999.0,-999.0,0.6442469823029686
1964-08-01,2.9,4.2,7.0,3.7,-999.0,-999.0,-999.0,0.6442469823029686
1964-09-01,2.9,4.2,7.0,3.7,-999.0,-999.0,-999.0,0.6442469823029686
1964-10-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1964-11-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1964-12-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1965-01-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1965-02-01,8.3,10.0,11.4,0.0,-999.0,-999.0,-999.0,0.9606220766044752
1965-03-01,9.7,11.2,12.6,7.1,-999.0,-999.0,-999.0,1.4601392874758643
1965-04-01,14.3,11.3,16.1,9.4,-999.0,-999.0,-999.0,1.799347168299461
1965-05-01,14.3,11.3,16.1,9.4,-999.0,-999.0,-999.0,1.799347168299461
1965-06-01,14.3,11.3,16.1,9.4,-999.0,-999.0,-999.0,1.799347168299461
1965-07-01,14.3,11.3,16.1,9.4,-999.0,-999.0,-999.0,1.799347168299461
1965-08-01,14.3,11.3,16.1,9.4,-999.0,-999.0,-999.0,1.799347168299461
1965-09-01,14.3,11.3,16.1,9.4,-999.0,-999.0,-999.0,1.799347168299461
1965-10-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1965-11-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1965-12-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1966-01-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1966-02-01,5.3,7.0,8.0,3.8,-999.0,-999.0,-999.0,0.8622014024611127
1966-03-01,7.5,9.3,8.8,4.9,-999.0,-999.0,-999.0,1.1008110456393672
1966-04-01,7.5,9.3,8.8,4.9,-999.0,-999.0,-999.0,1.1008110456393672
1966-05-01,7.5,9.3,8.8,4.9,-999.0,-999.0,-999.0,1.1008110456393672
1966-06-01,7.5,9.3,8.8,4.9,-999.0,-999.0,-999.0,1.1008110456393672
1966-07-01,7.5,9.3,8.8,4.9,-999.0,-999.0,-999.0,1.1008110456393672
1966-08-01,7.5,9.3,8.8,4.9,-999.0,-999.0,-999.0,1.1008110456393672
1966-09-01,7.5,9.3,8.8,4.9,-999.0,-999.0,-999.0,1.1008110456393672
1966-10-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1966-11-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1966-12-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1967-01-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1967-02-01,4.2,3.5,7.0,4.1,-999.0,-999.0,-999.0,0.6682608002049851
1967-03-01,4.2,3.6,7.3,4.5,-999.0,-999.0,-999.0,0.7019754121249034
1967-04-01,5.0,3.6,7.9,4.5,-999.0,-999.0,-999.0,0.7386576404588476
1967-05-01,5.0,3.6,7.9,4.5,-999.0,-999.0,-999.0,0.7386576404588476
1967-06-01,5.0,3.6,7.9,4.5,-999.0,-999.0,-999.0,0.7386576404588476
1967-07-01,5.0,3.6,7.9,4.5,-999.0,-999.0,-999.0,0.7386576404588476
1967-08-01,5.0,3.6,7.9,4.5,-999.0,-999.0,-999.0,0.7386576404588476
1967-09-01,5.0,3.6,7.9,4.5,-999.0,-999.0,-999.0,0.7386576404588476
1967-10-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1967-11-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1967-12-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1968-01-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1968-02-01,3.7,7.8,9.3,6.5,-999.0,-999.0,-999.0,1.0345770101105216
1968-03-01,8.3,7.8,10.6,6.5,-999.0,-999.0,-999.0,1.1883015864846378
1968-04-01,10.7,7.8,11.0,6.5,-999.0,-999.0,-999.0,1.2611029081541507
1968-05-01,11.4,7.8,11.0,6.5,-999.0,-999.0,-999.0,1.2792328466967318
1968-06-01,11.4,7.8,11.0,6.5,-999.0,-999.0,-999.0,1.2792328466967318
1968-07-01,11.4,7.8,11.0,6.5,-999.0,-999.0,-999.0,1.2792328466967318
1968-08-01,11.4,7.8,11.0,6.5,-999.0,-999.0,-999.0,1.2792328466967318
1968-09-01,11.4,7.8,11.0,6.5,-999.0,-999.0,-999.0,1.2792328466967318
1968-10-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1968-11-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1968-12-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1969-01-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1969-02-01,2.8,2.4,5.7,3.3,-999.0,-999.0,-999.0,0.5061357956919783
1969-03-01,5.4,4.6,8.4,5.1,-999.0,-999.0,-999.0,0.8385210910273059
1969-04-01,10.5,5.1,10.4,5.3,-999.0,-999.0,-999.0,1.0565916474475605
1969-05-01,10.5,5.1,10.4,5.3,-999.0,-999.0,-999.0,1.0565916474475605
1969-06-01,10.5,5.1,10.4,5.3,-999.0,-999.0,-999.0,1.0565916474475605
1969-07-01,10.5,5.1,10.4,5.3,-999.0,-999.0,-999.0,1.0565916474475605
1969-08-01,10.5,5.1,10.4,5.3,-999.0,-999.0,-999.0,1.0565916474475605
1969-09-01,10.5,5.1,10.4,5.3,-999.0,-999.0,-999.0,1.0565916474475605
1969-10-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1969-11-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1969-12-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1970-01-01,0.0,0.0,0.0,1.9,-999.0,-999.0,-999.0,0.10122141372141372
1970-02-01,5.2,3.7,7.0,1.9,-999.0,-999.0,-999.0,0.5858043528542299
1970-03-01,5.2,4.2,7.4,1.9,-999.0,-999.0,-999.0,0.6185643418581418
1970-04-01,8.5,4.9,9.7,1.9,-999.0,-999.0,-999.0,0.7961887025916701
1970-05-01,9.8,4.9,9.7,1.9,-999.0,-999.0,-999.0,0.8298585884564637
1970-06-01,9.8,4.9,9.7,1.9,-999.0,-999.0,-999.0,0.8298585884564637
1970-07-01,9.8,4.9,9.7,1.9,-999.0,-999.0,-999.0,0.8298585884564637
1970-08-01,9.8,4.9,9.7,1.9,-999.0,-999.0,-999.0,0.8298585884564637
1970-09-01,9.8,4.9,9.7,1.9,-999.0,-999.0,-999.0,0.8298585884564637
1970-10-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1970-11-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1970-12-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1971-01-01,2.9,0.0,0.0,1.7,-999.0,-999.0,-999.0,0.16567627345722163
1971-02-01,3.3,1.0,5.0,1.7,-999.0,-999.0,-999.0,0.35329230634347975
1971-03-01,5.6,2.4,6.9,2.3,-999.0,-999.0,-999.0,0.5573057187298633
1971-04-01,5.6,2.4,6.9,2.3,-999.0,-999.0,-999.0,0.5573057187298633
1971-05-01,5.6,2.4,6.9,2.3,-999.0,-999.0,-999.0,0.5573057187298633
1971-06-01,5.6,2.4,6.9,2.3,-999.0,-999.0,-999.0,0.5573057187298633
1971-07-01,5.6,2.4,6.9,2.3,-999.0,-999.0,-999.0,0.5573057187298633
1971-08-01,5.6,2.4,6.9,2.3,-999.0,-999.0,-999.0,0.5573057187298633
1971-09-01,5.6,2.4,6.9,2.3,-999.0,-999.0,-999.0,0.5573057187298633
1971-10-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1971-11-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1971-12-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1972-01-01,10.0,5.2,0.0,5.0,-999.0,-999.0,-999.0,0.755403212290805
1972-02-01,10.4,6.2,11.6,5.4,-999.0,-999.0,-999.0,1.1399143007677708
1972-03-01,10.4,6.4,11.6,5.4,-999.0,-999.0,-999.0,1.1487616834170704
1972-04-01,10.4,6.4,11.6,5.4,-999.0,-999.0,-999.0,1.1487616834170704
1972-05-01,10.4,6.4,11.6,5.4,-999.0,-999.0,-999.0,1.1487616834170704
1972-06-01,10.4,6.4,11.6,5.4,-999.0,-999.0,-999.0,1.1487616834170704
1972-07-01,10.4,6.4,11.6,5.4,-999.0,-999.0,-999.0,1.1487616834170704
1972-08-01,10.4,6.4,11.6,5.4,-999.0,-999.0,-999.0,1.1487616834170704
1972-09-01,10.4,6.4,11.6,5.4,-999.0,-999.0,-999.0,1.1487616834170704
1972-10-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1972-11-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1972-12-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1973-01-01,9.5,4.0,0.0,4.3,-999.0,-999.0,-999.0,0.652076860501064
1973-02-01,10.0,4.4,8.3,4.7,-999.0,-999.0,-999.0,0.9248431501100316
1973-03-01,11.6,5.7,8.3,5.0,-999.0,-999.0,-999.0,1.0397733253387074
1973-04-01,15.2,8.7,12.0,6.6,-999.0,-999.0,-999.0,1.449397008771692
1973-05-01,15.2,8.7,12.0,6.6,-999.0,-999.0,-999.0,1.449397008771692
1973-06-01,15.2,8.7,12.0,6.6,-999.0,-999.0,-999.0,1.449397008771692
1973-07-01,15.2,8.7,12.0,6.6,-999.0,-999.0,-999.0,1.449397008771692
1973-08-01,15.2,8.7,12.0,6.6,-999.0,-999.0,-999.0,1.449397008771692
1973-09-01,15.2,8.7,12.0,6.6,-999.0,-999.0,-999.0,1.449397008771692
1973-10-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1973-11-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1973-12-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1974-01-01,1.6,1.2,0.0,1.6,-999.0,-999.0,-999.0,0.17976324066078264
1974-02-01,4.4,2.8,5.3,3.9,-999.0,-999.0,-999.0,0.5865935451004715
1974-03-01,5.4,2.8,6.0,3.9,-999.0,-999.0,-999.0,0.6311161389703189
1974-04-01,6.3,4.0,6.3,3.9,-999.0,-999.0,-999.0,0.7154915051349322
1974-05-01,6.3,4.0,6.3,3.9,-999.0,-999.0,-999.0,0.7154915051349322
1974-06-01,6.3,4.0,6.3,3.9,-999.0,-999.0,-999.0,0.7154915051349322
1974-07-01,6.3,4.0,6.3,3.9,-999.0,-999.0,-999.0,0.7154915051349322
1974-08-01,6.3,4.0,6.3,3.9,-999.0,-999.0,-999.0,0.7154915051349322
1974-09-01,6.3,4.0,6.3,3.9,-999.0,-999.0,-999.0,0.7154915051349322
1974-10-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1974-11-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1974-12-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1975-01-01,4.0,2.3,4.7,0.0,-999.0,-999.0,-999.0,0.3303825547544831
1975-02-01,7.3,3.2,7.6,5.9,-999.0,-999.0,-999.0,0.847135723527432
1975-03-01,10.0,4.2,11.5,7.0,-999.0,-999.0,-999.0,1.1236592115372195
1975-04-01,14.3,6.4,16.7,10.6,-999.0,-999.0,-999.0,1.6624779058919295
1975-05-01,14.3,8.4,16.7,10.6,-999.0,-999.0,-999.0,1.750951732384925
1975-06-01,14.3,8.4,16.7,10.6,-999.0,-999.0,-999.0,1.750951732384925
1975-07-01,14.3,8.4,16.7,10.6,-999.0,-999.0,-999.0,1.750951732384925
1975-08-01,14.3,8.4,16.7,10.6,-999.0,-999.0,-999.0,1.750951732384925
1975-09-01,14.3,8.4,16.7,10.6,-999.0,-999.0,-999.0,1.750951732384925
1975-10-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1975-11-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1975-12-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1976-01-01,0.0,0.0,5.1,0.0,-999.0,-999.0,-999.0,0.13567953785345088
1976-02-01,5.2,3.2,6.0,2.3,-999.0,-999.0,-999.0,0.5583918365890953
1976-03-01,10.2,4.8,9.5,4.2,-999.0,-999.0,-999.0,0.9530052808541425
1976-04-01,12.1,5.8,10.4,4.2,-999.0,-999.0,-999.0,1.070395475144138
1976-05-01,12.1,5.8,10.4,4.2,-999.0,-999.0,-999.0,1.070395475144138
1976-06-01,12.1,5.8,10.4,4.2,-999.0,-999.0,-999.0,1.070395475144138
1976-07-01,12.1,5.8,10.4,4.2,-999.0,-999.0,-999.0,1.070395475144138
1976-08-01,12.1,5.8,10.4,4.2,-999.0,-999.0,-999.0,1.070395475144138
1976-09-01,12.1,5.8,10.4,4.2,-999.0,-999.0,-999.0,1.070395475144138
1976-10-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1976-11-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1976-12-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1977-01-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1977-02-01,1.0,1.0,1.3,0.1,-999.0,-999.0,-999.0,0.11004924851478234
1977-03-01,1.0,1.0,2.5,1.2,-999.0,-999.0,-999.0,0.2005757167586419
1977-04-01,2.1,2.1,2.5,1.2,-999.0,-999.0,-999.0,0.2777262247538458
1977-05-01,2.1,2.1,2.5,1.2,-999.0,-999.0,-999.0,0.2777262247538458
1977-06-01,2.1,2.1,2.5,1.2,-999.0,-999.0,-999.0,0.2777262247538458
1977-07-01,2.1,2.1,2.5,1.2,-999.0,-999.0,-999.0,0.2777262247538458
1977-08-01,2.1,2.1,2.5,1.2,-999.0,-999.0,-999.0,0.2777262247538458
1977-09-01,2.1,2.1,2.5,1.2,-999.0,-999.0,-999.0,0.2777262247538458
1977-10-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1977-11-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1977-12-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1978-01-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1978-02-01,4.4,2.4,6.2,4.4,-999.0,-999.0,-999.0,0.6194794417955778
1978-03-01,6.0,2.8,6.9,4.4,-999.0,-999.0,-999.0,0.6972367482862368
1978-04-01,9.2,3.0,7.9,4.4,-999.0,-999.0,-999.0,0.8155676809389933
1978-05-01,9.2,3.0,7.9,4.4,-999.0,-999.0,-999.0,0.8155676809389933
1978-06-01,9.2,3.0,7.9,4.4,-999.0,-999.0,-999.0,0.8155676809389933
1978-07-01,9.2,3.0,7.9,4.4,-999.0,-999.0,-999.0,0.8155676809389933
1978-08-01,9.2,3.0,7.9,4.4,-999.0,-999.0,-999.0,0.8155676809389933
1978-09-01,9.2,3.0,7.9,4.4,-999.0,-999.0,-999.0,0.8155676809389933
1978-10-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1978-11-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1978-12-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1979-01-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1979-02-01,16.9,10.4,16.2,10.7,-999.0,-999.0,-999.0,1.8987908579591226
1979-03-01,17.3,10.7,16.9,10.9,-999.0,-999.0,-999.0,1.9516994641355927
1979-04-01,21.7,13.9,22.9,13.4,-999.0,-999.0,-999.0,2.5000262566166236
1979-05-01,21.7,13.9,22.9,13.4,-999.0,-999.0,-999.0,2.5000262566166236
1979-06-01,21.7,13.9,22.9,13.4,-999.0,-999.0,-999.0,2.5000262566166236
1979-07-01,21.7,13.9,22.9,13.4,-999.0,-999.0,-999.0,2.5000262566166236
1979-08-01,21.7,13.9,22.9,13.4,-999.0,-999.0,-999.0,2.5000262566166236
1979-09-01,21.7,13.9,22.9,13.4,-999.0,-999.0,-999.0,2.5000262566166236
1979-10-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1979-11-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1979-12-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1980-01-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1980-02-01,8.2,4.1,6.5,3.8,-999.0,-999.0,-999.0,0.7691183530094765
1980-03-01,10.2,5.9,9.9,6.3,-999.0,-999.0,-999.0,1.1241837171822524
1980-04-01,13.6,6.2,11.4,7.0,-999.0,-999.0,-999.0,1.3027123388683244
1980-05-01,13.6,6.2,11.4,7.0,-999.0,-999.0,-999.0,1.3027123388683244
1980-06-01,13.6,6.2,11.4,7.0,-999.0,-999.0,-999.0,1.3027123388683244
1980-07-01,13.6,6.2,11.4,7.0,-999.0,-999.0,-999.0,1.3027123388683244
1980-08-01,13.6,6.2,11.4,7.0,-999.0,-999.0,-999.0,1.3027123388683244
1980-09-01,13.6,6.2,11.4,7.0,0.0,0.0,-999.0,0.8684748925788829
1980-10-01,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
1980-11-01,0.0,0.0,0.0,0.0,0.0,3.4,-999.0,0.029672110709387856
1980-12-01,0.0,0.0,0.0,0.0,0.0,5.4,-999.0,0.047126293479616006
1981-01-01,0.0,0.0,0.0,0.0,0.0,6.7,-999.0,0.05847151228026431
1981-02-01,2.8,1.3,2.4,0.3,0.0,8.0,-999.0,0.20972290718563094
1981-03-01,3.0,1.6,2.7,0.3,0.0,9.4,-999.0,0.23956230559157998
1981-04-01,5.7,2.7,6.0,2.0,0.0,14.8,-999.0,0.4846549575565961
1981-05-01,5.7,2.7,6.0,2.0,0.0,14.8,-999.0,0.4846549575565961
1981-06-01,5.7,2.7,6.0,2.0,0.0,14.8,-999.0,0.4846549575565961
1981-07-01,5.7,2.7,6.0,2.0,0.0,14.8,-999.0,0.4846549575565961
1981-08-01,5.7,2.7,6.0,2.0,0.0,14.8,-999.0,0.4846549575565961
1981-09-01,5.7,2.7,6.0,2.0,0.0,14.8,-999.0,0.4846549575565961
1981-10-01,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
1981-11-01,0.0,0.0,0.0,0.0,0.0,5.9,-999.0,0.05148983917217304
1981-12-01,0.0,0.0,0.0,0.0,0.0,8.4,-999.0,0.07330756763495823
1982-01-01,0.0,0.0,0.0,0.0,0.0,9.5,-999.0,0.08290736815858371
1982-02-01,3.6,2.0,4.8,1.9,0.0,13.9,-999.0,0.395062112063511
1982-03-01,5.8,3.2,6.7,2.7,0.0,15.8,-999.0,0.5471308684762951
1982-04-01,8.7,3.6,8.5,2.7,0.0,21.6,-999.0,0.691542269444807
1982-05-01,8.7,3.6,8.5,2.7,0.0,24.1,-999.0,0.7133599979075922
1982-06-01,8.7,3.6,8.5,2.7,0.0,24.1,-999.0,0.7133599979075922
1982-07-01,8.7,3.6,8.5,2.7,0.0,24.1,-999.0,0.7133599979075922
1982-08-01,8.7,3.6,8.5,2.7,0.0,24.1,-999.0,0.7133599979075922
1982-09-01,8.7,3.6,8.5,2.7,0.0,24.1,-999.0,0.7133599979075922
1982-10-01,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
1982-11-01,0.0,0.0,0.0,0.0,1.9,1.1,-999.0,0.023830487448513137
1982-12-01,0.0,0.0,0.0,0.0,10.7,6.7,-999.0,0.13861274917305266
1983-01-01,0.0,0.0,0.0,0.0,13.2,8.6,-999.0,0.1739188108638321
1983-02-01,5.9,2.6,5.0,2.8,14.2,10.0,-999.0,0.56030191427284
1983-03-01,7.7,3.5,5.5,3.2,18.8,12.4,-999.0,0.6963966760751795
1983-04-01,8.8,3.9,7.3,4.0,25.5,16.1,-999.0,0.8699962149018434
1983-05-01,8.8,4.5,8.4,4.0,29.1,17.8,-999.0,0.9489999183914021
1983-06-01,8.8,4.5,8.4,4.0,29.1,17.8,-999.0,0.9489999183914021
1983-07-01,8.8,4.5,8.4,4.0,29.1,17.8,-999.0,0.9489999183914021
