,06J10,1061,426,457,467,1252,940,709,825,basinwide_average
1969-07-01,15.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9723987652079172
1969-08-01,15.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9723987652079172
1969-09-01,15.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9723987652079172
1969-10-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1969-11-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1969-12-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1970-01-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1970-02-01,12.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8135100780824406
1970-03-01,15.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9851098601779553
1970-04-01,18.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1503540947884512
1970-05-01,18.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1503540947884512
1970-06-01,18.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1503540947884512
1970-07-01,18.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1503540947884512
1970-08-01,18.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1503540947884512
1970-09-01,18.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1503540947884512
1970-10-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1970-11-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1970-12-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1971-01-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1971-02-01,16.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0677319774832033
1971-03-01,16.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0677319774832033
1971-04-01,19.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.2583984020337753
1971-05-01,19.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.2583984020337753
1971-06-01,19.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.2583984020337753
1971-07-01,19.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.2583984020337753
1971-08-01,19.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.2583984020337753
1971-09-01,19.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.2583984020337753
1971-10-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1971-11-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1971-12-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1972-01-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1972-02-01,9.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6228436535318685
1972-03-01,12.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8071545305974214
1972-04-01,12.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8071545305974214
1972-05-01,12.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8071545305974214
1972-06-01,12.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8071545305974214
1972-07-01,12.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8071545305974214
1972-08-01,12.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8071545305974214
1972-09-01,12.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8071545305974214
1972-10-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1972-11-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1972-12-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1973-01-01,9.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.578354821136735
1973-02-01,10.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6927546758670783
1973-03-01,12.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.769021245687307
1973-04-01,14.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9342654802978028
1973-05-01,18.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1694207372435081
1973-06-01,18.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1694207372435081
1973-07-01,18.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1694207372435081
1973-08-01,18.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1694207372435081
1973-09-01,18.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1694207372435081
1973-10-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1973-11-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1973-12-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1974-01-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1974-02-01,13.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8262211730524787
1974-03-01,17.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0867986199382604
1974-04-01,20.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.2711094970038133
1974-05-01,20.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.3283094243689848
1974-06-01,20.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.3283094243689848
1974-07-01,20.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.3283094243689848
1974-08-01,20.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.3283094243689848
1974-09-01,20.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.3283094243689848
1974-10-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1974-11-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1974-12-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1975-01-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1975-02-01,13.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8516433629925549
1975-03-01,16.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0232431450880697
1975-04-01,18.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1694207372435081
1975-05-01,18.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1694207372435081
1975-06-01,18.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1694207372435081
1975-07-01,18.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1694207372435081
1975-08-01,18.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1694207372435081
1975-09-01,18.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1694207372435081
1975-10-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1975-11-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1975-12-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1976-01-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1976-02-01,8.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.5656437261666969
1976-03-01,11.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7118213183221354
1976-04-01,12.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8007989831124024
1976-05-01,12.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8007989831124024
1976-06-01,12.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8007989831124024
1976-07-01,12.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8007989831124024
1976-08-01,12.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8007989831124024
1976-09-01,12.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8007989831124024
1976-10-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1976-11-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1976-12-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1977-01-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1977-02-01,4.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.27328854185581986
1977-03-01,6.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.4003994915562012
1977-04-01,9.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6164881060468494
1977-05-01,9.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6164881060468494
1977-06-01,9.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6164881060468494
1977-07-01,9.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6164881060468494
1977-08-01,9.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6164881060468494
1977-09-01,9.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6164881060468494
1977-10-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1977-11-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1977-12-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1978-01-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1978-02-01,13.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8834211004176502
1978-03-01,16.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0740875249682222
1978-04-01,21.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.347376066824042
1978-05-01,21.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.347376066824042
1978-06-01,21.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.347376066824042
1978-07-01,21.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.347376066824042
1978-08-01,21.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.347376066824042
1978-09-01,21.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.347376066824042
1978-10-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1978-11-01,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,0.0
1978-12-01,0.0,-999.0,-999.0,-999.0,2.2,-999.0,-999.0,-999.0,0.0,0.03796844181459566
1979-01-01,0.0,-999.0,-999.0,-999.0,9.2,-999.0,-999.0,-999.0,0.0,0.1587771203155818
1979-02-01,12.2,-999.0,-999.0,-999.0,15.7,-999.0,-999.0,-999.0,0.0,0.5294155385525111
1979-03-01,15.9,-999.0,-999.0,-999.0,20.6,-999.0,-999.0,-999.0,0.0,0.6923666991517697
1979-04-01,19.5,-999.0,-999.0,-999.0,27.4,-999.0,-999.0,-999.0,0.0,0.8859902709443851
1979-05-01,19.5,-999.0,-999.0,-999.0,27.4,-999.0,-999.0,-999.0,0.0,0.8859902709443851
1979-06-01,19.5,-999.0,-999.0,-999.0,27.4,-999.0,-999.0,-999.0,0.0,0.8859902709443851
1979-07-01,19.5,-999.0,-999.0,-999.0,27.4,-999.0,-999.0,-999.0,0.0,0.8859902709443851
1979-08-01,19.5,-999.0,-999.0,-999.0,27.4,-999.0,-999.0,-999.0,0.0,0.8859902709443851
1979-09-01,19.5,-999.0,-999.0,-999.0,27.4,-999.0,-999.0,-999.0,0.0,0.8859902709443851
1979-10-01,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,0.0
1979-11-01,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,1.1,0.007704586916862132
1979-12-01,0.0,-999.0,-999.0,-999.0,3.6,-999.0,-999.0,-999.0,9.7,0.13007062578166806
1980-01-01,0.0,-999.0,-999.0,-999.0,4.3,-999.0,-999.0,-999.0,12.0,0.15826108445793294
1980-02-01,12.0,-999.0,-999.0,-999.0,15.1,-999.0,-999.0,-999.0,29.8,0.7235477410577524
1980-03-01,16.7,-999.0,-999.0,-999.0,21.1,-999.0,-999.0,-999.0,40.1,0.9988112310692333
1980-04-01,20.3,-999.0,-999.0,-999.0,26.6,-999.0,-999.0,-999.0,51.6,1.2505468595567824
1980-05-01,20.3,-999.0,-999.0,-999.0,26.6,-999.0,-999.0,-999.0,54.9,1.2736606203073688
1980-06-01,20.3,-999.0,-999.0,-999.0,26.6,-999.0,-999.0,-999.0,54.9,1.2736606203073688
1980-07-01,20.3,-999.0,-999.0,-999.0,26.6,-999.0,-999.0,-999.0,54.9,1.2736606203073688
1980-08-01,20.3,-999.0,-999.0,0.0,26.6,-999.0,-999.0,-999.0,54.9,0.9552454652305267
1980-09-01,20.3,-999.0,-999.0,0.0,26.6,-999.0,-999.0,-999.0,54.9,0.9552454652305267
1980-10-01,0.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0
1980-11-01,0.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,3.1,0.016284695074276778
1980-12-01,0.0,-999.0,-999.0,0.9,1.2,-999.0,-999.0,-999.0,4.5,0.049693831435580274
1981-01-01,0.0,-999.0,-999.0,2.6,2.6,-999.0,-999.0,-999.0,8.8,0.11027887350069315
1981-02-01,3.3,-999.0,-999.0,2.8,4.4,-999.0,-999.0,-999.0,10.7,0.19833016864288291
1981-03-01,5.8,-999.0,-999.0,7.1,6.4,-999.0,-999.0,-999.0,15.1,0.33732647326871973
1981-04-01,10.9,-999.0,-999.0,14.1,11.6,-999.0,-999.0,-999.0,23.8,0.6132090435825232
1981-05-01,10.9,-999.0,-999.0,14.1,11.6,-999.0,-999.0,-999.0,23.8,0.6132090435825232
1981-06-01,10.9,-999.0,-999.0,14.1,11.6,-999.0,-999.0,-999.0,28.7,0.6389493680547671
1981-07-01,10.9,-999.0,-999.0,14.1,11.6,-999.0,-999.0,-999.0,28.7,0.6389493680547671
1981-08-01,10.9,-999.0,-999.0,14.1,11.6,-999.0,-999.0,-999.0,28.7,0.6389493680547671
1981-09-01,10.9,-999.0,-999.0,14.1,11.6,-999.0,-999.0,-999.0,28.7,0.6389493680547671
1981-10-01,0.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0
1981-11-01,0.0,-999.0,-999.0,1.1,0.3,-999.0,-999.0,-999.0,6.7,0.05193957320728628
1981-12-01,0.0,-999.0,-999.0,1.1,1.1,-999.0,-999.0,-999.0,12.2,0.09118680373131807
1982-01-01,0.0,-999.0,-999.0,11.9,8.5,-999.0,-999.0,-999.0,30.4,0.4088443096118616
1982-02-01,14.6,-999.0,-999.0,19.3,15.1,-999.0,-999.0,-999.0,40.3,0.8647727267628667
1982-03-01,16.8,-999.0,-999.0,22.1,16.6,-999.0,-999.0,-999.0,42.1,0.9613353233279223
1982-04-01,21.4,-999.0,-999.0,28.5,24.6,-999.0,-999.0,-999.0,53.4,1.2721593851470574
1982-05-01,21.4,-999.0,-999.0,28.5,24.6,-999.0,-999.0,-999.0,58.1,1.2968490841306384
1982-06-01,21.4,-999.0,-999.0,28.5,24.6,-999.0,-999.0,-999.0,58.2,1.2973743968749698
1982-07-01,21.4,-999.0,-999.0,28.5,24.6,-999.0,-999.0,-999.0,58.2,1.2973743968749698
1982-08-01,21.4,-999.0,-999.0,28.5,24.6,-999.0,-999.0,-999.0,58.2,1.2973743968749698
1982-09-01,21.4,-999.0,-999.0,28.5,24.6,-999.0,-999.0,-999.0,58.2,1.2973743968749698
1982-10-01,0.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0
1982-11-01,0.0,-999.0,-999.0,2.2,1.1,-999.0,-999.0,-999.0,7.6,0.0798829007344693
1982-12-01,0.0,-999.0,-999.0,6.6,3.9,-999.0,-999.0,-999.0,16.1,0.21221902052254593
1983-01-01,0.0,-999.0,-999.0,10.9,6.5,-999.0,-999.0,-999.0,24.0,0.33764537160796554
1983-02-01,8.9,-999.0,-999.0,14.1,10.2,-999.0,-999.0,-999.0,27.3,0.5816959504338827
1983-03-01,11.4,-999.0,-999.0,19.6,12.8,-999.0,-999.0,-999.0,34.0,0.7545703384513122
1983-04-01,17.8,-999.0,-999.0,26.2,18.1,-999.0,-999.0,-999.0,44.5,1.0571819068267467
1983-05-01,18.3,-999.0,-999.0,28.3,20.3,-999.0,-999.0,-999.0,55.5,1.1759389060650163
1983-06-01,18.3,-999.0,-999.0,28.3,20.3,-999.0,-999.0,-999.0,59.5,1.1969514158382766
1983-07-01,18.3,-999.0,-999.0,28.3,20.3,-999.0,-999.0,-999.0,59.5,1.1969514158382766
1983-08-01,18.3,-999.0,-999.0,28.3,20.3,-999.0,-999.0,-999.0,59.5,1.1969514158382766
1983-09-01,18.3,-999.0,-999.0,28.3,20.3,-999.0,-999.0,-999.0,59.5,1.1969514158382766
1983-10-01,0.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0
1983-11-01,0.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,5.0,0.02626563721657545
1983-12-01,0.0,-999.0,-999.0,7.8,4.7,-999.0,-999.0,-999.0,19.3,0.2534136760095719
1984-01-01,0.0,-999.0,-999.0,20.1,13.1,-999.0,-999.0,-999.0,39.8,0.6136341845952622
1984-02-01,16.2,-999.0,-999.0,21.5,14.6,-999.0,-999.0,-999.0,40.9,0.912595866162609
1984-03-01,18.0,-999.0,-999.0,25.1,17.6,-999.0,-999.0,-999.0,42.7,1.031571674437764
1984-04-01,24.0,-999.0,-999.0,31.8,21.5,-999.0,-999.0,-999.0,50.3,1.295641458807636
1984-05-01,24.5,-999.0,-999.0,35.3,24.1,-999.0,-999.0,-999.0,58.8,1.4228110419935724
1984-06-01,24.5,-999.0,-999.0,35.3,24.1,-999.0,-999.0,-999.0,58.8,1.4228110419935724
1984-07-01,24.5,-999.0,-999.0,35.3,24.1,-999.0,-999.0,-999.0,58.8,1.4228110419935724
1984-08-01,24.5,-999.0,-999.0,35.3,24.1,-999.0,-999.0,-999.0,58.8,1.4228110419935724
1984-09-01,24.5,-999.0,-999.0,35.3,24.1,-999.0,-999.0,-999.0,58.8,1.4228110419935724
1984-10-01,0.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0
1984-11-01,0.0,-999.0,-999.0,2.6,1.9,-999.0,-999.0,-999.0,5.9,0.08598415302750542
1984-12-01,0.0,-999.0,-999.0,8.9,5.9,-999.0,-999.0,-999.0,18.1,0.27550295069869263
1985-01-01,0.0,-999.0,-999.0,13.4,10.7,-999.0,-999.0,-999.0,28.0,0.4422501577121256
1985-02-01,10.0,-999.0,-999.0,17.3,13.0,-999.0,-999.0,-999.0,33.8,0.7069739528365128
1985-03-01,12.1,-999.0,-999.0,19.8,15.2,-999.0,-999.0,-999.0,36.8,0.8138046618292107
1985-04-01,13.8,-999.0,-999.0,25.1,20.3,-999.0,-999.0,-999.0,45.8,1.016071345771412
1985-05-01,13.8,-999.0,-999.0,25.1,20.3,-999.0,-999.0,-999.0,51.3,1.0449635467096448
1985-06-01,13.8,-999.0,-999.0,25.1,20.3,-999.0,-999.0,-999.0,51.3,1.0449635467096448
1985-07-01,13.8,-999.0,-999.0,25.1,20.3,-999.0,-999.0,-999.0,51.3,1.0449635467096448
1985-08-01,13.8,-999.0,-999.0,25.1,20.3,-999.0,-999.0,-999.0,51.3,1.0449635467096448
1985-09-01,13.8,-999.0,-999.0,25.1,20.3,-999.0,-999.0,-999.0,51.3,1.0449635467096448
1985-10-01,0.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0
1985-11-01,0.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,6.7,0.0351959538702111
1985-12-01,0.0,-999.0,-999.0,9.2,7.6,-999.0,-999.0,-999.0,27.4,0.3498688783120001
1986-01-01,0.0,-999.0,-999.0,11.8,10.6,-999.0,-999.0,-999.0,35.4,0.4611227646509406
1986-02-01,9.8,-999.0,-999.0,14.1,13.9,-999.0,-999.0,-999.0,39.0,0.7053495351962817
1986-03-01,13.6,-999.0,-999.0,22.3,20.1,-999.0,-999.0,-999.0,55.5,1.028524375306498
1986-04-01,14.4,-999.0,-999.0,24.1,22.5,-999.0,-999.0,-999.0,60.4,1.119085310630105
1986-05-01,14.4,-999.0,-999.0,24.1,22.5,-999.0,-999.0,-999.0,70.3,1.1710912723189244
1986-06-01,14.4,-999.0,-999.0,24.1,22.5,-999.0,-999.0,-999.0,70.3,1.1710912723189244
1986-07-01,14.4,-999.0,-999.0,24.1,22.5,-999.0,-999.0,-999.0,70.3,1.1710912723189244
1986-08-01,14.4,-999.0,-999.0,24.1,22.5,-999.0,-999.0,-999.0,70.3,1.1710912723189244
1986-09-01,14.4,-999.0,-999.0,24.1,22.5,-999.0,-999.0,-999.0,70.3,1.1710912723189244
1986-10-01,0.0,-999.0,-999.0,0.4,1.0,-999.0,-999.0,-999.0,3.3,0.03495564690606127
1986-11-01,0.0,-999.0,0.5,0.4,1.8,-999.0,-999.0,2.8,9.5,0.07602517387709913
1986-12-01,0.0,-999.0,1.1,2.9,3.9,-999.0,-999.0,7.5,19.8,0.1868681634457905
1987-01-01,0.0,-999.0,3.8,3.4,4.7,-999.0,-999.0,7.5,19.8,0.23487680384327617
1987-02-01,5.8,-999.0,5.3,7.4,6.9,-999.0,-999.0,10.0,25.3,0.40177787866179204
1987-03-01,7.9,-999.0,7.2,9.8,9.3,-999.0,-999.0,13.5,28.5,0.5223471204580451
1987-04-01,11.5,-999.0,9.2,14.2,13.3,-999.0,-999.0,18.1,34.8,0.7071978740269635
1987-05-01,11.5,-999.0,9.2,14.2,13.3,-999.0,-999.0,18.1,36.8,0.7142020439513836
1987-06-01,11.5,-999.0,9.2,14.2,13.3,-999.0,-999.0,18.1,36.8,0.7142020439513836
1987-07-01,11.5,-999.0,9.2,14.2,13.3,-999.0,-999.0,18.1,36.8,0.7142020439513836
1987-08-01,11.5,-999.0,9.2,14.2,13.3,-999.0,-999.0,18.1,36.8,0.7142020439513836
1987-09-01,11.5,-999.0,9.2,14.2,13.3,-999.0,-999.0,18.1,36.8,0.7142020439513836
1987-10-01,0.0,-999.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0
1987-11-01,0.0,-999.0,0.0,0.0,0.0,-999.0,-999.0,0.2,1.3,0.005782333834796631
1987-12-01,0.0,-999.0,0.5,3.5,0.6,-999.0,-999.0,2.7,6.8,0.07976182323254831
1988-01-01,0.0,-999.0,3.2,9.5,6.1,-999.0,-999.0,7.1,17.0,0.27396892137660883
1988-02-01,11.2,-999.0,7.6,17.1,12.4,-999.0,-999.0,13.8,29.3,0.6511094449854194
1988-03-01,13.4,-999.0,10.5,22.8,16.5,-999.0,-999.0,18.8,38.6,0.857494234226554
1988-04-01,16.2,-999.0,15.5,25.6,20.6,-999.0,-999.0,25.3,47.7,1.0850927444780927
1988-05-01,16.2,-999.0,15.5,25.6,20.6,-999.0,-999.0,25.3,53.8,1.1064554627475742
1988-06-01,16.2,-999.0,15.5,25.6,20.6,-999.0,-999.0,25.3,53.8,1.1064554627475742
1988-07-01,16.2,-999.0,15.5,25.6,20.6,-999.0,-999.0,25.3,53.8,1.1064554627475742
1988-08-01,16.2,-999.0,15.5,25.6,20.6,-999.0,-999.0,25.3,53.8,1.1064554627475742
1988-09-01,16.2,-999.0,15.5,25.6,20.6,-999.0,-999.0,25.3,53.8,1.1064554627475742
1988-10-01,0.0,-999.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0
1988-11-01,0.0,-999.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0
1988-12-01,0.0,-999.0,3.1,5.7,4.1,-999.0,-999.0,6.5,12.8,0.2073167487066505
1989-01-01,0.0,-999.0,5.7,9.7,7.7,-999.0,-999.0,10.2,22.6,0.3624573225599579
1989-02-01,8.4,-999.0,6.8,13.1,9.4,-999.0,-999.0,13.6,28.2,0.5482791601889627
1989-03-01,13.1,-999.0,10.1,19.0,14.9,-999.0,-999.0,19.1,35.9,0.7977681557685204
1989-04-01,13.1,-999.0,10.1,20.6,18.8,-999.0,-999.0,24.6,46.5,0.9148295172086854
1989-05-01,13.1,-999.0,10.1,20.6,18.8,-999.0,-999.0,24.6,48.7,0.9225341041255476
1989-06-01,13.1,-999.0,10.1,20.6,18.8,-999.0,-999.0,24.6,48.7,0.9225341041255476
1989-07-01,13.1,-999.0,10.1,20.6,18.8,-999.0,-999.0,24.6,48.7,0.9225341041255476
1989-08-01,13.1,-999.0,10.1,20.6,18.8,-999.0,-999.0,24.6,48.7,0.9225341041255476
1989-09-01,13.1,-999.0,10.1,20.6,18.8,-999.0,-999.0,24.6,48.7,0.9225341041255476
1989-10-01,0.0,-999.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0
