,05K13,05K29,602,basinwide_average
1993-10-01,0.0,0.0,0.0,0.0
1993-11-01,0.0,0.0,3.3,0.049107142857142856
1993-12-01,0.0,0.0,6.2,0.09226190476190477
1994-01-01,0.0,0.0,7.9,0.11755952380952382
1994-02-01,6.9,2.7,11.5,0.4390106584769573
1994-03-01,11.1,5.0,14.6,0.6741127633458485
1994-04-01,12.5,6.6,17.8,0.8176151654298892
1994-05-01,12.5,6.6,19.1,0.8369604035251273
1994-06-01,12.5,6.6,19.1,0.8369604035251273
1994-07-01,12.5,6.6,19.1,0.8369604035251273
1994-08-01,12.5,6.6,19.1,0.8369604035251273
1994-09-01,12.5,6.6,19.1,0.8369604035251273
1994-10-01,0.0,0.0,0.0,0.0
1994-11-01,0.0,0.0,1.6,0.02380952380952381
1994-12-01,0.0,0.0,3.8,0.05654761904761905
1995-01-01,0.0,0.0,4.6,0.06845238095238095
1995-02-01,4.0,1.9,7.2,0.2756498336735999
1995-03-01,8.2,5.0,13.2,0.5854839519375058
1995-04-01,11.1,6.6,17.2,0.7759577425168306
1995-05-01,14.5,10.1,24.3,1.0992473332966322
1995-06-01,14.5,10.1,31.0,1.1989497142490133
1995-07-01,14.5,10.1,31.0,1.1989497142490133
1995-08-01,14.5,10.1,31.0,1.1989497142490133
1995-09-01,14.5,10.1,31.0,1.1989497142490133
1995-10-01,0.0,0.0,0.0,0.0
1995-11-01,0.0,0.0,2.4,0.03571428571428572
1995-12-01,0.0,0.0,8.4,0.12500000000000003
1996-01-01,0.0,0.0,12.0,0.17857142857142858
1996-02-01,11.7,6.1,20.0,0.8119152776382977
1996-03-01,17.4,8.9,25.0,1.1300936008029288
1996-04-01,20.4,10.1,28.7,1.3026522550288757
1996-05-01,20.4,10.7,30.1,1.347168526979899
1996-06-01,20.4,10.7,30.1,1.347168526979899
1996-07-01,20.4,10.7,30.1,1.347168526979899
1996-08-01,20.4,10.7,30.1,1.347168526979899
1996-09-01,20.4,10.7,30.1,1.347168526979899
1996-10-01,0.0,0.0,1.2,0.01785714285714286
1996-11-01,0.0,0.0,3.0,0.044642857142857144
1996-12-01,0.0,0.0,6.7,0.09970238095238097
1997-01-01,0.0,0.0,14.7,0.21875
1997-02-01,12.0,6.9,19.6,0.8445534734942743
1997-03-01,14.1,6.9,20.8,0.911503893578148
1997-04-01,14.4,8.0,22.6,0.9887216539810645
1997-05-01,17.5,11.8,29.4,1.312375103037321
1997-06-01,17.5,11.8,29.4,1.312375103037321
1997-07-01,17.5,11.8,29.4,1.312375103037321
1997-08-01,17.5,11.8,29.4,1.312375103037321
1997-09-01,17.5,11.8,29.4,1.312375103037321
1997-10-01,0.0,0.0,0.0,0.0
1997-11-01,0.0,0.0,2.6,0.0386904761904762
1997-12-01,0.0,0.0,5.5,0.0818452380952381
1998-01-01,0.0,0.0,7.3,0.10863095238095238
1998-02-01,8.6,5.4,11.0,0.5778855828686763
1998-03-01,10.7,5.9,13.9,0.689869404181577
1998-04-01,13.1,8.4,17.2,0.8937620604905957
1998-05-01,14.2,10.6,19.6,1.0420293139694596
1998-06-01,14.2,10.6,19.6,1.0420293139694596
1998-07-01,14.2,10.6,19.6,1.0420293139694596
1998-08-01,14.2,10.6,19.6,1.0420293139694596
1998-09-01,14.2,10.6,19.6,1.0420293139694596
1998-10-01,0.0,0.0,0.0,0.0
1998-11-01,0.0,0.0,2.3,0.03422619047619047
1998-12-01,0.0,0.0,4.0,0.05952380952380953
1999-01-01,0.0,0.0,5.7,0.08482142857142859
1999-02-01,5.8,2.3,11.5,0.397506506565448
1999-03-01,7.5,3.3,14.6,0.5228512001118082
1999-04-01,7.7,5.3,16.5,0.6347436885733195
1999-05-01,9.8,8.1,22.8,0.8881073460159357
1999-06-01,9.8,8.1,22.8,0.8881073460159357
1999-07-01,9.8,8.1,22.8,0.8881073460159357
1999-08-01,9.8,8.1,22.8,0.8881073460159357
1999-09-01,9.8,8.1,22.8,0.8881073460159357
1999-10-01,0.0,0.0,0.2,0.0029761904761904765
1999-11-01,0.0,0.0,2.0,0.029761904761904764
1999-12-01,0.0,0.0,3.3,0.049107142857142856
2000-01-01,0.0,0.0,6.1,0.09077380952380952
2000-02-01,6.7,2.6,11.3,0.4274117613524156
2000-03-01,9.0,4.7,15.4,0.6250827787150347
2000-04-01,11.7,6.4,19.6,0.8178043659947618
2000-05-01,11.7,6.4,21.6,0.8475662707566666
2000-06-01,11.7,6.4,21.6,0.8475662707566666
2000-07-01,11.7,6.4,21.6,0.8475662707566666
2000-08-01,11.7,6.4,21.6,0.8475662707566666
2000-09-01,11.7,6.4,21.6,0.8475662707566666
2000-10-01,0.0,0.0,0.0,0.0
2000-11-01,0.0,0.0,0.8,0.011904761904761906
2000-12-01,0.0,0.0,3.4,0.0505952380952381
2001-01-01,0.0,0.0,7.7,0.11458333333333336
2001-02-01,6.2,2.4,8.9,0.37211428723539264
2001-03-01,7.1,3.4,12.3,0.48322106564776
2001-04-01,11.0,5.8,17.2,0.7420427159205428
2001-05-01,11.0,5.8,19.2,0.7718046206824475
2001-06-01,11.0,5.8,19.2,0.7718046206824475
2001-07-01,11.0,5.8,19.2,0.7718046206824475
2001-08-01,11.0,5.8,19.2,0.7718046206824475
2001-09-01,11.0,5.8,19.2,0.7718046206824475
2001-10-01,0.0,0.0,0.0,0.0
2001-11-01,0.0,0.0,1.2,0.01785714285714286
2001-12-01,0.0,0.0,3.3,0.049107142857142856
2002-01-01,0.0,0.0,5.1,0.07589285714285714
2002-02-01,4.8,2.4,5.8,0.293254483369953
2002-03-01,6.3,2.7,8.1,0.37438876974551033
2002-04-01,6.9,2.8,10.0,0.42063638634181033
2002-05-01,6.9,2.8,10.0,0.42063638634181033
2002-06-01,6.9,2.8,10.0,0.42063638634181033
2002-07-01,6.9,2.8,10.0,0.42063638634181033
2002-08-01,6.9,2.8,10.0,0.42063638634181033
2002-09-01,6.9,2.8,10.0,0.42063638634181033
2002-10-01,0.0,0.0,0.2,0.0029761904761904765
2002-11-01,0.0,0.0,1.6,0.02380952380952381
2002-12-01,0.0,0.0,5.7,0.08482142857142859
2003-01-01,0.0,0.0,6.8,0.1011904761904762
2003-02-01,6.8,3.4,8.2,0.4151958355677509
2003-03-01,10.2,5.3,12.2,0.6291999709860944
2003-04-01,16.3,10.4,19.9,1.0876925640379131
2003-05-01,16.3,10.9,24.3,1.1729045366955118
2003-06-01,16.3,10.9,24.3,1.1729045366955118
2003-07-01,16.3,10.9,24.3,1.1729045366955118
2003-08-01,16.3,10.9,24.3,1.1729045366955118
2003-09-01,16.3,10.9,24.3,1.1729045366955118
2003-10-01,0.0,0.0,0.0,0.0
2003-11-01,0.0,0.0,0.0,0.0
2003-12-01,0.0,0.0,3.8,0.05654761904761905
2004-01-01,0.0,0.0,6.0,0.08928571428571429
2004-02-01,5.5,2.3,8.5,0.3458503241044864
2004-03-01,7.6,3.7,11.1,0.4888942676296361
2004-04-01,7.6,3.7,13.1,0.5186561723915408
2004-05-01,7.6,3.7,16.6,0.5707395057248742
2004-06-01,7.6,3.7,16.6,0.5707395057248742
2004-07-01,7.6,3.7,16.6,0.5707395057248742
2004-08-01,7.6,3.7,16.6,0.5707395057248742
2004-09-01,7.6,3.7,16.6,0.5707395057248742
2004-10-01,0.0,0.0,0.7,0.010416666666666666
2004-11-01,0.0,0.0,3.0,0.044642857142857144
2004-12-01,0.0,0.0,5.4,0.08035714285714286
2005-01-01,0.0,0.0,7.5,0.11160714285714286
2005-02-01,7.0,4.0,10.4,0.4762924196356055
2005-03-01,9.5,5.9,12.2,0.6365184838615404
2005-04-01,12.3,6.9,15.6,0.7920429892885692
2005-05-01,12.3,6.9,18.9,0.841150132145712
2005-06-01,12.3,6.9,18.9,0.841150132145712
2005-07-01,12.3,6.9,18.9,0.841150132145712
2005-08-01,12.3,6.9,18.9,0.841150132145712
2005-09-01,12.3,6.9,18.9,0.841150132145712
2005-10-01,0.0,0.0,0.0,0.0
2005-11-01,0.0,0.0,2.7,0.04017857142857143
2005-12-01,0.0,0.0,7.7,0.11458333333333336
2006-01-01,0.0,0.0,13.5,0.20089285714285718
2006-02-01,12.1,6.1,17.0,0.7766235209195799
2006-03-01,13.6,7.3,19.3,0.8932822152216717
2006-04-01,16.1,8.6,22.4,1.0491705789251553
2006-05-01,16.1,8.6,23.9,1.071492007496584
2006-06-01,16.1,8.6,23.9,1.071492007496584
2006-07-01,16.1,8.6,23.9,1.071492007496584
2006-08-01,16.1,8.6,23.9,1.071492007496584
2006-09-01,16.1,8.6,23.9,1.071492007496584
2006-10-01,0.0,0.0,1.0,0.014880952380952382
2006-11-01,0.0,0.0,4.0,0.05952380952380953
2006-12-01,0.0,0.0,7.0,0.10416666666666667
2007-01-01,0.0,0.0,9.9,0.14732142857142858
2007-02-01,10.6,6.6,11.8,0.6839117241295137
2007-03-01,12.7,7.7,16.1,0.8404118173934375
2007-04-01,12.7,7.7,19.7,0.8939832459648661
2007-05-01,14.6,10.5,22.9,1.0965404008144601
2007-06-01,14.6,10.5,22.9,1.0965404008144601
2007-07-01,14.6,10.5,22.9,1.0965404008144601
2007-08-01,14.6,10.5,22.9,1.0965404008144601
2007-09-01,14.6,10.5,22.9,1.0965404008144601
2007-10-01,0.0,0.0,0.0,0.0
2007-11-01,0.0,0.0,2.4,0.03571428571428572
2007-12-01,0.0,0.0,3.4,0.0505952380952381
2008-01-01,0.0,0.0,8.2,0.12202380952380952
2008-02-01,8.7,5.1,12.3,0.5877271267611044
2008-03-01,12.4,6.7,17.6,0.8162483562839457
2008-04-01,15.4,8.8,21.2,1.022843323198332
2008-05-01,15.4,10.0,23.0,1.0969949147194258
2008-06-01,15.4,10.0,23.0,1.0969949147194258
2008-07-01,15.4,10.0,23.0,1.0969949147194258
2008-08-01,15.4,10.0,23.0,1.0969949147194258
2008-09-01,15.4,10.0,23.0,1.0969949147194258
2008-10-01,0.0,0.0,0.0,0.0
2008-11-01,0.0,0.0,2.2,0.03273809523809524
2008-12-01,0.0,0.0,7.0,0.10416666666666667
2009-01-01,0.0,0.0,11.6,0.17261904761904764
2009-02-01,10.1,4.9,15.4,0.6586926177539807
2009-03-01,12.2,5.7,17.8,0.7750774321852502
2009-04-01,12.7,6.7,21.6,0.8827854911258594
2009-05-01,14.4,9.6,24.7,1.0831261569615702
2009-06-01,14.4,9.6,24.7,1.0831261569615702
2009-07-01,14.4,9.6,24.7,1.0831261569615702
2009-08-01,14.4,9.6,24.7,1.0831261569615702
2009-09-01,14.4,9.6,24.7,1.0831261569615702
2009-10-01,0.0,0.0,0.1,0.0014880952380952382
2009-11-01,0.0,0.0,3.3,0.049107142857142856
2009-12-01,0.0,0.0,4.2,0.06250000000000001
2010-01-01,0.0,0.0,6.6,0.09821428571428571
2010-02-01,5.8,3.6,8.8,0.40864096880853756
2010-03-01,7.6,4.4,11.6,0.5239648388740835
2010-04-01,11.8,7.3,14.3,0.7767975014082835
2010-05-01,11.8,7.3,18.2,0.8348332156939978
2010-06-01,11.8,7.3,18.2,0.8348332156939978
2010-07-01,11.8,7.3,18.2,0.8348332156939978
2010-08-01,11.8,7.3,18.2,0.8348332156939978
2010-09-01,11.8,7.3,18.2,0.8348332156939978
2010-10-01,0.0,0.0,0.0,0.0
2010-11-01,0.0,0.0,4.5,0.06696428571428571
2010-12-01,0.0,0.0,8.2,0.12202380952380952
2011-01-01,0.0,0.0,13.5,0.20089285714285718
2011-02-01,9.8,6.2,17.3,0.7312661356313468
2011-03-01,14.2,7.9,21.2,0.9592656139993799
2011-04-01,17.2,10.0,27.3,1.2030629618661475
2011-05-01,18.8,12.5,35.9,1.467122464945935
2011-06-01,18.8,12.5,36.5,1.4760510363745063
2011-07-01,18.8,12.5,36.5,1.4760510363745063
2011-08-01,18.8,12.5,36.5,1.4760510363745063
2011-09-01,18.8,12.5,36.5,1.4760510363745063
2011-10-01,0.0,0.0,0.0,0.0
2011-11-01,0.0,0.0,3.3,0.049107142857142856
2011-12-01,0.0,0.0,5.2,0.0773809523809524
2012-01-01,0.0,0.0,6.3,0.09375
2012-02-01,7.0,3.9,9.2,0.45448812034218095
2012-03-01,9.8,5.4,12.4,0.6267722174744274
2012-04-01,9.8,5.4,12.8,0.6327245984268083
2012-05-01,9.8,5.4,13.2,0.6386769793791892
2012-06-01,9.8,5.4,13.2,0.6386769793791892
2012-07-01,9.8,5.4,13.2,0.6386769793791892
2012-08-01,9.8,5.4,13.2,0.6386769793791892
2012-09-01,9.8,5.4,13.2,0.6386769793791892
2012-10-01,0.0,0.0,0.0,0.0
2012-11-01,0.0,0.0,1.8,0.026785714285714288
2012-12-01,0.0,0.0,2.6,0.0386904761904762
2013-01-01,0.0,0.0,5.9,0.08779761904761905
2013-02-01,4.2,2.4,7.6,0.30601354701945854
2013-03-01,6.6,3.5,10.3,0.44571744179196293
2013-04-01,9.8,5.4,14.9,0.6639745984268083
2013-05-01,10.9,8.2,19.6,0.8701509809995525
2013-06-01,10.9,8.2,19.6,0.8701509809995525
2013-07-01,10.9,8.2,19.6,0.8701509809995525
2013-08-01,10.9,8.2,19.6,0.8701509809995525
2013-09-01,10.9,8.2,19.6,0.8701509809995525
2013-10-01,0.0,0.0,0.8,0.011904761904761906
2013-11-01,0.0,0.0,3.0,0.044642857142857144
2013-12-01,0.0,0.0,5.1,0.07589285714285714
2014-01-01,0.0,0.0,7.8,0.11607142857142859
2014-02-01,9.0,5.1,13.3,0.6096214044601611
2014-03-01,14.2,7.6,18.9,0.9131979542143446
2014-04-01,17.6,10.2,24.4,1.1771536132580878
2014-05-01,17.6,10.2,27.3,1.2203083751628496
2014-06-01,17.6,10.2,27.3,1.2203083751628496
2014-07-01,17.6,10.2,27.3,1.2203083751628496
2014-08-01,17.6,10.2,27.3,1.2203083751628496
2014-09-01,17.6,10.2,27.3,1.2203083751628496
2014-10-01,0.0,0.0,0.0,0.0
2014-11-01,0.0,0.0,1.0,0.014880952380952382
2014-12-01,0.0,0.0,5.4,0.08035714285714286
2015-01-01,0.0,0.0,9.3,0.13839285714285718
2015-02-01,7.8,5.1,11.0,0.5473419127115531
2015-03-01,11.0,6.4,14.5,0.7255470831096611
2015-04-01,11.0,7.4,16.4,0.7932924569962867
2015-05-01,11.0,9.8,19.9,0.940107544800379
2015-06-01,11.0,9.8,19.9,0.940107544800379
2015-07-01,11.0,9.8,19.9,0.940107544800379
2015-08-01,11.0,9.8,19.9,0.940107544800379
2015-09-01,11.0,9.8,19.9,0.940107544800379
2015-10-01,0.0,0.0,0.0,0.0
2015-11-01,0.0,0.0,2.1,0.03125000000000001
2015-12-01,0.0,0.0,5.6,0.08333333333333333
2016-01-01,0.0,0.0,9.0,0.13392857142857142
2016-02-01,9.4,5.3,12.1,0.6090096748997207
2016-03-01,10.9,6.4,14.0,0.7157688318131501
2016-04-01,14.0,8.3,19.0,0.9376405942943414
2016-05-01,14.4,9.4,24.1,1.0663032726604356
2016-06-01,14.4,9.4,24.1,1.0663032726604356
2016-07-01,14.4,9.4,24.1,1.0663032726604356
2016-08-01,14.4,9.4,24.1,1.0663032726604356
2016-09-01,14.4,9.4,24.1,1.0663032726604356
2016-10-01,0.0,0.0,0.0,0.0
2016-11-01,0.0,0.0,0.6,0.00892857142857143
2016-12-01,0.0,0.0,3.3,0.049107142857142856
2017-01-01,0.0,0.0,8.7,0.12946428571428573
2017-02-01,12.3,6.4,15.9,0.7767714928214469
2017-03-01,13.8,6.8,19.3,0.8782219832523334
2017-04-01,13.8,7.4,21.5,0.9346430171081183
2017-05-01,13.8,7.4,24.1,0.9733334932985945
2017-06-01,13.8,7.4,24.1,0.9733334932985945
2017-07-01,13.8,7.4,24.1,0.9733334932985945
2017-08-01,13.8,7.4,24.1,0.9733334932985945
2017-09-01,13.8,7.4,24.1,0.9733334932985945
2017-10-01,0.0,0.0,0.2,0.0029761904761904765
2017-11-01,0.0,0.0,2.4,0.03571428571428572
2017-12-01,0.0,0.0,4.8,0.07142857142857144
2018-01-01,0.0,0.0,7.4,0.11011904761904763
2018-02-01,6.8,3.9,9.6,0.4557649510824923
2018-03-01,9.0,4.9,12.5,0.589822329682836
2018-04-01,10.2,4.9,15.4,0.6610303928600155
2018-05-01,10.3,6.4,18.9,0.774658847843608
2018-06-01,10.3,6.4,18.9,0.774658847843608
2018-07-01,10.3,6.4,18.9,0.774658847843608
2018-08-01,10.3,6.4,18.9,0.774658847843608
2018-09-01,10.3,6.4,18.9,0.774658847843608
2018-10-01,0.0,0.0,0.0,0.0
2018-11-01,0.0,0.0,2.2,0.03273809523809524
2018-12-01,0.0,0.0,6.8,0.1011904761904762
2019-01-01,0.0,0.0,8.6,0.1279761904761905
2019-02-01,9.0,4.0,12.5,0.5542979217563014
2019-03-01,10.2,5.6,15.2,0.6856842974377964
2019-04-01,15.0,8.1,21.4,0.9888383181964119
2019-05-01,15.0,8.1,25.0,1.0424097467678406
2019-06-01,15.0,8.1,25.0,1.0424097467678406
2019-07-01,15.0,8.1,25.0,1.0424097467678406
2019-08-01,15.0,8.1,25.0,1.0424097467678406
2019-09-01,15.0,8.1,25.0,1.0424097467678406
2019-10-01,0.0,0.0,0.0,0.0
2019-11-01,0.0,0.0,3.2,0.04761904761904762
2019-12-01,0.0,0.0,4.8,0.07142857142857144
2020-01-01,0.0,0.0,7.5,0.11160714285714286
2020-02-01,8.7,4.8,10.2,0.5446356574522594
2020-03-01,13.8,7.4,15.7,0.8483334932985945
2020-04-01,13.8,7.4,18.7,0.8929763504414515
2020-05-01,13.8,7.4,21.1,0.9286906361557374
2020-06-01,13.8,7.4,21.1,0.9286906361557374
2020-07-01,13.8,7.4,21.1,0.9286906361557374
2020-08-01,13.8,7.4,21.1,0.9286906361557374
2020-09-01,13.8,7.4,21.1,0.9286906361557374
2020-10-01,0.0,0.0,0.0,0.0
2020-11-01,0.0,0.0,1.1,0.01636904761904762
2020-12-01,0.0,0.0,4.2,0.06250000000000001
2021-01-01,0.0,0.0,6.4,0.09523809523809525
2021-02-01,6.4,3.6,8.3,0.41522714325427024
2021-03-01,9.4,4.7,11.5,0.5763981648534596
2021-04-01,14.2,8.6,15.7,0.9050504709581131
2021-05-01,14.2,9.1,17.4,0.9500838721871402
2021-06-01,-999.0,-999.0,17.4,0.7767857142857143
2021-07-01,-999.0,-999.0,17.4,0.7767857142857143
2021-08-01,-999.0,-999.0,17.4,0.7767857142857143
2021-09-01,-999.0,-999.0,17.4,0.7767857142857143
