,07M06,538,basinwide_average
1960-04-01,14.3,-999.0,0.9960199004975124
1960-05-01,14.3,-999.0,0.9960199004975124
1960-06-01,14.3,-999.0,0.9960199004975124
1960-07-01,14.3,-999.0,0.9960199004975124
1960-08-01,14.3,-999.0,0.9960199004975124
1960-09-01,14.3,-999.0,0.9960199004975124
1960-10-01,0.0,-999.0,0.0
1960-11-01,0.0,-999.0,0.0
1960-12-01,0.0,-999.0,0.0
1961-01-01,0.0,-999.0,0.0
1961-02-01,5.0,-999.0,0.34825870646766166
1961-03-01,8.8,-999.0,0.6129353233830847
1961-04-01,13.0,-999.0,0.9054726368159204
1961-05-01,14.3,-999.0,0.9960199004975124
1961-06-01,14.3,-999.0,0.9960199004975124
1961-07-01,14.3,-999.0,0.9960199004975124
1961-08-01,14.3,-999.0,0.9960199004975124
1961-09-01,14.3,-999.0,0.9960199004975124
1961-10-01,0.0,-999.0,0.0
1961-11-01,0.0,-999.0,0.0
1961-12-01,0.0,-999.0,0.0
1962-01-01,0.0,-999.0,0.0
1962-02-01,9.5,-999.0,0.6616915422885572
1962-03-01,12.6,-999.0,0.8776119402985074
1962-04-01,14.2,-999.0,0.9890547263681592
1962-05-01,14.2,-999.0,0.9890547263681592
1962-06-01,14.2,-999.0,0.9890547263681592
1962-07-01,14.2,-999.0,0.9890547263681592
1962-08-01,14.2,-999.0,0.9890547263681592
1962-09-01,14.2,-999.0,0.9890547263681592
1962-10-01,0.0,-999.0,0.0
1962-11-01,0.0,-999.0,0.0
1962-12-01,0.0,-999.0,0.0
1963-01-01,0.0,-999.0,0.0
1963-02-01,4.3,-999.0,0.29950248756218906
1963-03-01,10.0,-999.0,0.6965174129353233
1963-04-01,10.2,-999.0,0.7104477611940297
1963-05-01,10.2,-999.0,0.7104477611940297
1963-06-01,10.2,-999.0,0.7104477611940297
1963-07-01,10.2,-999.0,0.7104477611940297
1963-08-01,10.2,-999.0,0.7104477611940297
1963-09-01,10.2,-999.0,0.7104477611940297
1963-10-01,0.0,-999.0,0.0
1963-11-01,0.0,-999.0,0.0
1963-12-01,0.0,-999.0,0.0
1964-01-01,0.0,-999.0,0.0
1964-02-01,6.9,-999.0,0.48059701492537316
1964-03-01,10.2,-999.0,0.7104477611940297
1964-04-01,15.8,-999.0,1.100497512437811
1964-05-01,15.8,-999.0,1.100497512437811
1964-06-01,15.8,-999.0,1.100497512437811
1964-07-01,15.8,-999.0,1.100497512437811
1964-08-01,15.8,-999.0,1.100497512437811
1964-09-01,15.8,-999.0,1.100497512437811
1964-10-01,0.0,-999.0,0.0
1964-11-01,0.0,-999.0,0.0
1964-12-01,0.0,-999.0,0.0
1965-01-01,0.0,-999.0,0.0
1965-02-01,10.1,-999.0,0.7034825870646766
1965-03-01,12.3,-999.0,0.8567164179104477
1965-04-01,17.9,-999.0,1.2467661691542287
1965-05-01,17.9,-999.0,1.2467661691542287
1965-06-01,17.9,-999.0,1.2467661691542287
1965-07-01,17.9,-999.0,1.2467661691542287
1965-08-01,17.9,-999.0,1.2467661691542287
1965-09-01,17.9,-999.0,1.2467661691542287
1965-10-01,0.0,-999.0,0.0
1965-11-01,0.0,-999.0,0.0
1965-12-01,0.0,-999.0,0.0
1966-01-01,0.0,-999.0,0.0
1966-02-01,8.2,-999.0,0.5711442786069652
1966-03-01,9.5,-999.0,0.6616915422885572
1966-04-01,9.5,-999.0,0.6616915422885572
1966-05-01,9.5,-999.0,0.6616915422885572
1966-06-01,9.5,-999.0,0.6616915422885572
1966-07-01,9.5,-999.0,0.6616915422885572
1966-08-01,9.5,-999.0,0.6616915422885572
1966-09-01,9.5,-999.0,0.6616915422885572
1966-10-01,0.0,-999.0,0.0
1966-11-01,0.0,-999.0,0.0
1966-12-01,0.0,-999.0,0.0
1967-01-01,0.0,-999.0,0.0
1967-02-01,7.3,-999.0,0.5084577114427861
1967-03-01,10.8,-999.0,0.7522388059701492
1967-04-01,10.8,-999.0,0.7522388059701492
1967-05-01,10.8,-999.0,0.7522388059701492
1967-06-01,10.8,-999.0,0.7522388059701492
1967-07-01,10.8,-999.0,0.7522388059701492
1967-08-01,10.8,-999.0,0.7522388059701492
1967-09-01,10.8,-999.0,0.7522388059701492
1967-10-01,0.0,-999.0,0.0
1967-11-01,0.0,-999.0,0.0
1967-12-01,0.0,-999.0,0.0
1968-01-01,0.0,-999.0,0.0
1968-02-01,8.2,-999.0,0.5711442786069652
1968-03-01,14.7,-999.0,1.0238805970149254
1968-04-01,15.9,-999.0,1.1074626865671642
1968-05-01,17.7,-999.0,1.2328358208955223
1968-06-01,17.7,-999.0,1.2328358208955223
1968-07-01,17.7,-999.0,1.2328358208955223
1968-08-01,17.7,-999.0,1.2328358208955223
1968-09-01,17.7,-999.0,1.2328358208955223
1968-10-01,0.0,-999.0,0.0
1968-11-01,0.0,-999.0,0.0
1968-12-01,0.0,-999.0,0.0
1969-01-01,0.0,-999.0,0.0
1969-02-01,10.7,-999.0,0.745273631840796
1969-03-01,14.3,-999.0,0.9960199004975124
1969-04-01,16.2,-999.0,1.1283582089552238
1969-05-01,16.2,-999.0,1.1283582089552238
1969-06-01,16.2,-999.0,1.1283582089552238
1969-07-01,16.2,-999.0,1.1283582089552238
1969-08-01,16.2,-999.0,1.1283582089552238
1969-09-01,16.2,-999.0,1.1283582089552238
1969-10-01,0.0,-999.0,0.0
1969-11-01,0.0,-999.0,0.0
1969-12-01,0.0,-999.0,0.0
1970-01-01,6.5,-999.0,0.4527363184079602
1970-02-01,11.1,-999.0,0.7731343283582089
1970-03-01,13.1,-999.0,0.9124378109452735
1970-04-01,16.6,-999.0,1.1562189054726368
1970-05-01,16.6,-999.0,1.1562189054726368
1970-06-01,16.6,-999.0,1.1562189054726368
1970-07-01,16.6,-999.0,1.1562189054726368
1970-08-01,16.6,-999.0,1.1562189054726368
1970-09-01,16.6,-999.0,1.1562189054726368
1970-10-01,0.0,-999.0,0.0
1970-11-01,0.0,-999.0,0.0
1970-12-01,0.0,-999.0,0.0
1971-01-01,8.5,-999.0,0.5920398009950248
1971-02-01,9.2,-999.0,0.6407960199004974
1971-03-01,13.0,-999.0,0.9054726368159204
1971-04-01,13.0,-999.0,0.9054726368159204
1971-05-01,13.0,-999.0,0.9054726368159204
1971-06-01,13.0,-999.0,0.9054726368159204
1971-07-01,13.0,-999.0,0.9054726368159204
1971-08-01,13.0,-999.0,0.9054726368159204
1971-09-01,13.0,-999.0,0.9054726368159204
1971-10-01,0.0,-999.0,0.0
1971-11-01,0.0,-999.0,0.0
1971-12-01,0.0,-999.0,0.0
1972-01-01,6.3,-999.0,0.4388059701492537
1972-02-01,6.7,-999.0,0.4666666666666667
1972-03-01,7.6,-999.0,0.5293532338308458
1972-04-01,7.6,-999.0,0.5293532338308458
1972-05-01,7.6,-999.0,0.5293532338308458
1972-06-01,7.6,-999.0,0.5293532338308458
1972-07-01,7.6,-999.0,0.5293532338308458
1972-08-01,7.6,-999.0,0.5293532338308458
1972-09-01,7.6,-999.0,0.5293532338308458
1972-10-01,0.0,-999.0,0.0
1972-11-01,0.0,-999.0,0.0
1972-12-01,0.0,-999.0,0.0
1973-01-01,10.3,-999.0,0.7174129353233831
1973-02-01,11.6,-999.0,0.8079601990049751
1973-03-01,12.2,-999.0,0.8497512437810945
1973-04-01,16.9,-999.0,1.1771144278606964
1973-05-01,17.3,-999.0,1.2049751243781095
1973-06-01,17.3,-999.0,1.2049751243781095
1973-07-01,17.3,-999.0,1.2049751243781095
1973-08-01,17.3,-999.0,1.2049751243781095
1973-09-01,17.3,-999.0,1.2049751243781095
1973-10-01,0.0,-999.0,0.0
1973-11-01,0.0,-999.0,0.0
1973-12-01,0.0,-999.0,0.0
1974-01-01,7.4,-999.0,0.5154228855721393
1974-02-01,15.1,-999.0,1.0517412935323383
1974-03-01,16.0,-999.0,1.1144278606965174
1974-04-01,16.0,-999.0,1.1144278606965174
1974-05-01,16.0,-999.0,1.1144278606965174
1974-06-01,16.0,-999.0,1.1144278606965174
1974-07-01,16.0,-999.0,1.1144278606965174
1974-08-01,16.0,-999.0,1.1144278606965174
1974-09-01,16.0,-999.0,1.1144278606965174
1974-10-01,0.0,-999.0,0.0
1974-11-01,0.0,-999.0,0.0
1974-12-01,0.0,-999.0,0.0
1975-01-01,7.9,-999.0,0.5502487562189055
1975-02-01,12.4,-999.0,0.863681592039801
1975-03-01,17.9,-999.0,1.2467661691542287
1975-04-01,23.7,-999.0,1.6507462686567163
1975-05-01,24.7,-999.0,1.7203980099502487
1975-06-01,24.7,-999.0,1.7203980099502487
1975-07-01,24.7,-999.0,1.7203980099502487
1975-08-01,24.7,-999.0,1.7203980099502487
1975-09-01,24.7,-999.0,1.7203980099502487
1975-10-01,0.0,-999.0,0.0
1975-11-01,0.0,-999.0,0.0
1975-12-01,0.0,-999.0,0.0
1976-01-01,0.0,-999.0,0.0
1976-02-01,8.8,-999.0,0.6129353233830847
1976-03-01,13.0,-999.0,0.9054726368159204
1976-04-01,14.3,-999.0,0.9960199004975124
1976-05-01,14.3,-999.0,0.9960199004975124
1976-06-01,14.3,-999.0,0.9960199004975124
1976-07-01,14.3,-999.0,0.9960199004975124
1976-08-01,14.3,-999.0,0.9960199004975124
1976-09-01,14.3,-999.0,0.9960199004975124
1976-10-01,0.0,-999.0,0.0
1976-11-01,0.0,-999.0,0.0
1976-12-01,0.0,-999.0,0.0
1977-01-01,0.0,-999.0,0.0
1977-02-01,4.2,-999.0,0.29253731343283584
1977-03-01,6.7,-999.0,0.4666666666666667
1977-04-01,8.2,-999.0,0.5711442786069652
1977-05-01,8.2,-999.0,0.5711442786069652
1977-06-01,8.2,-999.0,0.5711442786069652
1977-07-01,8.2,-999.0,0.5711442786069652
1977-08-01,8.2,-999.0,0.5711442786069652
1977-09-01,8.2,-999.0,0.5711442786069652
1977-10-01,0.0,-999.0,0.0
1977-11-01,0.0,-999.0,0.0
1977-12-01,0.0,-999.0,0.0
1978-01-01,0.0,-999.0,0.0
1978-02-01,13.0,-999.0,0.9054726368159204
1978-03-01,16.2,-999.0,1.1283582089552238
1978-04-01,20.4,-999.0,1.4208955223880595
1978-05-01,20.4,-999.0,1.4208955223880595
1978-06-01,20.4,-999.0,1.4208955223880595
1978-07-01,20.4,-999.0,1.4208955223880595
1978-08-01,20.4,-999.0,1.4208955223880595
1978-09-01,20.4,-999.0,1.4208955223880595
1978-10-01,0.0,-999.0,0.0
1978-11-01,0.0,-999.0,0.0
1978-12-01,0.0,-999.0,0.0
1979-01-01,0.0,-999.0,0.0
1979-02-01,13.4,-999.0,0.9333333333333333
1979-03-01,14.6,-999.0,1.0169154228855721
1979-04-01,15.7,-999.0,1.0935323383084576
1979-05-01,15.7,-999.0,1.0935323383084576
1979-06-01,15.7,-999.0,1.0935323383084576
1979-07-01,15.7,-999.0,1.0935323383084576
1979-08-01,15.7,-999.0,1.0935323383084576
1979-09-01,15.7,-999.0,1.0935323383084576
1979-10-01,0.0,-999.0,0.0
1979-11-01,0.0,-999.0,0.0
1979-12-01,0.0,-999.0,0.0
1980-01-01,0.0,-999.0,0.0
1980-02-01,8.2,-999.0,0.5711442786069652
1980-03-01,12.1,-999.0,0.8427860696517412
1980-04-01,17.0,-999.0,1.1840796019900497
1980-05-01,17.0,-999.0,1.1840796019900497
1980-06-01,17.0,-999.0,1.1840796019900497
1980-07-01,17.0,-999.0,1.1840796019900497
1980-08-01,17.0,-999.0,1.1840796019900497
1980-09-01,17.0,0.0,0.5920398009950248
1980-10-01,0.0,0.0,0.0
1980-11-01,0.0,0.2,0.007441530829199149
1980-12-01,0.0,1.9,0.07069454287739191
1981-01-01,0.0,3.8,0.14138908575478382
1981-02-01,3.4,4.1,0.2709593421975875
1981-03-01,4.8,6.7,0.41645546188264904
1981-04-01,8.6,11.2,0.7162282139973413
1981-05-01,8.6,11.2,0.7162282139973413
1981-06-01,8.6,11.2,0.7162282139973413
1981-07-01,8.6,11.2,0.7162282139973413
1981-08-01,8.6,11.2,0.7162282139973413
1981-09-01,8.6,11.2,0.7162282139973413
1981-10-01,0.0,0.0,0.0
1981-11-01,0.0,0.6,0.022324592487597446
1981-12-01,0.0,1.1,0.04092841956059532
1982-01-01,0.0,6.3,0.23440822111977316
1982-02-01,11.1,10.2,0.766085236468261
1982-03-01,15.0,12.4,0.9837629711118396
1982-04-01,18.7,17.6,1.3060984940640523
1982-05-01,18.7,17.6,1.3060984940640523
1982-06-01,18.7,17.6,1.3060984940640523
1982-07-01,18.7,17.6,1.3060984940640523
1982-08-01,18.7,17.6,1.3060984940640523
1982-09-01,18.7,17.6,1.3060984940640523
1982-10-01,0.0,0.0,0.0
1982-11-01,0.0,0.4,0.014883061658398297
1982-12-01,0.0,4.1,0.15255138199858254
1983-01-01,0.0,5.0,0.18603827072997872
1983-02-01,7.6,6.3,0.49908483803519604
1983-03-01,10.6,11.8,0.8082045477784712
1983-04-01,19.4,18.3,1.3565219614189856
1983-05-01,21.5,18.3,1.4296562897771947
1983-06-01,21.5,18.3,1.4296562897771947
1983-07-01,21.5,18.3,1.4296562897771947
1983-08-01,21.5,18.3,1.4296562897771947
1983-09-01,21.5,18.3,1.4296562897771947
1983-10-01,0.0,0.0,0.0
1983-11-01,0.0,0.0,0.0
1983-12-01,0.0,3.6,0.1339475549255847
1984-01-01,0.0,12.8,0.4762579730687455
1984-02-01,18.0,14.2,1.1552143605149305
1984-03-01,22.2,18.5,1.4614759300591302
1984-04-01,27.6,23.0,1.8169700752086484
1984-05-01,28.1,23.1,1.8381037759466312
1984-06-01,28.1,23.1,1.8381037759466312
1984-07-01,28.1,23.1,1.8381037759466312
1984-08-01,28.1,23.1,1.8381037759466312
1984-09-01,28.1,23.1,1.8381037759466312
1984-10-01,0.0,0.0,0.0
1984-11-01,0.0,1.5,0.05581148121899361
1984-12-01,0.0,1.6,0.05953224663359319
1985-01-01,0.0,6.3,0.23440822111977316
1985-02-01,10.0,9.4,0.6980106554400216
1985-03-01,13.3,11.5,0.8910721022809411
1985-04-01,16.3,15.3,1.1369387999760234
1985-05-01,16.3,15.3,1.1369387999760234
1985-06-01,16.3,15.3,1.1369387999760234
1985-07-01,16.3,15.3,1.1369387999760234
1985-08-01,16.3,15.3,1.1369387999760234
1985-09-01,16.3,15.3,1.1369387999760234
1985-10-01,0.0,0.0,0.0
1985-11-01,0.0,0.0,0.0
1985-12-01,0.0,3.2,0.11906449326718638
1986-01-01,0.0,5.2,0.19347980155917788
1986-02-01,5.6,5.8,0.41082926966866584
1986-03-01,8.8,8.2,0.6115704256887073
1986-04-01,10.6,11.5,0.7970422515346725
1986-05-01,10.6,11.5,0.7970422515346725
1986-06-01,10.6,11.5,0.7970422515346725
1986-07-01,10.6,11.5,0.7970422515346725
1986-08-01,10.6,11.5,0.7970422515346725
1986-09-01,10.6,11.5,0.7970422515346725
1986-10-01,0.0,0.0,0.0
1986-11-01,0.0,1.6,0.05953224663359319
1986-12-01,0.0,6.4,0.23812898653437276
1987-01-01,0.0,8.2,0.30510276399716507
1987-02-01,8.8,8.5,0.6227327219325061
1987-03-01,14.4,12.2,0.9554259178945808
1987-04-01,17.4,17.0,1.2385002697356589
1987-05-01,17.4,17.0,1.2385002697356589
1987-06-01,17.4,17.0,1.2385002697356589
1987-07-01,17.4,17.0,1.2385002697356589
1987-08-01,17.4,17.0,1.2385002697356589
1987-09-01,17.4,17.0,1.2385002697356589
1987-10-01,0.0,0.0,0.0
1987-11-01,0.0,0.0,0.0
1987-12-01,0.0,1.1,0.04092841956059532
1988-01-01,0.0,2.8,0.10418143160878807
1988-02-01,7.8,5.0,0.45768006177475484
1988-03-01,8.2,6.1,0.5125388295940566
1988-04-01,10.1,8.6,0.6717271191879017
1988-05-01,10.1,8.6,0.6717271191879017
1988-06-01,10.1,8.6,0.6717271191879017
1988-07-01,10.1,8.6,0.6717271191879017
1988-08-01,10.1,8.6,0.6717271191879017
1988-09-01,10.1,8.6,0.6717271191879017
1988-10-01,0.0,0.0,0.0
1988-11-01,0.0,0.0,0.0
1988-12-01,0.0,4.1,0.15255138199858254
1989-01-01,0.0,8.1,0.3013819985825655
1989-02-01,11.1,9.8,0.7512021748098627
1989-03-01,12.3,14.2,0.9567068978283633
1989-04-01,12.3,14.2,0.9567068978283633
1989-05-01,12.3,14.2,0.9567068978283633
1989-06-01,12.3,14.2,0.9567068978283633
1989-07-01,12.3,14.2,0.9567068978283633
1989-08-01,12.3,14.2,0.9567068978283633
1989-09-01,12.3,14.2,0.9567068978283633
1989-10-01,0.0,0.0,0.0
1989-11-01,0.0,0.0,0.0
1989-12-01,0.0,1.1,0.04092841956059532
1990-01-01,0.0,2.7,0.10046066619418852
1990-02-01,3.8,4.3,0.29233122128549316
1990-03-01,5.6,6.5,0.4368746275708628
1990-04-01,7.5,8.3,0.570017559262511
1990-05-01,7.5,8.3,0.570017559262511
1990-06-01,7.5,8.3,0.570017559262511
1990-07-01,7.5,8.3,0.570017559262511
1990-08-01,7.5,8.3,0.570017559262511
1990-09-01,7.5,8.3,0.570017559262511
1990-10-01,0.0,0.0,0.0
1990-11-01,0.0,0.0,0.0
1990-12-01,0.0,2.3,0.0855776045357902
1991-01-01,0.0,5.7,0.21208362863217572
1991-02-01,6.5,6.4,0.4644971457383529
1991-03-01,8.2,6.9,0.5423049529108532
1991-04-01,14.2,13.3,0.9893891633258229
1991-05-01,14.2,13.3,0.9893891633258229
1991-06-01,14.2,13.3,0.9893891633258229
1991-07-01,14.2,13.3,0.9893891633258229
1991-08-01,14.2,13.3,0.9893891633258229
1991-09-01,14.2,13.3,0.9893891633258229
1991-10-01,0.0,0.0,0.0
1991-11-01,0.0,0.9,0.03348688873139617
1991-12-01,0.0,6.4,0.23812898653437276
1992-01-01,0.0,6.4,0.23812898653437276
1992-02-01,9.6,8.0,0.6319895913769211
1992-03-01,12.4,9.3,0.777871979577661
1992-04-01,18.2,16.6,1.2514779045946736
1992-05-01,18.2,16.6,1.2514779045946736
1992-06-01,18.2,16.6,1.2514779045946736
1992-07-01,18.2,16.6,1.2514779045946736
1992-08-01,18.2,16.6,1.2514779045946736
1992-09-01,18.2,16.6,1.2514779045946736
1992-10-01,0.0,0.0,0.0
1992-11-01,0.0,0.8,0.029766123316796594
1992-12-01,0.0,2.8,0.10418143160878807
1993-01-01,0.0,4.9,0.18231750531537916
1993-02-01,9.0,9.4,0.6631847847932555
1993-03-01,14.1,13.6,0.997068872504945
1993-04-01,14.8,15.7,1.0995830556642725
1993-05-01,14.8,15.7,1.0995830556642725
1993-06-01,14.8,15.7,1.0995830556642725
1993-07-01,14.8,15.7,1.0995830556642725
1993-08-01,14.8,15.7,1.0995830556642725
1993-09-01,14.8,15.7,1.0995830556642725
1993-10-01,0.0,0.0,0.0
1993-11-01,0.0,0.0,0.0
1993-12-01,0.0,2.3,0.0855776045357902
1994-01-01,0.0,4.3,0.1599929128277817
1994-02-01,8.9,5.9,0.5294754082175938
1994-03-01,12.4,9.3,0.777871979577661
1994-04-01,12.4,12.0,0.8783326457718494
1994-05-01,12.4,12.0,0.8783326457718494
1994-06-01,12.4,12.0,0.8783326457718494
1994-07-01,12.4,12.0,0.8783326457718494
1994-08-01,12.4,12.0,0.8783326457718494
1994-09-01,12.4,12.0,0.8783326457718494
1994-10-01,0.0,0.0,0.0
1994-11-01,0.0,0.2,0.007441530829199149
1994-12-01,0.0,4.9,0.18231750531537916
1995-01-01,0.0,5.7,0.21208362863217572
1995-02-01,9.4,10.7,0.7254850834417563
1995-03-01,9.4,13.7,0.8371080458797436
1995-04-01,12.4,17.0,1.064370916501828
1995-05-01,13.0,17.0,1.0852664388898878
1995-06-01,13.0,17.0,1.0852664388898878
1995-07-01,13.0,17.0,1.0852664388898878
1995-08-01,13.0,17.0,1.0852664388898878
1995-09-01,13.0,17.0,1.0852664388898878
1995-10-01,0.0,0.0,0.0
1995-11-01,0.0,0.1,0.0037207654145995743
1995-12-01,0.0,2.2,0.08185683912119064
1996-01-01,0.0,3.1,0.1153437278525868
1996-02-01,12.8,9.9,0.8141269203239648
1996-03-01,14.2,12.7,0.9670645708382255
1996-04-01,16.3,15.5,1.1443803308052225
1996-05-01,16.3,15.5,1.1443803308052225
1996-06-01,16.3,15.5,1.1443803308052225
1996-07-01,16.3,15.5,1.1443803308052225
1996-08-01,16.3,15.5,1.1443803308052225
1996-09-01,16.3,15.5,1.1443803308052225
1996-10-01,0.0,0.0,0.0
1996-11-01,0.0,2.5,0.09301913536498936
1996-12-01,0.0,6.9,0.25673281360737066
1997-01-01,0.0,12.1,0.4502126151665485
1997-02-01,15.2,18.0,1.1990910084587691
1997-03-01,19.1,21.7,1.4725802243213413
1997-04-01,19.1,21.7,1.4725802243213413
1997-05-01,19.1,21.7,1.4725802243213413
1997-06-01,19.1,21.7,1.4725802243213413
1997-07-01,19.1,21.7,1.4725802243213413
1997-08-01,19.1,21.7,1.4725802243213413
1997-09-01,19.1,21.7,1.4725802243213413
1997-10-01,0.0,0.0,0.0
1997-11-01,0.0,0.1,0.0037207654145995743
1997-12-01,0.0,2.3,0.0855776045357902
1998-01-01,0.0,5.4,0.20092133238837703
1998-02-01,9.0,6.4,0.5515618223552683
1998-03-01,9.5,8.4,0.6433900659706429
1998-04-01,11.8,13.4,0.9095278391881838
1998-05-01,13.4,13.4,0.9652492322230096
1998-06-01,13.4,13.4,0.9652492322230096
1998-07-01,13.4,13.4,0.9652492322230096
1998-08-01,13.4,13.4,0.9652492322230096
1998-09-01,13.4,13.4,0.9652492322230096
1998-10-01,0.0,0.0,0.0
1998-11-01,0.0,0.0,0.0
1998-12-01,0.0,2.1,0.07813607370659106
1999-01-01,0.0,4.5,0.16743444365698085
1999-02-01,8.0,7.3,0.5502228404398983
1999-03-01,10.0,9.0,0.6831275937816234
1999-04-01,10.0,9.1,0.6868483591962229
1999-05-01,10.0,10.0,0.720335247927619
1999-06-01,10.0,10.0,0.720335247927619
1999-07-01,10.0,10.0,0.720335247927619
1999-08-01,10.0,10.0,0.720335247927619
1999-09-01,10.0,10.0,0.720335247927619
1999-10-01,0.0,0.0,0.0
1999-11-01,0.0,0.0,0.0
1999-12-01,0.0,0.4,0.014883061658398297
2000-01-01,0.0,3.2,0.11906449326718638
2000-02-01,7.0,6.2,0.47446855023253676
2000-03-01,9.6,8.8,0.6617557146937177
2000-04-01,13.3,14.1,0.98781200306053
2000-05-01,13.3,14.1,0.98781200306053
2000-06-01,13.3,14.1,0.98781200306053
2000-07-01,13.3,14.1,0.98781200306053
2000-08-01,13.3,14.1,0.98781200306053
2000-09-01,13.3,14.1,0.98781200306053
2000-10-01,0.0,0.0,0.0
2000-11-01,0.0,1.1,0.04092841956059532
2000-12-01,0.0,2.8,0.10418143160878807
2001-01-01,0.0,4.9,0.18231750531537916
2001-02-01,7.2,7.3,0.5223621439224853
2001-03-01,8.4,8.9,0.6236854353321979
2001-04-01,10.9,9.6,0.7367954698513104
2001-05-01,10.9,9.6,0.7367954698513104
2001-06-01,10.9,9.6,0.7367954698513104
2001-07-01,10.9,9.6,0.7367954698513104
2001-08-01,10.9,9.6,0.7367954698513104
2001-09-01,10.9,9.6,0.7367954698513104
2001-10-01,0.0,0.0,0.0
2001-11-01,0.0,0.1,0.0037207654145995743
2001-12-01,0.0,2.2,0.08185683912119064
2002-01-01,0.0,5.1,0.18975903614457826
2002-02-01,6.1,5.9,0.4319629704066485
2002-03-01,8.0,7.1,0.542781309610699
2002-04-01,8.0,7.1,0.542781309610699
2002-05-01,8.0,7.1,0.542781309610699
2002-06-01,8.0,7.1,0.542781309610699
2002-07-01,8.0,7.1,0.542781309610699
2002-08-01,8.0,7.1,0.542781309610699
2002-09-01,8.0,7.1,0.542781309610699
2002-10-01,0.0,0.0,0.0
2002-11-01,0.0,0.9,0.03348688873139617
2002-12-01,0.0,3.8,0.14138908575478382
2003-01-01,0.0,6.6,0.24557051736357188
2003-02-01,7.9,6.7,0.5244156608876243
2003-03-01,11.2,8.0,0.687710984411747
2003-04-01,12.8,11.4,0.8699384015429584
2003-05-01,12.8,11.4,0.8699384015429584
2003-06-01,12.8,11.4,0.8699384015429584
2003-07-01,12.8,11.4,0.8699384015429584
2003-08-01,12.8,11.4,0.8699384015429584
2003-09-01,12.8,11.4,0.8699384015429584
2003-10-01,0.0,0.0,0.0
2003-11-01,0.0,0.0,0.0
2003-12-01,0.0,2.8,0.10418143160878807
2004-01-01,0.0,6.5,0.24184975194897232
2004-02-01,9.6,8.6,0.6543141838645186
2004-03-01,17.6,11.9,1.0557064077204341
2004-04-01,17.6,11.9,1.0557064077204341
2004-05-01,17.6,11.9,1.0557064077204341
2004-06-01,17.6,11.9,1.0557064077204341
2004-07-01,17.6,11.9,1.0557064077204341
2004-08-01,17.6,11.9,1.0557064077204341
2004-09-01,17.6,11.9,1.0557064077204341
2004-10-01,0.0,0.0,0.0
2004-11-01,0.0,1.0,0.03720765414599574
2004-12-01,0.0,2.9,0.10790219702338764
2005-01-01,0.0,5.0,0.18603827072997872
2005-02-01,8.4,9.6,0.649730793234395
2005-03-01,10.0,12.1,0.7984713216342101
2005-04-01,13.3,16.8,1.0882726692547187
2005-05-01,13.3,16.8,1.0882726692547187
2005-06-01,13.3,16.8,1.0882726692547187
2005-07-01,13.3,16.8,1.0882726692547187
2005-08-01,13.3,16.8,1.0882726692547187
2005-09-01,13.3,16.8,1.0882726692547187
2005-10-01,0.0,0.0,0.0
2005-11-01,0.0,0.0,0.0
2005-12-01,0.0,2.4,0.08929836995038978
2006-01-01,0.0,5.5,0.20464209780297657
2006-02-01,8.4,8.2,0.5976400774300009
2006-03-01,9.4,8.7,0.6510697751497649
2006-04-01,11.3,14.7,0.9404848542545952
2006-05-01,11.3,14.7,0.9404848542545952
2006-06-01,11.3,14.7,0.9404848542545952
2006-07-01,11.3,14.7,0.9404848542545952
2006-08-01,11.3,14.7,0.9404848542545952
2006-09-01,11.3,14.7,0.9404848542545952
2006-10-01,0.0,0.0,0.0
2006-11-01,0.0,1.7,0.06325301204819277
2006-12-01,0.0,3.2,0.11906449326718638
2007-01-01,0.0,5.2,0.19347980155917788
2007-02-01,7.5,8.0,0.5588552630187122
2007-03-01,10.6,10.2,0.7486723011448779
2007-04-01,10.6,10.2,0.7486723011448779
2007-05-01,10.6,10.2,0.7486723011448779
2007-06-01,10.6,10.2,0.7486723011448779
2007-07-01,10.6,10.2,0.7486723011448779
2007-08-01,10.6,10.2,0.7486723011448779
2007-09-01,10.6,10.2,0.7486723011448779
2007-10-01,0.0,0.0,0.0
2007-11-01,0.0,0.0,0.0
2007-12-01,0.0,2.5,0.09301913536498936
2008-01-01,0.0,6.1,0.226966690290574
2008-02-01,13.2,10.5,0.8503818610702687
2008-03-01,19.4,14.9,1.2300159373226003
2008-04-01,19.4,16.0,1.2709443568831955
2008-05-01,19.4,16.0,1.2709443568831955
2008-06-01,19.4,16.0,1.2709443568831955
2008-07-01,19.4,16.0,1.2709443568831955
2008-08-01,19.4,16.0,1.2709443568831955
2008-09-01,19.4,16.0,1.2709443568831955
2008-10-01,0.0,0.0,0.0
2008-11-01,0.0,0.1,0.0037207654145995743
2008-12-01,0.0,3.3,0.12278525868178594
2009-01-01,0.0,8.1,0.3013819985825655
2009-02-01,13.1,10.8,0.8580615702493908
2009-03-01,15.2,12.1,0.9795658489973942
2009-04-01,15.2,13.9,1.0465396264601865
2009-05-01,15.2,13.9,1.0465396264601865
2009-06-01,15.2,13.9,1.0465396264601865
2009-07-01,15.2,13.9,1.0465396264601865
2009-08-01,15.2,13.9,1.0465396264601865
2009-09-01,15.2,13.9,1.0465396264601865
2009-10-01,0.0,0.0,0.0
2009-11-01,0.0,1.5,0.05581148121899361
2009-12-01,0.0,3.0,0.11162296243798722
2010-01-01,0.0,5.5,0.20464209780297657
