,05K03,06J17,06J11,05J16,05K21,05J10,05K07,06K12,05J24,05J09,05K18,05K19,06J05,1030,335,345,913,1186,1187,970,565,607,1014,688,793,869,basinwide_average
1957-03-01,11.8,-999.0,11.8,8.0,13.4,17.8,12.7,10.1,10.0,9.4,10.5,11.9,13.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9287965503656516
1957-04-01,17.3,-999.0,13.5,9.9,17.2,27.6,13.7,12.1,16.4,14.2,12.0,15.5,16.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.206171887268663
1957-05-01,24.1,-999.0,15.6,10.0,23.7,34.1,15.5,12.2,19.7,15.1,16.4,18.5,17.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.4110074923687808
1957-06-01,24.1,-999.0,15.6,10.0,23.7,34.1,15.5,12.2,19.7,15.1,16.4,18.5,17.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.4110074923687808
1957-07-01,24.1,-999.0,15.6,10.0,23.7,34.1,15.5,12.2,19.7,15.1,16.4,18.5,17.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.4110074923687808
1957-08-01,24.1,-999.0,15.6,10.0,23.7,34.1,15.5,12.2,19.7,15.1,16.4,18.5,17.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.4110074923687808
1957-09-01,24.1,-999.0,15.6,10.0,23.7,34.1,15.5,12.2,19.7,15.1,16.4,18.5,17.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.4110074923687808
1957-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1957-11-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1957-12-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1958-01-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1958-02-01,8.9,-999.0,5.3,3.7,7.2,14.8,0.0,5.2,8.3,4.9,4.5,6.6,6.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.464523719580354
1958-03-01,13.3,-999.0,8.2,5.6,11.2,18.8,8.6,6.4,12.5,5.2,5.4,8.9,8.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7063736703654615
1958-04-01,17.0,-999.0,9.4,7.1,16.0,23.7,11.3,9.6,15.9,9.0,9.8,12.7,10.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9610995513019539
1958-05-01,22.0,-999.0,9.4,7.1,19.2,27.0,11.3,10.4,16.4,9.0,10.2,14.1,11.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0391319836134496
1958-06-01,22.0,-999.0,9.4,7.1,19.2,27.0,11.3,10.4,16.4,9.0,10.2,14.1,11.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0391319836134496
1958-07-01,22.0,-999.0,9.4,7.1,19.2,27.0,11.3,10.4,16.4,9.0,10.2,14.1,11.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0391319836134496
1958-08-01,22.0,-999.0,9.4,7.1,19.2,27.0,11.3,10.4,16.4,9.0,10.2,14.1,11.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0391319836134496
1958-09-01,22.0,-999.0,9.4,7.1,19.2,27.0,11.3,10.4,16.4,9.0,10.2,14.1,11.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0391319836134496
1958-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1958-11-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1958-12-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1959-01-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1959-02-01,9.3,-999.0,5.3,4.5,8.2,12.0,6.0,5.2,0.0,4.1,6.5,8.0,6.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.4790452638473999
1959-03-01,13.5,-999.0,8.6,6.4,11.0,19.0,11.1,8.2,0.0,10.1,9.4,11.5,6.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7520682219945828
1959-04-01,17.9,-999.0,11.5,7.2,17.2,20.1,14.4,11.6,15.3,10.1,11.8,12.5,12.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.046095019621076
1959-05-01,18.1,-999.0,11.5,7.2,17.2,23.4,14.4,11.6,15.3,10.1,11.8,15.6,12.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0773624349578783
1959-06-01,18.1,-999.0,11.5,7.2,17.2,23.4,14.4,11.6,15.3,10.1,11.8,15.6,12.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0773624349578783
1959-07-01,18.1,-999.0,11.5,7.2,17.2,23.4,14.4,11.6,15.3,10.1,11.8,15.6,12.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0773624349578783
1959-08-01,18.1,-999.0,11.5,7.2,17.2,23.4,14.4,11.6,15.3,10.1,11.8,15.6,12.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0773624349578783
1959-09-01,18.1,-999.0,11.5,7.2,17.2,23.4,14.4,11.6,15.3,10.1,11.8,15.6,12.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0773624349578783
1959-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1959-11-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1959-12-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1960-01-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1960-02-01,9.0,-999.0,3.5,3.0,8.2,9.6,0.0,3.2,0.0,3.2,4.2,7.4,6.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.34672903360007395
1960-03-01,12.7,-999.0,5.5,4.9,11.8,9.6,5.9,7.0,0.0,5.5,5.4,9.7,10.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.5615866272297578
1960-04-01,15.9,-999.0,8.4,7.2,16.4,19.9,8.0,9.4,12.8,8.0,10.3,15.2,14.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9203816579852845
1960-05-01,15.9,-999.0,8.4,7.2,16.4,23.0,8.0,9.4,12.8,8.0,10.3,15.2,14.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9323689485687624
1960-06-01,15.9,-999.0,8.4,7.2,16.4,23.0,8.0,9.4,12.8,8.0,10.3,15.2,14.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9323689485687624
1960-07-01,15.9,-999.0,8.4,7.2,16.4,23.0,8.0,9.4,12.8,8.0,10.3,15.2,14.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9323689485687624
1960-08-01,15.9,-999.0,8.4,7.2,16.4,23.0,8.0,9.4,12.8,8.0,10.3,15.2,14.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9323689485687624
1960-09-01,15.9,-999.0,8.4,7.2,16.4,23.0,8.0,9.4,12.8,8.0,10.3,15.2,14.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9323689485687624
1960-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1960-11-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1960-12-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1961-01-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1961-02-01,6.1,-999.0,3.7,2.3,5.4,5.5,0.0,3.9,0.0,2.9,2.9,4.5,4.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.26109736801915645
1961-03-01,7.9,-999.0,3.9,2.8,6.8,13.0,4.2,5.4,0.0,4.1,4.6,5.5,6.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.40074326584236314
1961-04-01,11.9,-999.0,6.6,4.4,12.6,14.1,5.5,8.2,8.4,5.3,6.9,9.2,9.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6464870931633148
1961-05-01,15.5,-999.0,8.5,4.4,17.4,18.1,7.9,9.7,11.5,5.4,9.8,10.7,13.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8196545212447269
1961-06-01,15.5,-999.0,8.5,4.4,17.4,18.1,7.9,9.7,11.5,5.4,9.8,10.7,13.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8196545212447269
1961-07-01,15.5,-999.0,8.5,4.4,17.4,18.1,7.9,9.7,11.5,5.4,9.8,10.7,13.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8196545212447269
1961-08-01,15.5,-999.0,8.5,4.4,17.4,18.1,7.9,9.7,11.5,5.4,9.8,10.7,13.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8196545212447269
1961-09-01,15.5,-999.0,8.5,4.4,17.4,18.1,7.9,9.7,11.5,5.4,9.8,10.7,13.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8196545212447269
1961-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1961-11-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1961-12-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1962-01-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1962-02-01,12.9,-999.0,10.9,5.7,12.2,22.2,0.0,8.2,0.0,6.5,6.0,11.0,11.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6560842254724459
1962-03-01,16.4,-999.0,14.3,8.6,14.8,26.0,12.8,10.1,0.0,10.8,10.9,14.6,15.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9999411812190632
1962-04-01,18.7,-999.0,14.7,9.5,17.3,31.7,12.8,11.0,17.2,10.8,10.9,15.2,18.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1912459901326395
1962-05-01,18.7,-999.0,14.7,9.5,17.3,31.7,12.8,11.0,17.2,10.8,10.9,15.2,18.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1912459901326395
1962-06-01,18.7,-999.0,14.7,9.5,17.3,31.7,12.8,11.0,17.2,10.8,10.9,15.2,18.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1912459901326395
1962-07-01,18.7,-999.0,14.7,9.5,17.3,31.7,12.8,11.0,17.2,10.8,10.9,15.2,18.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1912459901326395
1962-08-01,18.7,-999.0,14.7,9.5,17.3,31.7,12.8,11.0,17.2,10.8,10.9,15.2,18.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1912459901326395
1962-09-01,18.7,-999.0,14.7,9.5,17.3,31.7,12.8,11.0,17.2,10.8,10.9,15.2,18.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1912459901326395
1962-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1962-11-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1962-12-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1963-01-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1963-02-01,5.7,-999.0,3.2,2.5,3.3,0.0,3.1,3.9,0.0,1.6,4.2,5.1,4.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.2509770541276559
1963-03-01,8.6,-999.0,5.2,5.0,7.9,15.9,7.4,6.1,0.0,4.8,6.0,6.6,8.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.5212038867742285
1963-04-01,11.3,-999.0,8.8,6.7,9.4,17.5,7.4,6.1,10.5,5.8,7.3,9.1,9.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7028038683357237
1963-05-01,11.3,-999.0,8.8,6.7,9.4,17.5,7.4,6.1,10.5,5.8,7.3,9.1,9.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7028038683357237
1963-06-01,11.3,-999.0,8.8,6.7,9.4,17.5,7.4,6.1,10.5,5.8,7.3,9.1,9.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7028038683357237
1963-07-01,11.3,-999.0,8.8,6.7,9.4,17.5,7.4,6.1,10.5,5.8,7.3,9.1,9.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7028038683357237
1963-08-01,11.3,-999.0,8.8,6.7,9.4,17.5,7.4,6.1,10.5,5.8,7.3,9.1,9.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7028038683357237
1963-09-01,11.3,-999.0,8.8,6.7,9.4,17.5,7.4,6.1,10.5,5.8,7.3,9.1,9.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7028038683357237
1963-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1963-11-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1963-12-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1964-01-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1964-02-01,5.5,-999.0,3.9,2.8,4.9,8.6,4.0,3.3,0.0,3.5,3.9,4.7,4.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.3190677121624797
1964-03-01,8.4,-999.0,5.8,3.6,7.3,12.5,5.3,6.0,0.0,4.0,4.5,7.0,6.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.44854022595065474
1964-04-01,13.5,-999.0,8.6,6.1,11.9,15.4,8.1,10.6,10.3,6.8,8.3,11.2,8.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7717219563069975
1964-05-01,14.5,-999.0,9.2,6.1,14.9,20.4,8.1,10.6,11.7,6.8,8.3,12.5,8.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8307524931977608
1964-06-01,14.5,-999.0,9.2,6.1,14.9,20.4,8.1,10.6,11.7,6.8,8.3,12.5,8.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8307524931977608
1964-07-01,14.5,-999.0,9.2,6.1,14.9,20.4,8.1,10.6,11.7,6.8,8.3,12.5,8.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8307524931977608
1964-08-01,14.5,-999.0,9.2,6.1,14.9,20.4,8.1,10.6,11.7,6.8,8.3,12.5,8.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8307524931977608
1964-09-01,14.5,-999.0,9.2,6.1,14.9,20.4,8.1,10.6,11.7,6.8,8.3,12.5,8.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8307524931977608
1964-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1964-11-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1964-12-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1965-01-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1965-02-01,10.9,-999.0,8.5,7.7,10.3,18.4,8.5,7.2,0.0,8.1,7.2,9.1,9.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6881534449410377
1965-03-01,14.5,-999.0,13.5,10.2,13.8,24.0,10.5,9.9,0.0,11.4,8.3,12.1,11.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9185391578123018
1965-04-01,20.2,-999.0,16.0,12.3,18.2,27.1,16.1,14.4,18.4,14.3,12.9,15.7,14.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.3136894066493432
1965-05-01,20.2,-999.0,16.0,12.3,19.5,29.2,16.1,14.4,18.4,14.3,12.9,15.8,14.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.3284269184764546
1965-06-01,20.2,-999.0,16.0,12.3,19.5,29.2,16.1,14.4,18.4,14.3,12.9,15.8,14.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.3284269184764546
1965-07-01,20.2,-999.0,16.0,12.3,19.5,29.2,16.1,14.4,18.4,14.3,12.9,15.8,14.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.3284269184764546
1965-08-01,20.2,-999.0,16.0,12.3,19.5,29.2,16.1,14.4,18.4,14.3,12.9,15.8,14.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.3284269184764546
1965-09-01,20.2,-999.0,16.0,12.3,19.5,29.2,16.1,14.4,18.4,14.3,12.9,15.8,14.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.3284269184764546
1965-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1965-11-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
