,05J15,718,basinwide_average
2011-10-01,0.0,0.0,0.0
2011-11-01,0.0,1.4,0.04051260851591566
2011-12-01,0.0,5.1,0.1475816453079785
2012-01-01,0.0,6.7,0.19388176932616785
2012-02-01,0.0,9.0,0.260438197602315
2012-03-01,0.0,12.2,0.35303844563869363
2012-04-01,6.4,12.2,0.6504438929086045
2012-05-01,6.4,12.2,0.6504438929086045
2012-06-01,6.4,12.2,0.6504438929086045
2012-07-01,6.4,12.2,0.6504438929086045
2012-08-01,6.4,12.2,0.6504438929086045
2012-09-01,6.4,12.2,0.6504438929086045
2012-10-01,0.0,0.0,0.0
2012-11-01,0.0,1.2,0.034725093013642
2012-12-01,0.0,2.3,0.06655642827614716
2013-01-01,0.0,5.5,0.15915667631252584
2013-02-01,0.0,7.0,0.20256304257957833
2013-03-01,0.0,9.3,0.2691194708557255
2013-04-01,8.8,11.9,0.7532896623814107
2013-05-01,12.0,16.1,1.0235302115641132
2013-06-01,12.0,16.1,1.0235302115641132
2013-07-01,12.0,16.1,1.0235302115641132
2013-08-01,12.0,16.1,1.0235302115641132
2013-09-01,12.0,16.1,1.0235302115641132
2013-10-01,0.0,0.0,0.0
2013-11-01,0.0,2.3,0.06655642827614716
2013-12-01,0.0,4.4,0.1273253410500207
2014-01-01,0.0,7.3,0.21124431583298883
2014-02-01,0.0,10.9,0.31541959487391485
2014-03-01,0.0,16.6,0.4803637866887144
2014-04-01,15.7,21.2,1.343049381075009
2014-05-01,15.7,21.2,1.343049381075009
2014-06-01,15.7,21.2,1.343049381075009
2014-07-01,15.7,21.2,1.343049381075009
2014-08-01,15.7,21.2,1.343049381075009
2014-09-01,15.7,21.2,1.343049381075009
2014-10-01,0.0,0.0,0.0
2014-11-01,0.0,0.4,0.011575031004547334
2014-12-01,0.0,2.3,0.06655642827614716
2015-01-01,0.0,5.2,0.15047540305911533
2015-02-01,0.0,6.2,0.1794129805704837
2015-03-01,0.0,9.2,0.26622571310458865
2015-04-01,8.0,10.3,0.6698138574544825
2015-05-01,8.0,10.9,0.6871764039613035
2015-06-01,8.0,10.9,0.6871764039613035
2015-07-01,8.0,10.9,0.6871764039613035
2015-08-01,8.0,10.9,0.6871764039613035
2015-09-01,8.0,10.9,0.6871764039613035
2015-10-01,0.0,0.0,0.0
2015-11-01,0.0,1.0,0.028937577511368336
2015-12-01,0.0,4.2,0.121537825547747
2016-01-01,0.0,8.0,0.23150062009094668
2016-02-01,0.0,10.6,0.30673832162050435
2016-03-01,0.0,12.1,0.3501446878875568
2016-04-01,12.0,17.8,1.0727240933334392
2016-05-01,12.0,22.7,1.214518223139144
2016-06-01,12.0,22.7,1.214518223139144
2016-07-01,12.0,22.7,1.214518223139144
2016-08-01,12.0,22.7,1.214518223139144
2016-09-01,12.0,22.7,1.214518223139144
2016-10-01,0.0,0.0,0.0
2016-11-01,0.0,0.0,0.0
2016-12-01,0.0,2.0,0.05787515502273667
2017-01-01,0.0,5.8,0.16783794956593634
2017-02-01,0.0,12.4,0.3588259611409674
2017-03-01,0.0,15.0,0.434063662670525
2017-04-01,10.8,16.2,0.9706604479521417
2017-05-01,10.8,16.5,0.9793417212055522
2017-06-01,10.8,16.5,0.9793417212055522
2017-07-01,10.8,16.5,0.9793417212055522
2017-08-01,10.8,16.5,0.9793417212055522
2017-09-01,10.8,16.5,0.9793417212055522
2017-10-01,0.0,0.0,0.0
2017-11-01,0.0,1.7,0.04919388176932617
2017-12-01,0.0,4.4,0.1273253410500207
2018-01-01,0.0,6.7,0.19388176932616785
2018-02-01,0.0,8.7,0.2517569243489045
2018-03-01,0.0,11.3,0.3269946258784622
2018-04-01,8.1,13.5,0.7670610656044535
2018-05-01,8.1,13.5,0.7670610656044535
2018-06-01,8.1,13.5,0.7670610656044535
2018-07-01,8.1,13.5,0.7670610656044535
2018-08-01,8.1,13.5,0.7670610656044535
2018-09-01,8.1,13.5,0.7670610656044535
2018-10-01,0.0,0.0,0.0
2018-11-01,0.0,0.9,0.026043819760231502
2018-12-01,0.0,4.7,0.13600661430343117
2019-01-01,0.0,5.8,0.16783794956593634
2019-02-01,0.0,9.0,0.260438197602315
2019-03-01,0.0,12.2,0.35303844563869363
2019-04-01,13.8,17.8,1.1563693753781017
2019-05-01,13.8,17.8,1.1563693753781017
2019-06-01,13.8,17.8,1.1563693753781017
2019-07-01,13.8,17.8,1.1563693753781017
2019-08-01,13.8,17.8,1.1563693753781017
2019-09-01,13.8,17.8,1.1563693753781017
2019-10-01,0.0,0.0,0.0
2019-11-01,0.0,3.1,0.08970649028524184
2019-12-01,0.0,5.3,0.15336916081025218
2020-01-01,0.0,7.3,0.21124431583298883
2020-02-01,0.0,9.3,0.2691194708557255
2020-03-01,0.0,12.4,0.3588259611409674
2020-04-01,0.0,15.3,0.44274493592393555
2020-05-01,0.0,15.3,0.44274493592393555
2020-06-01,0.0,15.3,0.44274493592393555
2020-07-01,0.0,15.3,0.44274493592393555
2020-08-01,0.0,15.3,0.44274493592393555
2020-09-01,0.0,15.3,0.44274493592393555
2020-10-01,0.0,0.0,0.0
2020-11-01,0.0,1.4,0.04051260851591566
2020-12-01,0.0,3.5,0.10128152128978916
2021-01-01,0.0,5.6,0.16205043406366265
2021-02-01,0.0,6.9,0.1996692848284415
2021-03-01,0.0,10.9,0.31541959487391485
2021-04-01,11.6,15.7,0.9933673401051963
2021-05-01,-999.0,15.7,0.9086399338569656
2021-06-01,-999.0,15.7,0.9086399338569656
2021-07-01,-999.0,15.7,0.9086399338569656
2021-08-01,-999.0,15.7,0.9086399338569656
2021-09-01,-999.0,15.7,0.9086399338569656
