,06M07,431,basinwide_average
2010-04-01,29.1,33.3,1.2699085226793878
2010-05-01,29.1,33.3,1.2699085226793878
2010-06-01,29.1,33.3,1.2699085226793878
2010-07-01,29.1,33.3,1.2699085226793878
2010-08-01,29.1,33.3,1.2699085226793878
2010-09-01,29.1,33.3,1.2699085226793878
2010-10-01,0.0,0.0,0.0
2010-11-01,0.0,1.5,0.027939305833181903
2010-12-01,0.0,4.7,0.0875431582773033
2011-01-01,0.0,15.6,0.2905687806650918
2011-02-01,0.0,16.7,0.3110576049427585
2011-03-01,0.0,21.1,0.3930129020534255
2011-04-01,21.8,24.1,0.9355753399529143
2011-05-01,21.8,24.1,0.9355753399529143
2011-06-01,21.8,24.1,0.9355753399529143
2011-07-01,21.8,24.1,0.9355753399529143
2011-08-01,21.8,24.1,0.9355753399529143
2011-09-01,21.8,24.1,0.9355753399529143
2011-10-01,0.0,0.0,0.0
2011-11-01,0.0,1.7,0.03166454661093949
2011-12-01,0.0,6.4,0.1192077048882428
2012-01-01,0.0,10.2,0.18998727966563694
2012-02-01,0.0,13.1,0.24400327094312196
2012-03-01,0.0,16.7,0.3110576049427585
2012-04-01,13.9,16.7,0.6213743565317694
2012-05-01,13.9,16.7,0.6213743565317694
2012-06-01,13.9,16.7,0.6213743565317694
2012-07-01,13.9,16.7,0.6213743565317694
2012-08-01,13.9,16.7,0.6213743565317694
2012-09-01,13.9,16.7,0.6213743565317694
2012-10-01,0.0,0.0,0.0
2012-11-01,0.0,0.0,0.0
2012-12-01,0.0,2.1,0.039115028166454666
2013-01-01,0.0,9.1,0.1694984553879702
2013-02-01,0.0,13.5,0.25145375249863716
2013-03-01,0.0,16.9,0.3147828457205161
2013-04-01,17.4,18.1,0.7255883535272623
2013-05-01,17.4,18.1,0.7255883535272623
2013-06-01,17.4,18.1,0.7255883535272623
2013-07-01,17.4,18.1,0.7255883535272623
2013-08-01,17.4,18.1,0.7255883535272623
2013-09-01,17.4,18.1,0.7255883535272623
2013-10-01,0.0,0.0,0.0
2013-11-01,0.0,1.6,0.0298019262220607
2013-12-01,0.0,6.9,0.12852080683263678
2014-01-01,0.0,9.1,0.1694984553879702
2014-02-01,0.0,12.4,0.23096492822097042
2014-03-01,0.0,15.6,0.2905687806650918
2014-04-01,0.0,20.0,0.37252407777575874
2014-05-01,0.0,20.0,0.37252407777575874
2014-06-01,0.0,20.0,0.37252407777575874
2014-07-01,0.0,20.0,0.37252407777575874
2014-08-01,0.0,20.0,0.37252407777575874
2014-09-01,0.0,20.0,0.37252407777575874
2014-10-01,0.0,0.0,0.0
2014-11-01,0.0,0.0,0.0
2014-12-01,0.0,4.1,0.07636743594403053
2015-01-01,0.0,8.3,0.1545974922769399
2015-02-01,0.0,11.5,0.21420134472106128
2015-03-01,0.0,17.0,0.3166454661093949
2015-04-01,15.8,18.9,0.7047694027863202
2015-05-01,15.8,18.9,0.7047694027863202
2015-06-01,15.8,18.9,0.7047694027863202
2015-07-01,15.8,18.9,0.7047694027863202
2015-08-01,15.8,18.9,0.7047694027863202
2015-09-01,15.8,18.9,0.7047694027863202
2015-10-01,0.0,0.0,0.0
2015-11-01,0.0,1.1,0.020488824277666733
2015-12-01,0.0,5.8,0.10803198255497003
2016-01-01,0.0,14.8,0.27566781755406145
2016-02-01,0.0,20.5,0.3818371797201527
2016-03-01,0.0,22.0,0.4097764855533346
2016-04-01,17.0,22.8,0.8042015333415725
2016-05-01,17.0,22.8,0.8042015333415725
2016-06-01,17.0,22.8,0.8042015333415725
2016-07-01,17.0,22.8,0.8042015333415725
2016-08-01,17.0,22.8,0.8042015333415725
2016-09-01,17.0,22.8,0.8042015333415725
2016-10-01,0.0,0.0,0.0
2016-11-01,0.0,0.0,0.0
2016-12-01,0.0,5.4,0.10058150099945486
2017-01-01,0.0,16.1,0.2998818826094858
2017-02-01,0.0,31.7,0.5904506632745776
2017-03-01,0.0,39.6,0.7375976739960023
2017-04-01,29.1,42.5,1.4412695984562367
2017-05-01,29.1,42.5,1.4412695984562367
2017-06-01,29.1,42.5,1.4412695984562367
2017-07-01,29.1,42.5,1.4412695984562367
2017-08-01,29.1,42.5,1.4412695984562367
2017-09-01,29.1,42.5,1.4412695984562367
2017-10-01,0.0,0.0,0.0
2017-11-01,0.0,1.0,0.018626203888787937
2017-12-01,0.0,3.0,0.055878611666363806
2018-01-01,0.0,3.8,0.07077957477739416
2018-02-01,0.0,6.3,0.117345084499364
2018-03-01,0.0,13.8,0.25704161366527356
2018-04-01,0.0,15.9,0.2961566418317282
2018-05-01,0.0,15.9,0.2961566418317282
2018-06-01,0.0,15.9,0.2961566418317282
2018-07-01,0.0,15.9,0.2961566418317282
2018-08-01,0.0,15.9,0.2961566418317282
2018-09-01,0.0,15.9,0.2961566418317282
2018-10-01,0.0,0.0,0.0
2018-11-01,0.0,1.3,0.024214065055424318
2018-12-01,0.0,3.6,0.06705433399963658
2019-01-01,0.0,6.1,0.11361984372160641
2019-02-01,0.0,12.7,0.23655278938760677
2019-03-01,0.0,24.0,0.44702889333091045
2019-04-01,35.8,32.7,1.4083099396012497
2019-05-01,35.8,34.5,1.441837106601068
2019-06-01,35.8,34.5,1.441837106601068
2019-07-01,35.8,34.5,1.441837106601068
2019-08-01,35.8,34.5,1.441837106601068
2019-09-01,35.8,34.5,1.441837106601068
2019-10-01,0.0,0.0,0.0
2019-11-01,0.0,0.9,0.016763583499909144
2019-12-01,0.0,6.1,0.11361984372160641
2020-01-01,0.0,14.1,0.2626294748319099
2020-02-01,0.0,17.1,0.3185080864982737
2020-03-01,0.0,18.7,0.3483100127203344
2020-04-01,0.0,22.1,0.4116391059422134
2020-05-01,0.0,22.1,0.4116391059422134
2020-06-01,0.0,22.1,0.4116391059422134
2020-07-01,0.0,22.1,0.4116391059422134
2020-08-01,0.0,22.1,0.4116391059422134
2020-09-01,0.0,22.1,0.4116391059422134
2020-10-01,0.0,0.0,0.0
2020-11-01,0.0,2.6,0.048428130110848636
2020-12-01,0.0,5.4,0.10058150099945486
2021-01-01,0.0,10.6,0.1974377612211521
2021-02-01,0.0,15.2,0.28311829910957664
2021-03-01,0.0,19.0,0.3538978738869708
2021-04-01,20.2,25.1,0.9184816299897298
2021-05-01,-999.0,25.1,0.9350354352171545
2021-06-01,-999.0,25.1,0.9350354352171545
2021-07-01,-999.0,25.1,0.9350354352171545
2021-08-01,-999.0,25.1,0.9350354352171545
2021-09-01,-999.0,25.1,0.9350354352171545
