,08M03,1185,465,586,739,1060,basinwide_average
1964-02-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1964-03-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1964-04-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1964-05-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1964-06-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1964-07-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1964-08-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1964-09-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1964-10-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1964-11-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1964-12-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1965-01-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1965-02-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1965-03-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1965-04-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1965-05-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1965-06-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1965-07-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1965-08-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1965-09-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1965-10-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1965-11-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1965-12-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1966-01-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1966-02-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1966-03-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1966-04-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1966-05-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1966-06-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1966-07-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1966-08-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1966-09-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1966-10-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1966-11-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1966-12-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1967-01-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1967-02-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1967-03-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1967-04-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1967-05-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1967-06-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1967-07-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1967-08-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1967-09-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1967-10-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1967-11-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1967-12-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1968-01-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1968-02-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1968-03-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1968-04-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1968-05-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1968-06-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1968-07-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1968-08-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1968-09-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1968-10-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1968-11-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1968-12-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1969-01-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1969-02-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1969-03-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1969-04-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1969-05-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1969-06-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1969-07-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1969-08-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1969-09-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1969-10-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1969-11-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1969-12-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1970-01-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1970-02-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1970-03-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1970-04-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1970-05-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1970-06-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1970-07-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1970-08-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1970-09-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1970-10-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1970-11-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1970-12-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1971-01-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1971-02-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1971-03-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1971-04-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1971-05-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1971-06-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1971-07-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1971-08-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1971-09-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1971-10-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1971-11-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1971-12-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1972-01-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1972-02-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1972-03-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1972-04-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1972-05-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1972-06-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1972-07-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1972-08-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1972-09-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1972-10-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1972-11-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1972-12-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1973-01-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1973-02-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1973-03-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1973-04-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1973-05-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1973-06-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1973-07-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1973-08-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1973-09-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1973-10-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1973-11-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1973-12-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1974-01-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1974-02-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1974-03-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1974-04-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1974-05-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1974-06-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1974-07-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1974-08-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1974-09-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1974-10-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1974-11-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1974-12-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1975-01-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1975-02-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1975-03-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.9
1975-04-01,15.6,-999.0,-999.0,-999.0,-999.0,-999.0,1.3225211942499076
1975-05-01,15.6,-999.0,-999.0,-999.0,-999.0,-999.0,1.3225211942499076
1975-06-01,15.6,-999.0,-999.0,-999.0,-999.0,-999.0,1.3225211942499076
1975-07-01,15.6,-999.0,-999.0,-999.0,-999.0,-999.0,1.3225211942499076
1975-08-01,15.6,-999.0,-999.0,-999.0,-999.0,-999.0,1.3225211942499076
1975-09-01,15.6,-999.0,-999.0,-999.0,-999.0,-999.0,1.3225211942499076
1975-10-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1975-11-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1975-12-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1976-01-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1976-02-01,8.5,-999.0,-999.0,-999.0,-999.0,-999.0,0.7206044968669368
1976-03-01,15.2,-999.0,-999.0,-999.0,-999.0,-999.0,1.2886103943973457
1976-04-01,15.2,-999.0,-999.0,-999.0,-999.0,-999.0,1.2886103943973457
1976-05-01,15.2,-999.0,-999.0,-999.0,-999.0,-999.0,1.2886103943973457
1976-06-01,15.2,-999.0,-999.0,-999.0,-999.0,-999.0,1.2886103943973457
1976-07-01,15.2,-999.0,-999.0,-999.0,-999.0,-999.0,1.2886103943973457
1976-08-01,15.2,-999.0,-999.0,-999.0,-999.0,-999.0,1.2886103943973457
1976-09-01,15.2,-999.0,-999.0,-999.0,-999.0,-999.0,1.2886103943973457
1976-10-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1976-11-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1976-12-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1977-01-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1977-02-01,2.5,-999.0,-999.0,-999.0,-999.0,-999.0,0.21194249907851082
1977-03-01,3.2,-999.0,-999.0,-999.0,-999.0,-999.0,0.2712863988204939
1977-04-01,4.1,-999.0,-999.0,-999.0,-999.0,-999.0,0.3475856984887577
1977-05-01,4.1,-999.0,-999.0,-999.0,-999.0,-999.0,0.3475856984887577
1977-06-01,4.1,-999.0,-999.0,-999.0,-999.0,-999.0,0.3475856984887577
1977-07-01,4.1,-999.0,-999.0,-999.0,-999.0,-999.0,0.3475856984887577
1977-08-01,4.1,-999.0,-999.0,-999.0,-999.0,-999.0,0.3475856984887577
1977-09-01,4.1,-999.0,-999.0,-999.0,-999.0,-999.0,0.3475856984887577
1977-10-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1977-11-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1977-12-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1978-01-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1978-02-01,8.8,-999.0,-999.0,-999.0,-999.0,-999.0,0.7460375967563582
1978-03-01,15.2,-999.0,-999.0,-999.0,-999.0,-999.0,1.2886103943973457
1978-04-01,17.8,-999.0,-999.0,-999.0,-999.0,-999.0,1.5090305934389971
1978-05-01,17.8,-999.0,-999.0,-999.0,-999.0,-999.0,1.5090305934389971
1978-06-01,17.8,-999.0,-999.0,-999.0,-999.0,-999.0,1.5090305934389971
1978-07-01,17.8,-999.0,-999.0,-999.0,-999.0,-999.0,1.5090305934389971
1978-08-01,17.8,-999.0,-999.0,-999.0,-999.0,-999.0,1.5090305934389971
1978-09-01,17.8,-999.0,-999.0,-999.0,-999.0,-999.0,1.5090305934389971
1978-10-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1978-11-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1978-12-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1979-01-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1979-02-01,15.6,-999.0,-999.0,-999.0,-999.0,-999.0,1.3225211942499076
1979-03-01,17.2,-999.0,-999.0,-999.0,-999.0,-999.0,1.4581643936601545
1979-04-01,20.1,-999.0,-999.0,-999.0,-999.0,-999.0,1.7040176925912272
1979-05-01,20.1,-999.0,-999.0,-999.0,-999.0,-999.0,1.7040176925912272
1979-06-01,20.1,-999.0,-999.0,-999.0,-999.0,-999.0,1.7040176925912272
1979-07-01,20.1,-999.0,-999.0,-999.0,-999.0,-999.0,1.7040176925912272
1979-08-01,20.1,-999.0,-999.0,-999.0,-999.0,-999.0,1.7040176925912272
1979-09-01,20.1,-999.0,-999.0,-999.0,-999.0,-999.0,1.7040176925912272
1979-10-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1979-11-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1979-12-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1980-01-01,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1980-02-01,9.3,-999.0,-999.0,-999.0,-999.0,-999.0,0.7884260965720603
1980-03-01,17.3,-999.0,-999.0,-999.0,-999.0,-999.0,1.466642093623295
1980-04-01,22.4,-999.0,-999.0,-999.0,-999.0,-999.0,1.899004791743457
1980-05-01,22.4,-999.0,-999.0,-999.0,-999.0,-999.0,1.899004791743457
1980-06-01,22.4,-999.0,-999.0,-999.0,-999.0,-999.0,1.899004791743457
1980-07-01,22.4,-999.0,-999.0,-999.0,-999.0,-999.0,1.899004791743457
1980-08-01,22.4,-999.0,-999.0,-999.0,-999.0,-999.0,1.899004791743457
1980-09-01,22.4,-999.0,-999.0,0.0,-999.0,-999.0,0.9495023958717285
1980-10-01,0.0,-999.0,-999.0,0.0,-999.0,-999.0,0.0
1980-11-01,0.0,-999.0,-999.0,0.7,-999.0,-999.0,0.023026315789473683
1980-12-01,0.0,-999.0,-999.0,3.1,-999.0,-999.0,0.10197368421052633
1981-01-01,0.0,-999.0,-999.0,4.5,-999.0,-999.0,0.1480263157894737
1981-02-01,3.7,-999.0,-999.0,5.9,-999.0,-999.0,0.3509163966865191
1981-03-01,4.8,-999.0,-999.0,7.2,-999.0,-999.0,0.44030690437852826
1981-04-01,7.8,-999.0,-999.0,10.9,-999.0,-999.0,0.6891829301414243
1981-05-01,7.8,-999.0,-999.0,10.9,-999.0,-999.0,0.6891829301414243
1981-06-01,7.8,-999.0,-999.0,10.9,-999.0,-999.0,0.6891829301414243
1981-07-01,7.8,-999.0,-999.0,10.9,-999.0,-999.0,0.6891829301414243
1981-08-01,7.8,-999.0,-999.0,10.9,-999.0,-999.0,0.6891829301414243
1981-09-01,7.8,-999.0,-999.0,10.9,-999.0,-999.0,0.6891829301414243
1981-10-01,0.0,-999.0,-999.0,0.0,-999.0,-999.0,0.0
1981-11-01,0.0,-999.0,-999.0,0.9,-999.0,-999.0,0.02960526315789474
1981-12-01,0.0,-999.0,-999.0,5.6,-999.0,-999.0,0.18421052631578946
1982-01-01,0.0,-999.0,-999.0,8.2,-999.0,-999.0,0.26973684210526316
1982-02-01,9.0,-999.0,-999.0,11.9,-999.0,-999.0,0.7729438667623721
1982-03-01,11.8,-999.0,-999.0,14.0,-999.0,-999.0,0.9607106136147594
1982-04-01,14.8,-999.0,-999.0,18.8,-999.0,-999.0,1.245770849903971
1982-05-01,14.8,-999.0,-999.0,18.8,-999.0,-999.0,1.245770849903971
1982-06-01,14.8,-999.0,-999.0,18.8,-999.0,-999.0,1.245770849903971
1982-07-01,14.8,-999.0,-999.0,18.8,-999.0,-999.0,1.245770849903971
1982-08-01,14.8,-999.0,-999.0,18.8,-999.0,-999.0,1.245770849903971
1982-09-01,14.8,-999.0,-999.0,18.8,-999.0,-999.0,1.245770849903971
1982-10-01,0.0,-999.0,-999.0,0.0,-999.0,-999.0,0.0
1982-11-01,0.0,-999.0,-999.0,0.5,-999.0,-999.0,0.01644736842105263
1982-12-01,0.0,-999.0,-999.0,6.6,-999.0,-999.0,0.21710526315789475
1983-01-01,0.0,-999.0,-999.0,7.4,-999.0,-999.0,0.24342105263157898
1983-02-01,9.6,-999.0,-999.0,8.3,-999.0,-999.0,0.6799559140202145
1983-03-01,14.2,-999.0,-999.0,13.2,-999.0,-999.0,1.0361272236987602
1983-04-01,19.8,-999.0,-999.0,19.3,-999.0,-999.0,1.4741607174035345
1983-05-01,19.8,-999.0,-999.0,24.3,-999.0,-999.0,1.6386344016140608
1983-06-01,19.8,-999.0,-999.0,24.3,-999.0,-999.0,1.6386344016140608
1983-07-01,19.8,-999.0,-999.0,24.3,-999.0,-999.0,1.6386344016140608
1983-08-01,19.8,-999.0,-999.0,24.3,-999.0,-999.0,1.6386344016140608
1983-09-01,19.8,-999.0,-999.0,24.3,-999.0,-999.0,1.6386344016140608
1983-10-01,0.0,-999.0,-999.0,0.0,-999.0,-999.0,0.0
1983-11-01,0.0,-999.0,-999.0,0.0,-999.0,-999.0,0.0
1983-12-01,0.0,-999.0,-999.0,4.1,-999.0,-999.0,0.13486842105263158
1984-01-01,0.0,-999.0,-999.0,13.4,-999.0,-999.0,0.44078947368421056
1984-02-01,12.4,-999.0,-999.0,14.4,-999.0,-999.0,0.9993016082410227
1984-03-01,13.9,-999.0,-999.0,17.8,-999.0,-999.0,1.1747264632277339
1984-04-01,18.2,-999.0,-999.0,20.0,-999.0,-999.0,1.4293654334878847
1984-05-01,18.2,-999.0,-999.0,21.9,-999.0,-999.0,1.4918654334878845
1984-06-01,18.2,-999.0,-999.0,21.9,-999.0,-999.0,1.4918654334878845
1984-07-01,18.2,-999.0,-999.0,21.9,-999.0,-999.0,1.4918654334878845
1984-08-01,18.2,-999.0,-999.0,21.9,-999.0,-999.0,1.4918654334878845
1984-09-01,18.2,-999.0,-999.0,21.9,-999.0,-999.0,1.4918654334878845
1984-10-01,0.0,-999.0,-999.0,0.0,-999.0,-999.0,0.0
1984-11-01,0.0,-999.0,-999.0,2.3,-999.0,-999.0,0.0756578947368421
1984-12-01,0.0,-999.0,-999.0,3.4,-999.0,-999.0,0.1118421052631579
1985-01-01,0.0,-999.0,-999.0,9.1,-999.0,-999.0,0.2993421052631579
1985-02-01,0.0,-999.0,-999.0,11.2,-999.0,-999.0,0.3684210526315789
1985-03-01,12.3,-999.0,-999.0,13.4,-999.0,-999.0,0.9621680214173471
1985-04-01,15.6,-999.0,-999.0,21.1,-999.0,-999.0,1.355339544493375
1985-05-01,15.6,-999.0,-999.0,21.1,-999.0,-999.0,1.355339544493375
1985-06-01,15.6,-999.0,-999.0,21.1,-999.0,-999.0,1.355339544493375
1985-07-01,15.6,-999.0,-999.0,21.1,-999.0,-999.0,1.355339544493375
1985-08-01,15.6,-999.0,-999.0,21.1,-999.0,-999.0,1.355339544493375
1985-09-01,15.6,-999.0,-999.0,21.1,-999.0,-999.0,1.355339544493375
1985-10-01,0.0,-999.0,-999.0,0.0,-999.0,-999.0,0.0
1985-11-01,0.0,-999.0,-999.0,0.3,-999.0,-999.0,0.009868421052631578
1985-12-01,0.0,-999.0,-999.0,5.9,-999.0,-999.0,0.19407894736842107
1986-01-01,0.0,-999.0,-999.0,7.6,-999.0,-999.0,0.25
1986-02-01,8.1,-999.0,-999.0,7.6,-999.0,-999.0,0.5933468485071876
1986-03-01,9.3,-999.0,-999.0,13.0,-999.0,-999.0,0.8218446272333986
1986-04-01,10.7,-999.0,-999.0,16.6,-999.0,-999.0,0.9996095796069606
1986-05-01,10.7,-999.0,-999.0,18.1,-999.0,-999.0,1.0489516848701184
1986-06-01,10.7,-999.0,-999.0,18.1,-999.0,-999.0,1.0489516848701184
1986-07-01,10.7,-999.0,-999.0,18.1,-999.0,-999.0,1.0489516848701184
1986-08-01,10.7,-999.0,-999.0,18.1,-999.0,-999.0,1.0489516848701184
1986-09-01,10.7,-999.0,0.0,18.1,0.0,-999.0,0.5244758424350592
1986-10-01,0.0,-999.0,0.3,0.0,0.0,-999.0,0.005357142857142857
1986-11-01,0.0,-999.0,1.3,1.0,1.1,-999.0,0.06362679574753878
1986-12-01,0.0,-999.0,5.6,4.9,4.4,-999.0,0.27645267171195964
1987-01-01,0.0,-999.0,5.6,6.9,4.4,-999.0,0.3093474085540649
1987-02-01,8.5,-999.0,8.5,7.8,6.9,-999.0,0.6105531095722799
1987-03-01,12.5,-999.0,14.0,12.0,15.1,-999.0,1.0412725797591578
1987-04-01,15.0,-999.0,17.6,15.4,19.1,-999.0,1.3016109409449896
1987-05-01,15.0,-999.0,17.6,16.1,19.1,-999.0,1.3131240988397264
1987-06-01,15.0,-999.0,17.6,16.1,19.1,-999.0,1.3131240988397264
1987-07-01,15.0,-999.0,17.6,16.1,19.1,-999.0,1.3131240988397264
1987-08-01,15.0,-999.0,17.6,16.1,19.1,-999.0,1.3131240988397264
1987-09-01,15.0,-999.0,17.6,16.1,19.1,-999.0,1.3131240988397264
1987-10-01,0.0,-999.0,0.0,0.0,0.0,-999.0,0.0
1987-11-01,0.0,-999.0,0.0,0.0,0.0,-999.0,0.0
1987-12-01,0.0,-999.0,1.1,3.5,1.1,-999.0,0.1011737882287418
1988-01-01,0.0,-999.0,3.2,5.3,3.7,-999.0,0.22492393156092846
1988-02-01,7.4,-999.0,8.5,8.0,7.3,-999.0,0.5992435053077452
1988-03-01,11.9,-999.0,9.6,8.7,8.1,-999.0,0.7432028388304512
1988-04-01,11.9,-999.0,9.6,9.1,8.1,-999.0,0.7497817861988725
1988-05-01,11.9,-999.0,9.6,9.1,8.1,-999.0,0.7497817861988725
1988-06-01,11.9,-999.0,9.6,9.1,8.1,-999.0,0.7497817861988725
1988-07-01,11.9,-999.0,9.6,9.1,8.1,-999.0,0.7497817861988725
1988-08-01,11.9,-999.0,9.6,9.1,8.1,-999.0,0.7497817861988725
1988-09-01,11.9,-999.0,9.6,9.1,8.1,-999.0,0.7497817861988725
1988-10-01,0.0,-999.0,0.0,0.0,0.0,-999.0,0.0
1988-11-01,0.0,-999.0,0.0,0.0,0.0,-999.0,0.0
1988-12-01,0.0,-999.0,3.6,2.7,1.8,-999.0,0.1479092952970662
1989-01-01,0.0,-999.0,7.5,7.7,5.3,-999.0,0.37604171785673335
1989-02-01,8.9,-999.0,10.4,10.3,8.2,-999.0,0.7224002421037693
1989-03-01,12.9,-999.0,15.5,12.1,11.8,-999.0,1.0062853060135166
1989-04-01,12.9,-999.0,15.5,14.1,11.8,-999.0,1.039180042855622
1989-05-01,12.9,-999.0,15.5,14.1,11.8,-999.0,1.039180042855622
1989-06-01,12.9,-999.0,15.5,14.1,11.8,-999.0,1.039180042855622
1989-07-01,12.9,-999.0,15.5,14.1,11.8,-999.0,1.039180042855622
1989-08-01,12.9,-999.0,15.5,14.1,11.8,-999.0,1.039180042855622
1989-09-01,12.9,-999.0,15.5,14.1,11.8,-999.0,1.039180042855622
1989-10-01,0.0,-999.0,0.0,0.0,0.0,-999.0,0.0
1989-11-01,0.0,-999.0,0.0,0.6,0.0,-999.0,0.009868421052631578
1989-12-01,0.0,-999.0,0.0,0.6,0.0,-999.0,0.009868421052631578
1990-01-01,0.0,-999.0,0.6,1.1,0.4,-999.0,0.03752098792733467
1990-02-01,1.6,-999.0,2.6,2.6,2.0,-999.0,0.16667551392532534
1990-03-01,3.3,-999.0,5.6,4.6,4.2,-999.0,0.33710218740660686
1990-04-01,7.3,-999.0,9.8,7.1,6.3,-999.0,0.5837492420775708
1990-05-01,7.3,-999.0,9.8,10.1,6.3,-999.0,0.6330913473407288
1990-06-01,7.3,-999.0,9.8,10.1,6.3,-999.0,0.6330913473407288
1990-07-01,7.3,-999.0,9.8,10.1,6.3,-999.0,0.6330913473407288
1990-08-01,7.3,-999.0,9.8,10.1,6.3,-999.0,0.6330913473407288
1990-09-01,7.3,-999.0,9.8,10.1,6.3,-999.0,0.6330913473407288
1990-10-01,0.0,-999.0,0.0,0.0,0.0,-999.0,0.0
1990-11-01,0.0,-999.0,0.0,0.0,0.0,-999.0,0.0
1990-12-01,0.0,-999.0,1.2,3.5,1.7,-999.0,0.11603139793929268
1991-01-01,0.0,-999.0,3.1,5.2,3.5,-999.0,0.2171361819581634
1991-02-01,7.2,-999.0,5.0,7.7,5.8,-999.0,0.4948907062377678
1991-03-01,9.5,-999.0,7.0,9.7,6.6,-999.0,0.6296756974819984
1991-04-01,12.1,-999.0,14.8,18.3,12.3,-999.0,1.0896968364851258
1991-05-01,12.1,-999.0,14.8,18.3,12.3,-999.0,1.0896968364851258
1991-06-01,12.1,-999.0,14.8,18.3,12.3,-999.0,1.0896968364851258
