,05K23,05J25,05J18,05J44,05J22,05J45,05J08,05J05,412,564,663,1251,838,1042,basinwide_average
1951-01-01,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1951-02-01,-999.0,-999.0,6.4,-999.0,-999.0,-999.0,20.2,15.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1884051994158351
1951-03-01,-999.0,-999.0,7.5,-999.0,17.9,-999.0,26.2,18.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.4184986687378487
1951-04-01,-999.0,-999.0,7.8,-999.0,18.3,-999.0,34.0,21.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.6040707481425205
1951-05-01,-999.0,-999.0,7.8,-999.0,19.0,-999.0,36.6,22.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.6650410264626376
1951-06-01,-999.0,-999.0,7.8,-999.0,19.0,-999.0,36.6,22.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.6650410264626376
1951-07-01,-999.0,-999.0,7.8,-999.0,19.0,-999.0,36.6,22.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.6650410264626376
1951-08-01,-999.0,-999.0,7.8,-999.0,19.0,-999.0,36.6,22.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.6650410264626376
1951-09-01,-999.0,-999.0,7.8,-999.0,19.0,-999.0,36.6,22.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.6650410264626376
1951-10-01,-999.0,-999.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1951-11-01,-999.0,-999.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1951-12-01,-999.0,-999.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1952-01-01,-999.0,-999.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1952-02-01,-999.0,-999.0,6.8,-999.0,13.4,-999.0,20.1,16.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1810881522156604
1952-03-01,-999.0,16.0,7.7,-999.0,14.1,-999.0,25.0,19.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.3128123262675948
1952-04-01,-999.0,20.7,9.8,-999.0,18.5,-999.0,34.4,24.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.7121675901014917
1952-05-01,-999.0,20.7,9.8,-999.0,19.7,-999.0,36.7,24.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.7529797334090857
1952-06-01,-999.0,20.7,9.8,-999.0,19.7,-999.0,36.7,24.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.7529797334090857
1952-07-01,-999.0,20.7,9.8,-999.0,19.7,-999.0,36.7,24.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.7529797334090857
1952-08-01,-999.0,20.7,9.8,-999.0,19.7,-999.0,36.7,24.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.7529797334090857
1952-09-01,-999.0,20.7,9.8,-999.0,19.7,-999.0,36.7,24.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.7529797334090857
1952-10-01,-999.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1952-11-01,-999.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1952-12-01,-999.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1953-01-01,-999.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1953-02-01,-999.0,9.0,2.6,-999.0,5.1,-999.0,13.3,6.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.54377227647716
1953-03-01,-999.0,12.3,4.8,-999.0,7.0,-999.0,20.2,10.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8501554179277774
1953-04-01,-999.0,13.8,4.8,-999.0,7.5,-999.0,20.2,13.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9160009380185322
1953-05-01,-999.0,17.0,4.8,-999.0,11.4,-999.0,25.3,15.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1013990399159177
1953-06-01,-999.0,17.0,4.8,-999.0,11.4,-999.0,25.3,15.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1013990399159177
1953-07-01,-999.0,17.0,4.8,-999.0,11.4,-999.0,25.3,15.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1013990399159177
1953-08-01,-999.0,17.0,4.8,-999.0,11.4,-999.0,25.3,15.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1013990399159177
1953-09-01,-999.0,17.0,4.8,-999.0,11.4,-999.0,25.3,15.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1013990399159177
1953-10-01,-999.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1953-11-01,-999.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1953-12-01,-999.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1954-01-01,-999.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1954-02-01,-999.0,8.8,1.7,-999.0,5.0,-999.0,13.3,5.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.4891020825286193
1954-03-01,-999.0,8.8,2.2,-999.0,5.0,-999.0,13.3,8.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.5532377422596702
1954-04-01,-999.0,10.6,4.3,-999.0,7.4,-999.0,19.3,11.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.812514762503659
1954-05-01,-999.0,10.6,4.3,-999.0,7.4,-999.0,19.3,11.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.812514762503659
1954-06-01,-999.0,10.6,4.3,-999.0,7.4,-999.0,19.3,11.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.812514762503659
1954-07-01,-999.0,10.6,4.3,-999.0,7.4,-999.0,19.3,11.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.812514762503659
1954-08-01,-999.0,10.6,4.3,-999.0,7.4,-999.0,19.3,11.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.812514762503659
1954-09-01,-999.0,10.6,4.3,-999.0,7.4,-999.0,19.3,11.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.812514762503659
1954-10-01,-999.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1954-11-01,-999.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1954-12-01,-999.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1955-01-01,-999.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1955-02-01,-999.0,5.6,1.5,-999.0,3.0,-999.0,6.9,4.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.3267986746369601
1955-03-01,-999.0,7.5,2.1,-999.0,3.9,-999.0,14.4,5.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.4793162580674105
1955-04-01,-999.0,15.4,4.3,-999.0,9.7,-999.0,17.6,8.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.854666898542788
1955-05-01,-999.0,15.4,4.3,-999.0,9.7,-999.0,17.6,8.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.854666898542788
1955-06-01,-999.0,15.4,4.3,-999.0,9.7,-999.0,17.6,8.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.854666898542788
1955-07-01,-999.0,15.4,4.3,-999.0,9.7,-999.0,17.6,8.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.854666898542788
1955-08-01,-999.0,15.4,4.3,-999.0,9.7,-999.0,17.6,8.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.854666898542788
1955-09-01,-999.0,15.4,4.3,-999.0,9.7,-999.0,17.6,8.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.854666898542788
1955-10-01,-999.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1955-11-01,-999.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1955-12-01,-999.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1956-01-01,-999.0,0.0,0.0,-999.0,0.0,-999.0,11.8,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.11376466488558486
1956-02-01,-999.0,0.0,4.5,-999.0,11.1,-999.0,15.2,10.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6779270051291182
1956-03-01,-999.0,0.0,6.8,-999.0,14.1,-999.0,19.8,16.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9624782680811702
1956-04-01,-999.0,0.0,6.8,-999.0,15.4,-999.0,30.0,16.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0810080299830174
1956-05-01,-999.0,0.0,6.8,-999.0,16.0,-999.0,30.0,16.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0903268673471178
1956-06-01,-999.0,0.0,6.8,-999.0,16.0,-999.0,30.0,16.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0903268673471178
1956-07-01,-999.0,0.0,6.8,-999.0,16.0,-999.0,30.0,16.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0903268673471178
1956-08-01,-999.0,0.0,6.8,-999.0,16.0,-999.0,30.0,16.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0903268673471178
1956-09-01,-999.0,0.0,6.8,-999.0,16.0,-999.0,30.0,16.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0903268673471178
1956-10-01,-999.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1956-11-01,-999.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1956-12-01,-999.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1957-01-01,-999.0,0.0,0.0,-999.0,0.0,-999.0,7.5,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0723080497154141
1957-02-01,-999.0,7.3,4.5,-999.0,8.8,-999.0,15.0,8.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.711220684304612
1957-03-01,-999.0,9.0,5.1,-999.0,11.5,-999.0,18.1,12.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8881728347826652
1957-04-01,-999.0,19.5,5.1,-999.0,15.1,-999.0,31.4,14.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.2526107425541384
1957-05-01,-999.0,19.7,8.6,-999.0,23.5,-999.0,38.8,23.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.744118106543824
1957-06-01,-999.0,19.7,8.6,-999.0,23.5,-999.0,38.8,23.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.744118106543824
1957-07-01,-999.0,19.7,8.6,-999.0,23.5,-999.0,38.8,23.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.744118106543824
1957-08-01,-999.0,19.7,8.6,-999.0,23.5,-999.0,38.8,23.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.744118106543824
1957-09-01,-999.0,19.7,8.6,-999.0,23.5,-999.0,38.8,23.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.744118106543824
1957-10-01,-999.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1957-11-01,-999.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1957-12-01,-999.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1958-01-01,-999.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1958-02-01,-999.0,5.0,3.3,-999.0,4.5,-999.0,10.7,6.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.4772465143214224
1958-03-01,-999.0,7.2,3.3,-999.0,6.4,-999.0,12.1,8.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.5833997765790481
1958-04-01,-999.0,11.0,5.7,-999.0,11.1,-999.0,21.3,11.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9531748724449052
1958-05-01,-999.0,13.1,5.7,-999.0,15.6,-999.0,26.6,14.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.15034061027817
1958-06-01,-999.0,13.1,5.7,-999.0,15.6,-999.0,26.6,14.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.15034061027817
1958-07-01,-999.0,13.1,5.7,-999.0,15.6,-999.0,26.6,14.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.15034061027817
1958-08-01,-999.0,13.1,5.7,-999.0,15.6,-999.0,26.6,14.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.15034061027817
1958-09-01,-999.0,13.1,5.7,-999.0,15.6,-999.0,26.6,14.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.15034061027817
1958-10-01,-999.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1958-11-01,-999.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1958-12-01,-999.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1959-01-01,-999.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1959-02-01,-999.0,12.4,3.4,-999.0,7.1,-999.0,19.9,8.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7566588137598688
1959-03-01,-999.0,14.2,5.4,-999.0,10.7,-999.0,25.7,12.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0381115357344728
1959-04-01,-999.0,21.1,6.5,-999.0,12.6,-999.0,29.7,14.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.284660667076008
1959-05-01,-999.0,22.9,6.5,-999.0,13.9,-999.0,31.6,14.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.3485760870575507
1959-06-01,-999.0,22.9,6.5,-999.0,13.9,-999.0,31.6,14.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.3485760870575507
1959-07-01,-999.0,22.9,6.5,-999.0,13.9,-999.0,31.6,14.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.3485760870575507
1959-08-01,-999.0,22.9,6.5,-999.0,13.9,-999.0,31.6,14.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.3485760870575507
1959-09-01,-999.0,22.9,6.5,-999.0,13.9,-999.0,31.6,14.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.3485760870575507
1959-10-01,-999.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1959-11-01,-999.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1959-12-01,-999.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1960-01-01,-999.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1960-02-01,-999.0,4.1,1.1,-999.0,5.1,-999.0,7.5,6.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.3610780316554255
1960-03-01,-999.0,7.8,2.6,-999.0,8.6,-999.0,14.2,8.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.62998846349796
1960-04-01,-999.0,11.1,3.6,-999.0,10.1,-999.0,23.2,9.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8426945558595179
1960-05-01,-999.0,11.1,3.6,-999.0,11.9,-999.0,23.2,9.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8706510679518187
1960-06-01,-999.0,11.1,3.6,-999.0,11.9,-999.0,23.2,9.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8706510679518187
1960-07-01,-999.0,11.1,3.6,-999.0,11.9,-999.0,23.2,9.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8706510679518187
1960-08-01,-999.0,11.1,3.6,-999.0,11.9,-999.0,23.2,9.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8706510679518187
1960-09-01,-999.0,11.1,3.6,-999.0,11.9,-999.0,23.2,9.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8706510679518187
1960-10-01,-999.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1960-11-01,-999.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1960-12-01,-999.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1961-01-01,-999.0,0.0,0.0,-999.0,0.0,-999.0,6.3,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.06073876176094785
1961-02-01,-999.0,6.2,2.7,-999.0,4.9,-999.0,9.4,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.36661137624378554
1961-03-01,5.8,6.4,3.3,-999.0,5.6,-999.0,10.8,5.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.5507987120691504
1961-04-01,7.8,11.6,4.3,-999.0,7.3,-999.0,16.5,11.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8353577852761679
1961-05-01,7.8,14.5,4.3,-999.0,13.4,-999.0,20.0,12.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.988574625498754
1961-06-01,7.8,14.5,4.3,-999.0,13.4,-999.0,20.0,12.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.988574625498754
1961-07-01,7.8,14.5,4.3,-999.0,13.4,-999.0,20.0,12.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.988574625498754
1961-08-01,7.8,14.5,4.3,-999.0,13.4,-999.0,20.0,12.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.988574625498754
1961-09-01,7.8,14.5,4.3,-999.0,13.4,-999.0,20.0,12.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.988574625498754
1961-10-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1961-11-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1961-12-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1962-01-01,0.0,0.0,0.0,-999.0,0.0,-999.0,12.3,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.09882100127773262
1962-02-01,16.2,4.9,4.0,-999.0,7.5,-999.0,12.3,11.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9013628275586846
1962-03-01,16.2,6.6,4.0,-999.0,9.4,-999.0,20.6,15.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.072809774072714
1962-04-01,16.2,12.5,4.0,-999.0,11.8,-999.0,21.5,18.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.2139318087944717
1962-05-01,16.2,12.5,4.0,-999.0,11.8,-999.0,21.5,18.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.2139318087944717
1962-06-01,16.2,12.5,4.0,-999.0,11.8,-999.0,21.5,18.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.2139318087944717
1962-07-01,16.2,12.5,4.0,-999.0,11.8,-999.0,21.5,18.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.2139318087944717
1962-08-01,16.2,12.5,4.0,-999.0,11.8,-999.0,21.5,18.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.2139318087944717
1962-09-01,16.2,12.5,4.0,-999.0,11.8,-999.0,21.5,18.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.2139318087944717
1962-10-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1962-11-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1962-12-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1963-01-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1963-02-01,3.4,4.1,0.9,-999.0,2.3,-999.0,7.3,3.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.2933130160548561
1963-03-01,6.0,10.7,4.0,-999.0,7.1,-999.0,15.1,9.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7402486194933866
1963-04-01,6.0,13.6,4.0,-999.0,10.1,-999.0,16.2,9.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8220254269252809
1963-05-01,6.0,13.6,4.0,-999.0,10.1,-999.0,16.2,11.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8487701251821559
1963-06-01,6.0,13.6,4.0,-999.0,10.1,-999.0,16.2,11.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8487701251821559
1963-07-01,6.0,13.6,4.0,-999.0,10.1,-999.0,16.2,11.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8487701251821559
1963-08-01,6.0,13.6,4.0,-999.0,10.1,-999.0,16.2,11.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8487701251821559
1963-09-01,6.0,13.6,4.0,-999.0,10.1,-999.0,16.2,11.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8487701251821559
1963-10-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1963-11-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1963-12-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1964-01-01,0.0,0.0,0.0,-999.0,0.0,-999.0,2.9,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.023299260463855654
1964-02-01,2.8,4.2,1.7,-999.0,2.9,-999.0,4.7,4.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.30105273480785416
1964-03-01,4.6,7.4,1.9,-999.0,4.3,-999.0,11.1,6.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.4834729246425853
1964-04-01,6.6,10.1,3.3,-999.0,7.5,-999.0,13.0,7.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6865566296815818
1964-05-01,7.0,11.9,3.3,-999.0,7.8,-999.0,15.2,9.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7649701640605949
1964-06-01,7.0,11.9,3.3,-999.0,7.8,-999.0,15.2,9.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7649701640605949
1964-07-01,7.0,11.9,3.3,-999.0,7.8,-999.0,15.2,9.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7649701640605949
1964-08-01,7.0,11.9,3.3,-999.0,7.8,-999.0,15.2,9.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7649701640605949
1964-09-01,7.0,11.9,3.3,-999.0,7.8,-999.0,15.2,9.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7649701640605949
1964-10-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1964-11-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1964-12-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1965-01-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1965-02-01,6.1,11.6,3.2,-999.0,9.3,-999.0,17.5,9.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7730800328414084
1965-03-01,6.5,14.5,5.6,-999.0,12.5,-999.0,19.4,14.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0175611361011998
1965-04-01,9.0,20.3,10.0,-999.0,17.8,-999.0,27.7,17.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.4696476846882802
1965-05-01,9.0,20.3,10.0,-999.0,18.2,-999.0,27.7,17.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.484185460947131
1965-06-01,9.0,20.3,10.0,-999.0,18.2,-999.0,27.7,17.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.484185460947131
1965-07-01,9.0,20.3,10.0,-999.0,18.2,-999.0,27.7,17.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.484185460947131
1965-08-01,9.0,20.3,10.0,-999.0,18.2,-999.0,27.7,17.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.484185460947131
